customer_id,source_category,recommended_product_id,recommended_product_name,recommended_category,recommendation_score,expected_order_value_zar,activation_channel
CUST-001564,Decor,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2541,160.68,Email + onsite
CUST-001565,Home Organisation,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.3761,92.43,Email + onsite
CUST-001566,Home Essentials,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.4083,658.93,Email + onsite
CUST-001567,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3119,186.14,Email + onsite
CUST-001568,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2893,153.64,Email + onsite
CUST-001571,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.4502,400.00,Email + onsite
CUST-001575,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2911,171.45,Email + onsite
CUST-001577,Home Essentials,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.3623,104.67,Email + onsite
CUST-001579,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3518,225.91,Email + onsite
CUST-001581,Pet,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2864,198.15,Email + onsite
CUST-001585,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2270,170.90,Email + onsite
CUST-001586,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3174,178.26,Email + onsite
CUST-001587,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.5261,942.54,Email + onsite
CUST-001588,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4059,214.05,Email + onsite
CUST-001589,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2291,137.27,Email + onsite
CUST-001590,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4918,151.09,Email + onsite
CUST-001592,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.5655,248.72,Email + onsite
CUST-001593,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3499,170.28,Onsite only
CUST-001596,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3693,234.10,Email + onsite
CUST-001599,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2848,201.78,Email + onsite
CUST-001600,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.3152,509.82,Email + onsite
CUST-001601,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2906,196.38,Email + onsite
CUST-001602,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2979,173.37,Email + onsite
CUST-001607,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3602,205.37,Email + onsite
CUST-001611,Decor,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2365,190.17,Email + onsite
CUST-001614,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3231,169.59,Email + onsite
CUST-001615,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3380,193.08,Email + onsite
CUST-001618,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2950,166.25,Email + onsite
CUST-001624,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4002,199.68,Email + onsite
CUST-001625,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4728,204.80,Email + onsite
CUST-001626,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4705,197.43,Email + onsite
CUST-001627,Decor,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2523,210.96,Email + onsite
CUST-001629,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.3526,142.93,Onsite only
CUST-001630,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3079,161.90,Email + onsite
CUST-001631,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.3800,503.84,Email + onsite
CUST-001632,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3758,162.88,Email + onsite
CUST-001633,Outdoor,SKU-LIFE-002,Scented Candle Duo,Lifestyle,0.2512,144.32,Email + onsite
CUST-001635,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4437,136.72,Email + onsite
CUST-001638,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4916,195.49,Email + onsite
CUST-001639,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3740,173.92,Email + onsite
CUST-001641,Home Organisation,SKU-KIT-004,Copper Water Bottle,Kitchen,0.6602,234.75,Email + onsite
CUST-001646,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.4017,697.22,Onsite only
CUST-001647,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.3996,145.65,Email + onsite
CUST-001649,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4946,246.01,Email + onsite
CUST-001651,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2305,140.22,Email + onsite
CUST-001652,Home Organisation,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.3709,210.32,Email + onsite
CUST-001653,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.5952,184.67,Email + onsite
CUST-001655,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.2766,154.39,Email + onsite
CUST-001659,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4359,171.12,Onsite only
CUST-001661,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2262,177.95,Onsite only
CUST-001662,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4709,180.91,Onsite only
CUST-001664,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4359,209.82,Email + onsite
CUST-001666,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4135,187.21,Email + onsite
CUST-001667,Home Organisation,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.3863,121.49,Email + onsite
CUST-001668,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3161,198.89,Email + onsite
CUST-001670,Outdoor,SKU-LIFE-005,Weekend Cooler Bag,Lifestyle,0.3320,337.41,Email + onsite
CUST-001672,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.5273,161.09,Email + onsite
CUST-001674,Pet,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3432,212.07,Email + onsite
CUST-001676,Decor,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4104,166.73,Onsite only
CUST-001677,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2360,170.59,Onsite only
CUST-001681,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2835,212.92,Email + onsite
CUST-001686,Home Organisation,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.4258,110.05,Email + onsite
CUST-001690,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2616,158.03,Email + onsite
CUST-001691,Home Essentials,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.2084,286.86,Email + onsite
CUST-001692,Home Organisation,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.4469,215.72,Email + onsite
CUST-001693,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.3465,751.57,Email + onsite
CUST-001694,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3907,142.84,Email + onsite
CUST-001697,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.3492,194.63,Email + onsite
CUST-001698,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3885,149.75,Onsite only
CUST-001699,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.1928,147.69,Email + onsite
CUST-001701,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2967,235.12,Email + onsite
CUST-001707,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4571,143.13,Email + onsite
CUST-001709,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3415,229.62,Email + onsite
CUST-001710,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.4222,507.02,Email + onsite
CUST-001713,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2393,216.96,Email + onsite
CUST-001717,Pet,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3828,152.76,Email + onsite
CUST-001720,Home Organisation,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.2446,655.97,Email + onsite
CUST-001721,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.2542,703.27,Email + onsite
CUST-001724,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.2446,790.45,Email + onsite
CUST-001727,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2018,151.50,Onsite only
CUST-001728,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4684,199.12,Email + onsite
CUST-001730,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.4074,165.94,Email + onsite
CUST-001732,Decor,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3142,152.13,Onsite only
CUST-001733,Pet,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2779,194.57,Email + onsite
CUST-001734,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.6659,205.61,Email + onsite
CUST-001735,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2172,195.16,Email + onsite
CUST-001736,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2644,179.86,Onsite only
CUST-001738,Decor,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4554,241.13,Email + onsite
CUST-001742,Pet,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4549,157.78,Email + onsite
CUST-001743,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.5659,170.67,Email + onsite
CUST-001746,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.4567,129.21,Email + onsite
CUST-001748,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.2589,457.11,Email + onsite
CUST-001749,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3776,191.55,Onsite only
CUST-001750,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.5320,138.17,Email + onsite
CUST-001752,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3134,167.03,Onsite only
CUST-001753,Home Essentials,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.3537,123.79,Email + onsite
CUST-001755,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.2313,162.85,Email + onsite
CUST-001756,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2511,236.75,Email + onsite
CUST-001757,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3064,195.98,Email + onsite
CUST-001758,Home Organisation,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.2851,283.31,Email + onsite
CUST-001759,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.4471,798.95,Email + onsite
CUST-001761,Home Organisation,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.5985,127.82,Onsite only
CUST-001764,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.2172,517.21,Onsite only
CUST-001766,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4313,172.05,Email + onsite
CUST-001767,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4585,188.65,Email + onsite
CUST-001769,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.3331,175.57,Email + onsite
CUST-001771,Home Organisation,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.3444,653.95,Email + onsite
CUST-001773,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.4098,120.36,Email + onsite
CUST-001774,Wellness,SKU-LIFE-003,Kids Tee Bundle,Lifestyle,0.4299,198.02,Onsite only
CUST-001775,Wellness,SKU-LIFE-003,Kids Tee Bundle,Lifestyle,0.5310,231.67,Email + onsite
CUST-001776,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.6992,186.18,Email + onsite
CUST-001778,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4430,243.82,Email + onsite
CUST-001779,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.2304,462.98,Onsite only
CUST-001782,Home Essentials,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.2298,108.34,Onsite only
CUST-001783,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.2422,151.78,Email + onsite
CUST-001784,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4134,187.67,Email + onsite
CUST-001785,Pet,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2506,163.00,Email + onsite
CUST-001786,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2800,148.56,Email + onsite
CUST-001787,Decor,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.6501,176.12,Email + onsite
CUST-001788,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.6886,220.79,Email + onsite
CUST-001790,Pet,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3872,200.32,Email + onsite
CUST-001793,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.2489,129.36,Onsite only
CUST-001794,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2945,235.22,Email + onsite
CUST-001796,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.3460,169.94,Onsite only
CUST-001797,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3174,161.04,Email + onsite
CUST-001798,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3391,188.02,Onsite only
CUST-001803,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3726,170.16,Email + onsite
CUST-001804,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.3520,181.75,Onsite only
CUST-001805,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.5938,156.30,Email + onsite
CUST-001809,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.5235,142.42,Email + onsite
CUST-001815,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.4918,561.47,Email + onsite
CUST-001816,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.3382,139.99,Email + onsite
CUST-001818,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.2780,401.11,Email + onsite
CUST-001822,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.5468,153.66,Email + onsite
CUST-001823,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4181,178.51,Email + onsite
CUST-001824,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.3516,167.96,Email + onsite
CUST-001825,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.5154,146.20,Email + onsite
CUST-001826,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.2454,503.68,Email + onsite
CUST-001827,Wellness,SKU-LIFE-003,Kids Tee Bundle,Lifestyle,0.2565,207.53,Email + onsite
CUST-001832,Home Organisation,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.2147,117.84,Email + onsite
CUST-001838,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4569,145.69,Email + onsite
CUST-001841,Home Essentials,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.5972,96.64,Email + onsite
CUST-001844,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2948,188.56,Email + onsite
CUST-001846,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.7141,170.23,Email + onsite
CUST-001847,Home Organisation,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.3402,659.86,Email + onsite
CUST-001852,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.6185,653.52,Email + onsite
CUST-001854,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.3079,185.53,Email + onsite
CUST-001856,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.4531,497.43,Email + onsite
CUST-001858,Pet,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4061,159.93,Email + onsite
CUST-001861,Bathroom,SKU-BED-001,Cotton Bedding Bundle,Bedroom,0.5285,656.08,Email + onsite
CUST-001863,Home Organisation,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.2189,88.66,Email + onsite
CUST-001864,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3359,253.31,Onsite only
CUST-001866,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3893,204.48,Email + onsite
CUST-001868,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4117,191.78,Email + onsite
CUST-001872,Home Essentials,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.6876,598.24,Email + onsite
CUST-001876,Home Essentials,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.4129,125.59,Email + onsite
CUST-001877,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.4218,376.28,Email + onsite
CUST-001878,Home Organisation,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.3294,610.95,Email + onsite
CUST-001880,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4587,176.88,Onsite only
CUST-001881,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.6542,164.91,Email + onsite
CUST-001882,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4630,147.21,Email + onsite
CUST-001883,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4244,155.43,Onsite only
CUST-001884,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.5702,193.00,Onsite only
CUST-001887,Home Essentials,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.2776,154.69,Email + onsite
CUST-001889,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.5356,205.57,Email + onsite
CUST-001893,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4918,149.88,Email + onsite
CUST-001895,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2951,153.94,Email + onsite
CUST-001896,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.2505,702.16,Email + onsite
CUST-001898,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4400,207.44,Email + onsite
CUST-001899,Wellness,SKU-LIFE-002,Scented Candle Duo,Lifestyle,0.2585,119.06,Email + onsite
CUST-001901,Home Essentials,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.3199,80.75,Email + onsite
CUST-001903,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.4555,148.17,Email + onsite
CUST-001904,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.2518,688.45,Email + onsite
CUST-001908,Home Organisation,SKU-KIT-004,Copper Water Bottle,Kitchen,0.2398,202.24,Email + onsite
CUST-001909,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3404,162.17,Email + onsite
CUST-001910,Home Essentials,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.3945,117.20,Email + onsite
CUST-001913,Decor,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2602,181.92,Email + onsite
CUST-001915,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4670,224.70,Email + onsite
CUST-001916,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.1909,185.67,Email + onsite
CUST-001917,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3142,191.16,Onsite only
CUST-001920,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.3140,173.38,Email + onsite
CUST-001922,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.4506,130.92,Onsite only
CUST-001924,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2938,190.75,Email + onsite
CUST-001926,Home Essentials,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.4120,649.08,Email + onsite
CUST-001927,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2738,161.23,Email + onsite
CUST-001928,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.5240,197.48,Email + onsite
CUST-001929,Pet,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.1995,255.00,Email + onsite
CUST-001930,Home Organisation,SKU-KIT-004,Copper Water Bottle,Kitchen,0.3983,184.44,Email + onsite
CUST-001932,Pet,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3780,192.82,Email + onsite
CUST-001936,Home Organisation,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.2052,111.13,Email + onsite
CUST-001938,Home Organisation,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.3896,80.22,Email + onsite
CUST-001940,Home Organisation,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.2638,96.80,Email + onsite
CUST-001942,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.3060,210.01,Onsite only
CUST-001944,Bedroom,SKU-BATH-001,Bath Towel Bundle,Bathroom,0.5261,407.55,Email + onsite
CUST-001948,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3040,148.73,Email + onsite
CUST-001949,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4409,154.98,Email + onsite
CUST-001951,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2139,175.00,Email + onsite
CUST-001952,Decor,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.5115,221.53,Email + onsite
CUST-001954,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4900,212.54,Email + onsite
CUST-001955,Home Organisation,SKU-KIT-004,Copper Water Bottle,Kitchen,0.3496,175.41,Email + onsite
CUST-001956,Decor,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3957,148.73,Email + onsite
CUST-001958,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2735,188.99,Email + onsite
CUST-001959,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.1970,166.95,Onsite only
CUST-001962,Home Organisation,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.2731,258.81,Email + onsite
CUST-001964,Wellness,SKU-LIFE-001,Reusable Shopper Totes,Lifestyle,0.4249,91.71,Onsite only
CUST-001965,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4234,217.58,Email + onsite
CUST-001968,Pet,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4047,236.79,Email + onsite
CUST-001970,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2676,228.27,Email + onsite
CUST-001971,Decor,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2917,227.38,Email + onsite
CUST-001972,Outdoor,SKU-LIFE-002,Scented Candle Duo,Lifestyle,0.2744,127.09,Email + onsite
CUST-001973,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.3245,135.57,Email + onsite
CUST-001975,Wellness,SKU-LIFE-001,Reusable Shopper Totes,Lifestyle,0.3644,87.80,Email + onsite
CUST-001981,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3608,156.09,Email + onsite
CUST-001982,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.2911,136.91,Onsite only
CUST-001983,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.5931,218.84,Email + onsite
CUST-001985,Decor,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4816,171.72,Email + onsite
CUST-001988,Home Organisation,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.5174,95.78,Email + onsite
CUST-001990,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.2543,182.63,Email + onsite
CUST-001992,Home Organisation,SKU-KIT-006,Reusable Food Wraps,Kitchen,0.5665,107.47,Email + onsite
CUST-001993,Kitchen,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.5359,187.03,Email + onsite
CUST-001994,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.4148,189.62,Email + onsite
CUST-001995,Home Essentials,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.2655,111.66,Email + onsite
CUST-001996,Bathroom,SKU-BED-002,Luxury Throw Blanket,Bedroom,0.3388,535.84,Email + onsite
CUST-001999,Workspace,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3204,194.09,Email + onsite
CUST-002001,Kitchen,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3559,156.23,Onsite only
CUST-002004,Bathroom,SKU-BED-003,Pillow Protector Pair,Bedroom,0.3341,147.17,Email + onsite
CUST-002008,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.4318,224.01,Email + onsite
CUST-002010,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.5380,169.99,Email + onsite
CUST-002011,Kitchen,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.4412,159.58,Email + onsite
CUST-002012,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2507,177.77,Email + onsite
CUST-002013,Lifestyle,SKU-HOME-001,Bamboo Storage Set,Home Organisation,0.3765,156.05,Onsite only
CUST-002016,Workspace,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2661,178.22,Email + onsite
CUST-002017,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.4999,147.06,Email + onsite
CUST-002022,Bedroom,SKU-BATH-002,Soap Dispenser Set,Bathroom,0.4856,118.23,Email + onsite
CUST-002025,Home Essentials,SKU-KIT-003,Digital Kitchen Scale,Kitchen,0.2269,227.84,Onsite only
CUST-002026,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.3024,150.89,Email + onsite
CUST-002027,Home Organisation,SKU-KIT-002,Ceramic Dinner Set,Kitchen,0.4977,741.95,Email + onsite
CUST-002028,Lifestyle,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,0.2420,210.58,Email + onsite
CUST-002029,Home Essentials,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.2381,144.03,Email + onsite
CUST-002031,Home Organisation,SKU-KIT-001,Airtight Pantry Labels,Kitchen,0.2093,80.37,Onsite only
CUST-002033,Pet,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2719,232.73,Email + onsite
CUST-002035,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.2180,214.20,Email + onsite
CUST-002036,Workspace,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3847,203.62,Onsite only
CUST-002037,Lifestyle,SKU-HOME-004,Underbed Storage Bag,Home Organisation,0.3314,208.48,Email + onsite
CUST-002040,Home Organisation,SKU-KIT-005,Silicone Utensil Set,Kitchen,0.3880,139.55,Email + onsite
