customer_id,province,customer_segment,consent_status,orders_h1,revenue_h1_zar,distinct_categories,recency_days,purchase_propensity_score,purchase_propensity_band,churn_risk_score,recommended_audience
CUST-001596,Western Cape,New,granted,2,624.07,2,39,0.4043,Medium propensity,0.2720,Email nurture
CUST-001597,Western Cape,New,granted,1,197.36,1,159,0.1220,Low propensity,0.6802,Suppress from paid media
CUST-001598,Eastern Cape,Lapsed Reactivated,granted,1,303.38,1,105,0.1842,Low propensity,0.5725,Suppress from paid media
CUST-001599,Western Cape,Returning,granted,2,364.75,2,55,0.3330,Medium propensity,0.4414,Email nurture
CUST-001600,Gauteng,New,granted,1,205.80,1,5,0.3144,Medium propensity,0.2051,Email nurture
CUST-001601,Eastern Cape,New,granted,2,440.23,2,37,0.3376,Medium propensity,0.3303,Email nurture
CUST-001602,Western Cape,Returning,granted,1,719.29,2,62,0.2948,Medium propensity,0.4697,Email nurture
CUST-001603,Western Cape,Returning,granted,1,271.55,1,172,0.2062,Low propensity,0.5561,Suppress from paid media
CUST-001604,KwaZulu-Natal,New,granted,1,203.65,1,111,0.1268,Low propensity,0.6202,Suppress from paid media
CUST-001605,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7655,Suppress from paid media
CUST-001606,Eastern Cape,Lapsed Reactivated,denied,0,0.00,0,181,0.0100,Low propensity,0.7283,Suppress from paid media
CUST-001607,Free State,VIP,granted,3,1948.66,2,111,0.3718,Medium propensity,0.4101,Email nurture
CUST-001608,Free State,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7893,Suppress from paid media
CUST-001609,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7761,Suppress from paid media
CUST-001610,Gauteng,Returning,granted,1,202.58,1,126,0.0791,Low propensity,0.7284,Suppress from paid media
CUST-001611,Western Cape,New,granted,1,529.33,2,143,0.2265,Medium propensity,0.5102,Email nurture
CUST-001612,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7539,Suppress from paid media
CUST-001613,Free State,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7566,Suppress from paid media
CUST-001614,Limpopo,New,granted,2,496.72,2,36,0.3285,Medium propensity,0.3511,Email nurture
CUST-001615,Gauteng,New,granted,2,516.23,1,95,0.3041,Medium propensity,0.4530,Email nurture
CUST-001616,Eastern Cape,Returning,granted,1,143.84,1,70,0.1433,Low propensity,0.6413,Suppress from paid media
CUST-001617,Gauteng,New,granted,1,215.85,1,60,0.1622,Low propensity,0.6344,Suppress from paid media
CUST-001618,Gauteng,Returning,granted,2,452.12,2,79,0.3035,Medium propensity,0.4643,Email nurture
CUST-001619,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7394,Suppress from paid media
CUST-001620,KwaZulu-Natal,Returning,granted,1,269.62,1,110,0.1347,Low propensity,0.5982,Suppress from paid media
CUST-001621,Western Cape,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7771,Suppress from paid media
CUST-001622,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7468,Suppress from paid media
CUST-001623,North West,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7348,Suppress from paid media
CUST-001624,Limpopo,New,granted,2,1098.02,2,60,0.3600,Medium propensity,0.4275,Email nurture
CUST-001625,Western Cape,Returning,granted,2,627.54,2,28,0.4464,High propensity,0.2202,Customer Match + Email
CUST-001626,Western Cape,New,granted,3,942.49,3,39,0.5104,High propensity,0.1905,Customer Match + Email
CUST-001627,Western Cape,Returning,granted,1,618.23,1,39,0.2493,Medium propensity,0.4231,Email nurture
CUST-001628,Western Cape,Returning,granted,1,478.16,2,113,0.2096,Low propensity,0.5229,Suppress from paid media
CUST-001629,Western Cape,New,denied,2,1086.27,1,22,0.3718,Medium propensity,0.2509,Email nurture
CUST-001630,Eastern Cape,VIP,granted,1,138.36,1,0,0.3390,Medium propensity,0.2038,Email nurture
CUST-001631,Gauteng,Returning,granted,2,693.41,2,42,0.4248,High propensity,0.2836,Customer Match + Email
CUST-001632,Gauteng,New,granted,1,511.34,2,28,0.4053,Medium propensity,0.2157,Email nurture
CUST-001633,KwaZulu-Natal,New,granted,1,782.68,1,40,0.2897,Medium propensity,0.3913,Email nurture
CUST-001634,Gauteng,Returning,granted,1,254.12,1,112,0.1656,Low propensity,0.6426,Suppress from paid media
CUST-001635,Western Cape,New,granted,2,899.60,2,27,0.4677,High propensity,0.1872,Customer Match + Email
CUST-001636,Western Cape,VIP,granted,1,276.73,1,98,0.1930,Low propensity,0.5577,Suppress from paid media
CUST-001637,Eastern Cape,New,granted,1,169.83,1,70,0.1118,Low propensity,0.6544,Suppress from paid media
CUST-001638,Gauteng,New,granted,3,855.84,3,15,0.5212,High propensity,0.0729,Customer Match + Email
CUST-001639,Western Cape,New,granted,2,649.74,2,44,0.3610,Medium propensity,0.3724,Email nurture
CUST-001640,KwaZulu-Natal,Lapsed Reactivated,granted,1,323.32,1,150,0.1423,Low propensity,0.6149,Suppress from paid media
CUST-001641,Gauteng,New,granted,3,1533.59,4,5,0.5916,High propensity,0.0100,Customer Match + Email
CUST-001642,Western Cape,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7911,Suppress from paid media
CUST-001643,Western Cape,Returning,denied,1,845.07,2,78,0.1943,Low propensity,0.6113,Suppress from paid media
CUST-001644,Gauteng,Lapsed Reactivated,granted,1,118.60,1,34,0.2006,Low propensity,0.4252,Suppress from paid media
CUST-001645,Limpopo,New,denied,1,465.38,2,165,0.1910,Low propensity,0.6106,Suppress from paid media
CUST-001646,Western Cape,New,denied,1,431.74,1,4,0.3635,Medium propensity,0.1813,Email nurture
CUST-001647,Western Cape,New,granted,2,644.43,3,42,0.4335,High propensity,0.2440,Customer Match + Email
CUST-001648,KwaZulu-Natal,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7989,Suppress from paid media
CUST-001649,Gauteng,New,granted,3,1971.56,3,26,0.5455,High propensity,0.0903,Customer Match + Email
CUST-001650,KwaZulu-Natal,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7658,Suppress from paid media
CUST-001651,Northern Cape,New,granted,1,301.42,1,76,0.2429,Medium propensity,0.5060,Email nurture
CUST-001652,Northern Cape,New,granted,3,659.68,3,54,0.4194,Medium propensity,0.3361,Email nurture
CUST-001653,Western Cape,Returning,granted,2,2030.06,5,6,0.5241,High propensity,0.0277,Customer Match + Email
CUST-001654,Western Cape,New,granted,1,353.65,1,105,0.1701,Low propensity,0.6270,Suppress from paid media
CUST-001655,Gauteng,Returning,granted,2,689.81,2,118,0.3080,Medium propensity,0.4260,Email nurture
CUST-001656,Western Cape,New,unknown,0,0.00,0,181,0.0100,Low propensity,0.7421,Suppress from paid media
CUST-001657,North West,New,denied,1,182.82,1,158,0.0323,Low propensity,0.7691,Suppress from paid media
CUST-001658,KwaZulu-Natal,New,unknown,0,0.00,0,181,0.0100,Low propensity,0.7463,Suppress from paid media
CUST-001659,Gauteng,New,denied,2,609.46,2,4,0.4289,High propensity,0.0754,Customer Match + Email
CUST-001660,Western Cape,VIP,denied,1,141.60,1,35,0.1808,Low propensity,0.5208,Suppress from paid media
CUST-001661,Limpopo,New,denied,1,179.05,1,10,0.2347,Medium propensity,0.3146,Email nurture
CUST-001662,Mpumalanga,New,denied,3,1484.46,5,37,0.4390,High propensity,0.2145,Customer Match + Email
CUST-001663,North West,Returning,denied,1,297.05,1,180,0.0602,Low propensity,0.7187,Suppress from paid media
CUST-001664,Gauteng,VIP,granted,3,705.54,1,5,0.4559,High propensity,0.0493,Customer Match + Email
CUST-001665,Gauteng,New,granted,1,283.12,1,99,0.1739,Low propensity,0.6080,Suppress from paid media
CUST-001666,Northern Cape,New,granted,2,984.11,2,32,0.4173,Medium propensity,0.2685,Email nurture
CUST-001667,Gauteng,New,granted,2,719.59,2,39,0.4233,High propensity,0.2271,Customer Match + Email
CUST-001668,Free State,New,granted,1,157.50,1,17,0.3234,Medium propensity,0.2686,Email nurture
CUST-001669,KwaZulu-Natal,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7430,Suppress from paid media
CUST-001670,KwaZulu-Natal,New,granted,1,903.15,2,35,0.3724,Medium propensity,0.2580,Email nurture
CUST-001671,Gauteng,VIP,denied,1,382.48,1,154,0.0899,Low propensity,0.6659,Suppress from paid media
CUST-001672,Western Cape,New,granted,3,952.18,3,10,0.5368,High propensity,0.0100,Customer Match + Email
CUST-001673,KwaZulu-Natal,New,granted,1,143.33,1,134,0.1022,Low propensity,0.6826,Suppress from paid media
CUST-001674,Western Cape,Returning,granted,2,1100.68,3,41,0.3642,Medium propensity,0.2892,Email nurture
CUST-001675,Gauteng,New,denied,1,607.05,1,105,0.1221,Low propensity,0.6600,Suppress from paid media
CUST-001676,Limpopo,Returning,denied,3,630.81,3,15,0.4279,High propensity,0.1218,Customer Match + Email
CUST-001677,KwaZulu-Natal,New,denied,2,1955.54,3,106,0.2388,Medium propensity,0.5200,Email nurture
CUST-001678,Western Cape,Returning,granted,1,309.79,2,110,0.2171,Low propensity,0.5209,Suppress from paid media
CUST-001679,KwaZulu-Natal,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7947,Suppress from paid media
CUST-001680,Western Cape,New,granted,1,140.18,1,137,0.0712,Low propensity,0.6618,Suppress from paid media
CUST-001681,Northern Cape,Returning,granted,1,144.21,1,17,0.2804,Medium propensity,0.3155,Email nurture
CUST-001682,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7410,Suppress from paid media
CUST-001683,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7919,Suppress from paid media
CUST-001684,Eastern Cape,Lapsed Reactivated,unknown,0,0.00,0,181,0.0100,Low propensity,0.7984,Suppress from paid media
CUST-001685,Western Cape,New,granted,1,222.15,1,83,0.1846,Low propensity,0.5829,Suppress from paid media
CUST-001686,KwaZulu-Natal,New,granted,2,639.75,2,59,0.3810,Medium propensity,0.3685,Email nurture
CUST-001687,Gauteng,New,granted,1,568.43,2,67,0.2049,Low propensity,0.6021,Suppress from paid media
CUST-001688,Gauteng,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7825,Suppress from paid media
CUST-001689,Western Cape,New,granted,1,480.31,1,126,0.2012,Low propensity,0.5485,Suppress from paid media
CUST-001690,Gauteng,New,granted,1,571.31,1,109,0.2645,Medium propensity,0.4960,Email nurture
CUST-001691,Western Cape,New,granted,1,270.87,1,77,0.2256,Medium propensity,0.5163,Email nurture
CUST-001692,Western Cape,Returning,granted,1,1166.26,3,19,0.4335,High propensity,0.1977,Customer Match + Email
CUST-001693,Gauteng,New,granted,2,699.66,2,60,0.3829,Medium propensity,0.3783,Email nurture
CUST-001694,Western Cape,Returning,granted,2,963.67,2,43,0.4087,Medium propensity,0.2646,Email nurture
CUST-001695,Eastern Cape,VIP,granted,0,0.00,0,181,0.0100,Low propensity,0.7502,Suppress from paid media
CUST-001696,Western Cape,Returning,granted,1,240.53,1,161,0.1174,Low propensity,0.6429,Suppress from paid media
CUST-001697,Gauteng,New,granted,2,1763.78,3,150,0.3531,Medium propensity,0.3939,Email nurture
CUST-001698,North West,New,unknown,2,554.26,3,5,0.4170,Medium propensity,0.0914,Email nurture
CUST-001699,Western Cape,New,granted,1,292.11,1,166,0.2222,Medium propensity,0.5495,Email nurture
CUST-001700,KwaZulu-Natal,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7656,Suppress from paid media
CUST-001701,Western Cape,New,granted,2,997.41,4,112,0.3408,Medium propensity,0.4435,Email nurture
CUST-001702,Western Cape,New,granted,1,248.51,1,57,0.1743,Low propensity,0.5842,Suppress from paid media
CUST-001703,North West,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7731,Suppress from paid media
CUST-001704,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7663,Suppress from paid media
CUST-001705,Limpopo,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7810,Suppress from paid media
CUST-001706,Eastern Cape,VIP,denied,0,0.00,0,181,0.0100,Low propensity,0.7203,Suppress from paid media
CUST-001707,Western Cape,New,granted,2,380.26,2,22,0.4338,High propensity,0.1428,Customer Match + Email
CUST-001708,Western Cape,Returning,granted,1,217.41,1,132,0.0798,Low propensity,0.6704,Suppress from paid media
CUST-001709,Gauteng,New,granted,1,571.09,2,42,0.3239,Medium propensity,0.3742,Email nurture
CUST-001710,Western Cape,Returning,granted,2,1000.89,3,31,0.4073,Medium propensity,0.2445,Email nurture
CUST-001711,Western Cape,New,denied,1,211.25,1,70,0.0780,Low propensity,0.6764,Suppress from paid media
CUST-001712,Gauteng,New,granted,1,656.47,1,129,0.2158,Low propensity,0.5462,Suppress from paid media
CUST-001713,Western Cape,Returning,granted,1,388.61,1,62,0.2461,Medium propensity,0.5631,Email nurture
CUST-001714,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7454,Suppress from paid media
CUST-001715,Gauteng,Returning,denied,1,312.10,1,124,0.1219,Low propensity,0.6402,Suppress from paid media
CUST-001716,Mpumalanga,Lapsed Reactivated,granted,0,0.00,0,181,0.0100,Low propensity,0.7607,Suppress from paid media
CUST-001717,Gauteng,New,granted,1,416.06,2,13,0.4431,High propensity,0.1523,Customer Match + Email
CUST-001718,KwaZulu-Natal,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7834,Suppress from paid media
CUST-001719,Western Cape,VIP,denied,1,607.88,2,64,0.2006,Low propensity,0.5528,Suppress from paid media
CUST-001720,Limpopo,New,granted,2,480.26,1,114,0.2497,Medium propensity,0.5163,Email nurture
CUST-001721,Western Cape,New,granted,2,896.08,3,127,0.2974,Medium propensity,0.4829,Email nurture
CUST-001722,Northern Cape,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7311,Suppress from paid media
CUST-001723,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7254,Suppress from paid media
CUST-001724,Gauteng,New,granted,1,456.70,1,122,0.2242,Medium propensity,0.5208,Email nurture
CUST-001725,Gauteng,Lapsed Reactivated,granted,1,250.36,1,125,0.1037,Low propensity,0.6748,Suppress from paid media
CUST-001726,Western Cape,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7940,Suppress from paid media
CUST-001727,KwaZulu-Natal,New,denied,1,597.15,1,44,0.2365,Medium propensity,0.4568,Email nurture
CUST-001728,KwaZulu-Natal,New,granted,2,544.63,3,28,0.4653,High propensity,0.1344,Customer Match + Email
CUST-001729,Eastern Cape,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7436,Suppress from paid media
CUST-001730,Gauteng,New,granted,1,648.76,1,0,0.4626,High propensity,0.0776,Customer Match + Email
CUST-001731,Western Cape,New,denied,1,728.08,1,107,0.1088,Low propensity,0.6532,Suppress from paid media
CUST-001732,Gauteng,New,denied,4,1405.07,3,86,0.3374,Medium propensity,0.4663,Email nurture
CUST-001733,KwaZulu-Natal,New,granted,2,696.13,3,143,0.2983,Medium propensity,0.4526,Email nurture
CUST-001734,Western Cape,New,granted,4,1534.92,3,0,0.6481,High propensity,0.0100,Customer Match + Email
CUST-001735,Eastern Cape,New,granted,1,178.77,1,46,0.2258,Medium propensity,0.4887,Email nurture
CUST-001736,Free State,New,denied,1,259.60,1,12,0.2599,Medium propensity,0.3459,Email nurture
CUST-001737,KwaZulu-Natal,New,granted,1,186.25,1,66,0.0943,Low propensity,0.6627,Suppress from paid media
CUST-001738,Western Cape,Returning,granted,3,1126.02,3,23,0.4930,High propensity,0.0973,Customer Match + Email
CUST-001739,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7972,Suppress from paid media
CUST-001740,Gauteng,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7268,Suppress from paid media
CUST-001741,Gauteng,Lapsed Reactivated,granted,1,206.59,1,53,0.1345,Low propensity,0.6121,Suppress from paid media
CUST-001742,Gauteng,New,granted,3,1371.32,4,76,0.4225,High propensity,0.3609,Customer Match + Email
CUST-001743,Gauteng,Returning,granted,5,1434.97,4,6,0.6352,High propensity,0.0100,Customer Match + Email
CUST-001744,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7790,Suppress from paid media
CUST-001745,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7209,Suppress from paid media
CUST-001746,Eastern Cape,New,granted,4,1884.85,3,71,0.4212,High propensity,0.3856,Customer Match + Email
CUST-001747,Gauteng,Returning,granted,1,428.53,2,158,0.2196,Low propensity,0.5464,Suppress from paid media
CUST-001748,Limpopo,New,granted,2,813.64,2,110,0.2883,Medium propensity,0.4790,Email nurture
CUST-001749,Gauteng,New,denied,2,919.99,3,29,0.3639,Medium propensity,0.2609,Email nurture
CUST-001750,Gauteng,New,granted,3,1321.86,2,3,0.5470,High propensity,0.0100,Customer Match + Email
CUST-001751,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7688,Suppress from paid media
CUST-001752,Western Cape,New,unknown,2,571.65,3,45,0.2940,Medium propensity,0.3968,Email nurture
CUST-001753,Western Cape,New,granted,2,518.03,2,43,0.3812,Medium propensity,0.3291,Email nurture
CUST-001754,Gauteng,Returning,granted,1,309.27,1,163,0.2174,Low propensity,0.5779,Suppress from paid media
CUST-001755,Western Cape,New,granted,1,451.08,1,176,0.2639,Medium propensity,0.4927,Email nurture
CUST-001756,Western Cape,Returning,granted,1,1206.03,2,178,0.2232,Medium propensity,0.5552,Email nurture
CUST-001757,KwaZulu-Natal,Returning,granted,2,1142.58,2,94,0.2799,Medium propensity,0.5238,Email nurture
CUST-001758,Free State,New,granted,1,508.41,2,74,0.2488,Medium propensity,0.5490,Email nurture
CUST-001759,Gauteng,Returning,granted,2,592.72,2,45,0.3914,Medium propensity,0.3016,Email nurture
CUST-001760,Gauteng,VIP,granted,0,0.00,0,181,0.0100,Low propensity,0.7381,Suppress from paid media
CUST-001761,Eastern Cape,New,denied,4,746.46,4,6,0.5298,High propensity,0.0328,Customer Match + Email
CUST-001762,Limpopo,Returning,granted,1,254.22,1,84,0.1737,Low propensity,0.5959,Suppress from paid media
CUST-001763,KwaZulu-Natal,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7626,Suppress from paid media
CUST-001764,Western Cape,Lapsed Reactivated,denied,2,1479.21,2,140,0.2291,Medium propensity,0.5588,Email nurture
CUST-001765,Gauteng,Lapsed Reactivated,granted,1,451.16,3,85,0.1826,Low propensity,0.5553,Suppress from paid media
CUST-001766,Gauteng,Returning,granted,3,1342.33,3,43,0.4828,High propensity,0.2365,Customer Match + Email
CUST-001767,Free State,Returning,granted,3,3406.55,3,29,0.5051,High propensity,0.1131,Customer Match + Email
CUST-001768,Western Cape,New,denied,1,388.98,2,77,0.1139,Low propensity,0.6342,Suppress from paid media
CUST-001769,Eastern Cape,Returning,granted,2,842.86,4,100,0.3035,Medium propensity,0.4836,Email nurture
CUST-001770,Gauteng,Returning,granted,1,164.09,1,57,0.1618,Low propensity,0.5601,Suppress from paid media
CUST-001771,Gauteng,Returning,granted,1,482.43,2,51,0.3268,Medium propensity,0.3691,Email nurture
CUST-001772,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7955,Suppress from paid media
CUST-001773,Limpopo,New,granted,2,1091.31,3,56,0.3680,Medium propensity,0.3911,Email nurture
CUST-001774,Free State,New,denied,3,1679.23,4,25,0.4697,High propensity,0.1472,Customer Match + Email
CUST-001775,Western Cape,Returning,granted,2,942.35,3,22,0.4642,High propensity,0.1827,Customer Match + Email
CUST-001776,Western Cape,New,granted,5,1216.64,4,17,0.6099,High propensity,0.0100,Customer Match + Email
CUST-001777,Gauteng,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7462,Suppress from paid media
CUST-001778,Western Cape,New,granted,2,1226.81,4,47,0.4240,High propensity,0.2832,Customer Match + Email
CUST-001779,Limpopo,New,denied,2,2238.74,2,59,0.2687,Medium propensity,0.4938,Email nurture
CUST-001780,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7615,Suppress from paid media
CUST-001781,North West,New,denied,1,311.87,2,79,0.0833,Low propensity,0.6907,Suppress from paid media
CUST-001782,KwaZulu-Natal,Returning,denied,1,471.91,2,55,0.2463,Medium propensity,0.4647,Email nurture
CUST-001783,Western Cape,New,granted,1,454.63,1,148,0.2736,Medium propensity,0.4923,Email nurture
CUST-001784,Eastern Cape,New,granted,2,464.73,1,0,0.4245,High propensity,0.1106,Customer Match + Email
CUST-001785,Gauteng,New,granted,1,184.24,1,11,0.2608,Medium propensity,0.3374,Email nurture
CUST-001786,Gauteng,Lapsed Reactivated,granted,1,429.21,1,41,0.3119,Medium propensity,0.3539,Email nurture
CUST-001787,Gauteng,Returning,granted,3,1781.69,4,18,0.5668,High propensity,0.0502,Customer Match + Email
CUST-001788,Western Cape,New,granted,3,2321.60,4,3,0.6203,High propensity,0.0100,Customer Match + Email
CUST-001789,Gauteng,VIP,granted,0,0.00,0,181,0.0100,Low propensity,0.7568,Suppress from paid media
CUST-001790,Limpopo,New,granted,1,492.42,3,38,0.3694,Medium propensity,0.2942,Email nurture
CUST-001791,Western Cape,New,granted,1,149.66,1,163,0.1398,Low propensity,0.6497,Suppress from paid media
CUST-001792,Western Cape,Returning,denied,0,0.00,0,181,0.0100,Low propensity,0.7837,Suppress from paid media
CUST-001793,Western Cape,New,denied,1,235.54,1,5,0.2330,Medium propensity,0.2761,Email nurture
CUST-001794,Western Cape,New,granted,2,549.84,2,77,0.2868,Medium propensity,0.5152,Email nurture
CUST-001795,Western Cape,Returning,denied,2,1274.62,2,87,0.2130,Low propensity,0.5300,Suppress from paid media
CUST-001796,Western Cape,New,denied,2,350.97,2,46,0.3055,Medium propensity,0.4227,Email nurture
CUST-001797,Gauteng,New,granted,1,621.61,1,35,0.3042,Medium propensity,0.3436,Email nurture
CUST-001798,KwaZulu-Natal,New,denied,3,911.83,3,48,0.3805,Medium propensity,0.3036,Email nurture
CUST-001799,KwaZulu-Natal,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7818,Suppress from paid media
CUST-001800,Gauteng,New,granted,1,235.07,1,126,0.1131,Low propensity,0.6349,Suppress from paid media
CUST-001801,Western Cape,Returning,granted,1,132.17,1,71,0.1472,Low propensity,0.5994,Suppress from paid media
CUST-001802,KwaZulu-Natal,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7819,Suppress from paid media
CUST-001803,KwaZulu-Natal,Lapsed Reactivated,granted,2,878.75,3,49,0.4223,High propensity,0.3362,Customer Match + Email
CUST-001804,Gauteng,New,denied,2,986.61,3,40,0.3289,Medium propensity,0.3275,Email nurture
CUST-001805,Gauteng,New,granted,3,581.80,3,0,0.5888,High propensity,0.0100,Customer Match + Email
CUST-001806,KwaZulu-Natal,New,granted,1,189.34,1,151,0.1070,Low propensity,0.6870,Suppress from paid media
CUST-001807,Western Cape,New,unknown,0,0.00,0,181,0.0100,Low propensity,0.7685,Suppress from paid media
CUST-001808,Eastern Cape,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7264,Suppress from paid media
CUST-001809,Limpopo,New,granted,3,1096.07,3,11,0.5527,High propensity,0.0100,Customer Match + Email
CUST-001810,KwaZulu-Natal,New,granted,1,164.17,1,118,0.1704,Low propensity,0.5711,Suppress from paid media
CUST-001811,Mpumalanga,New,granted,1,192.68,1,121,0.0887,Low propensity,0.7069,Suppress from paid media
CUST-001812,KwaZulu-Natal,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7464,Suppress from paid media
CUST-001813,Eastern Cape,Lapsed Reactivated,denied,1,216.27,1,32,0.1531,Low propensity,0.4782,Suppress from paid media
CUST-001814,KwaZulu-Natal,New,granted,1,303.15,1,88,0.2019,Low propensity,0.5777,Suppress from paid media
CUST-001815,Western Cape,New,granted,2,642.01,2,23,0.4285,High propensity,0.1683,Customer Match + Email
CUST-001816,Western Cape,Returning,granted,1,986.60,2,36,0.2988,Medium propensity,0.4102,Email nurture
CUST-001817,Gauteng,VIP,granted,0,0.00,0,181,0.0100,Low propensity,0.7259,Suppress from paid media
CUST-001818,Western Cape,Returning,granted,1,889.73,2,82,0.2466,Medium propensity,0.5165,Email nurture
CUST-001819,KwaZulu-Natal,New,granted,1,172.49,1,134,0.1491,Low propensity,0.6270,Suppress from paid media
CUST-001820,Gauteng,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7518,Suppress from paid media
CUST-001821,KwaZulu-Natal,Returning,denied,1,478.10,1,144,0.1301,Low propensity,0.6670,Suppress from paid media
CUST-001822,Free State,Returning,granted,3,879.75,4,1,0.6127,High propensity,0.0100,Customer Match + Email
CUST-001823,Gauteng,New,granted,2,921.22,2,2,0.4273,High propensity,0.0697,Customer Match + Email
CUST-001824,Western Cape,Returning,granted,2,1469.37,2,69,0.3306,Medium propensity,0.4664,Email nurture
CUST-001825,Gauteng,Returning,granted,2,1185.07,3,1,0.5180,High propensity,0.0100,Customer Match + Email
CUST-001826,KwaZulu-Natal,New,granted,1,692.18,1,102,0.2764,Medium propensity,0.4724,Email nurture
CUST-001827,Western Cape,Returning,granted,1,275.69,1,25,0.2816,Medium propensity,0.3660,Email nurture
CUST-001828,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7593,Suppress from paid media
CUST-001829,North West,Lapsed Reactivated,granted,0,0.00,0,181,0.0100,Low propensity,0.7694,Suppress from paid media
CUST-001830,KwaZulu-Natal,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7612,Suppress from paid media
CUST-001831,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7815,Suppress from paid media
CUST-001832,Western Cape,Returning,granted,1,448.98,2,133,0.2323,Medium propensity,0.5300,Email nurture
CUST-001833,Western Cape,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7613,Suppress from paid media
CUST-001834,KwaZulu-Natal,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7242,Suppress from paid media
CUST-001835,Gauteng,VIP,denied,1,163.44,1,115,0.0100,Low propensity,0.7861,Suppress from paid media
CUST-001836,Gauteng,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7495,Suppress from paid media
CUST-001837,Northern Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7810,Suppress from paid media
CUST-001838,KwaZulu-Natal,Returning,granted,2,1556.99,3,33,0.4485,High propensity,0.1812,Customer Match + Email
CUST-001839,Free State,Returning,granted,0,0.00,0,181,0.0100,Low propensity,0.7321,Suppress from paid media
CUST-001840,Western Cape,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7596,Suppress from paid media
CUST-001841,Limpopo,Lapsed Reactivated,granted,2,1894.12,4,2,0.5301,High propensity,0.0302,Customer Match + Email
CUST-001842,KwaZulu-Natal,Returning,denied,0,0.00,0,181,0.0100,Low propensity,0.7525,Suppress from paid media
CUST-001843,Mpumalanga,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7850,Suppress from paid media
CUST-001844,Western Cape,New,granted,2,660.74,4,37,0.3426,Medium propensity,0.3288,Email nurture
CUST-001845,Western Cape,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7428,Suppress from paid media
CUST-001846,Free State,New,granted,4,1415.08,3,6,0.6333,High propensity,0.0100,Customer Match + Email
CUST-001847,Gauteng,New,granted,2,394.64,2,89,0.3235,Medium propensity,0.4176,Email nurture
CUST-001848,North West,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7415,Suppress from paid media
CUST-001849,North West,New,granted,0,0.00,0,181,0.0100,Low propensity,0.7878,Suppress from paid media
CUST-001850,Gauteng,New,denied,0,0.00,0,181,0.0100,Low propensity,0.7330,Suppress from paid media
CUST-001851,KwaZulu-Natal,Returning,granted,1,179.92,1,37,0.1632,Low propensity,0.5276,Suppress from paid media
