date,customer_id,campaign_id,campaign_name,campaign_status,ad_group_id,impressions,clicks,cost_micros,conversions,conversion_value,currency_code,device,network
"February 16, 2024",4259085627,841807,UNKNOWN,ENABLED,663544,5367,82,1165314181,8.14,3584.11,ZAR	,DESKTOP,
,5653324898,276315,Awareness_Display_ZA,enabled,158042,62874,760,10665438894,40.85,3149.33,usd,desktop,
15/05/2024,7607380592,606936,Brand_SA_Q1,REMOVED,709786,30038,1843,2160765101,124.5,3549.41,ZAR ,,youtube
21-10-2024,1960599024,831554,brand_sa_q1,,495342,15577,114,1090657128,7.84,4.78,USD,,
20241025,3605500359,899895,,REMOVED,190112,14269,301,2916568248,26.68,1012.56,ZAR	,Desktop,YOUTUBE
"November 15, 2024",9879235507,276253,,ENABLED,625300,90326,269,2420151238,4.98,904.27,ZAR,MOBILE,SEARCH
2024-12-05,1091634036,342002,Brand_SA_Q1,,488516,78540,438,2395274091,15.13,,ZAR	,Desktop,
,2650484529,862818,Black Friday 2024,,606106,49939,4519,55996583224,43.55,1717.71,ZAR,Tablet,DISPLAY
20240517,6110628416,939645,BRAND SA Q1,paused,505438,15636,1035,8801714187,74.97,4001.21,USD,,youtube
20240925,9980226245,,BRAND SA Q1,REMOVED,496380,75284,4896,21141928240,400.06,329.97,ZAR	,Desktop,
"November 30, 2024",6287977541,274265,black friday,ENABLED,430129,71855,4256,38881004237,130.52,,ZAR	,Tablet,search
2024-12-15,3160716349,291797,Awareness_Display_ZA,REMOVED,166467,57003,2375,9869241708,,,usd,tablet,SEARCH
13/02/2024,7704977278,815447,brand_sa_q1,ENABLED,94249,61312,746,3565541953,45.62,,usd,Tablet,DISPLAY
2024-09-12,1193669693,565988,Awareness_Display_ZA,enabled,794946,50112,3689,,363.78,4736.76,ZAR,Mobile,youtube
"September 13, 2024",5658834189,619870,black friday,enabled,670224,52356,1654,18177589109,57.01,3099.83,USD,DESKTOP,SEARCH
20240926,6304024337,139916,black friday,enabled,47611,70714,2796,23314105067,,,USD,DESKTOP,search
,7514993459,383945,retargeting lapsed,ENABLED,90753,9500,808,3506196088,58.63,,,Tablet,
23/03/2024,9160389169,926580,black friday,PAUSED,,89512,3948,35975300349,382.0,4691.67,ZAR,,search
2024-10-18,7748287289,156415,,REMOVED,768916,79257,6771,18815447755,481.38,3100.58,ZAR ,,search
27/01/2024,2893686190,669538,Brand_SA_Q1,,527042,59761,298,1568894975,16.99,3943.78,ZAR ,Desktop,DISPLAY
20240716,5691996048,377784,UNKNOWN,enabled,72590,13464,1233,16426501662,31.2,4541.84,ZAR,desktop,
"February 11, 2024",3115706871,170451,Black Friday 2024,PAUSED,696920,56526,2249,11889171191,64.67,,USD,Mobile,search
2024-11-17,6852928842,344547,UNKNOWN,ENABLED,976434,45348,2073,25297739768,88.15,,ZAR,Tablet,search
20240330,4075971511,117913,black friday,PAUSED,621194,55013,2353,6019039491,115.17,1071.08,ZAR ,Desktop,SEARCH
16/05/2024,4090080997,643871,Retargeting_Lapsed,REMOVED,222532,95750,3621,48715307333,93.21,3910.02,usd,Tablet,display
02/03/2024,8261946400,726273,BRAND SA Q1,enabled,785022,65403,4313,,348.5,1062.63,ZAR	,mobile,DISPLAY
"December 01, 2024",3616287854,388726,black friday,enabled,234116,88130,7850,109436837864,107.97,970.51,ZAR	,,DISPLAY
19/10/2024,5406756255,300478,Retargeting_Lapsed,ENABLED,211555,41449,2958,21411708037,193.94,4633.71,ZAR	,Desktop,YOUTUBE
2024-06-27,8700716384,592791,retargeting lapsed,,150071,23050,922,13598131811,60.63,,,Mobile,YOUTUBE
17-04-2024,6214382481,250477,,REMOVED,932936,25670,887,1245147754,20.53,4688.77,ZAR ,,search
2024-10-29,2739050133,418152,BRAND SA Q1,enabled,652532,1810,105,1455858136,9.86,2242.68,ZAR	,DESKTOP,display
08/07/2024,2839739577,633613,retargeting lapsed,enabled,663132,24684,1332,19375021594,61.91,2762.43,zar,,YOUTUBE
"September 04, 2024",9230550843,162327,brand_sa_q1,enabled,577499,28026,88,1213884641,7.21,1264.63,ZAR,mobile,youtube
13/04/2024,1419392712,600564,brand_sa_q1,enabled,927461,88707,7972,109501706914,233.37,,USD,MOBILE,YOUTUBE
23-03-2024,9047809521,128224,black friday,ENABLED,737962,16810,1348,8536345673,15.42,2735.33,ZAR ,desktop,youtube
20240507,6120736458,196826,UNKNOWN,REMOVED,207504,63119,4494,57814996660,4.17,3449.31,ZAR,tablet,YOUTUBE
06-01-2024,8173956776,158836,Awareness_Display_ZA,paused,863047,82502,2830,28605411884,39.46,2630.02,ZAR ,,
12/07/2024,7733742426,442833,Black Friday 2024,ENABLED,967284,19051,780,10606637866,16.9,,,Mobile,display
27-06-2024,7985173030,268644,retargeting lapsed,PAUSED,148217,53961,2553,1531895816,127.31,,ZAR,MOBILE,
20240417,6176493234,935765,brand_sa_q1,,80525,31611,507,4547237857,,,,MOBILE,YOUTUBE
2024-07-30,8224256285,682259,Brand_SA_Q1,,210707,72691,5872,78451847823,,3092.49,,Tablet,
28/04/2024,1952506341,485777,BRAND SA Q1,PAUSED,916098,70461,835,703323786,6.41,3093.04,zar,desktop,DISPLAY
20241010,3035494973,381209,Awareness_Display_ZA,,120730,23925,1762,1213037243,62.31,,ZAR	,desktop,display
19-05-2024,4433744986,652116,Brand_SA_Q1,paused,662221,35636,850,10751848384,,1796.76,ZAR,desktop,YOUTUBE
24-08-2024,7903786081,721619,Black Friday 2024,ENABLED,736642,67981,1258,15616079308,110.53,3932.62,ZAR,desktop,search
2024-06-04,7543959066,900505,Awareness_Display_ZA,ENABLED,147282,61515,2939,43017711822,208.21,1867.27,usd,Tablet,youtube
20/10/2024,7704913057,465763,UNKNOWN,ENABLED,127819,93500,730,4156324089,2.82,,ZAR,mobile,SEARCH
20/02/2024,2771899243,547154,Brand_SA_Q1,ENABLED,651908,34316,2596,37512894583,201.04,2930.4,ZAR ,Tablet,SEARCH
27/04/2024,5742612800,613266,Black Friday 2024,paused,93011,41852,1764,14239702443,171.19,2468.13,zar,Mobile,search
,8774126961,818739,Brand_SA_Q1,ENABLED,848392,89864,8119,101714756392,543.4,,USD,Desktop,SEARCH
29/06/2024,6354357730,555776,Black Friday 2024,PAUSED,866935,62383,5931,,265.6,2436.18,,tablet,
20241111,8270805131,470431,BRAND SA Q1,REMOVED,190840,7034,114,670363077,8.83,2591.8,zar,Desktop,DISPLAY
13/11/2024,8602923015,506876,Retargeting_Lapsed,ENABLED,467335,51469,4158,46117599110,108.8,956.11,usd,mobile,search
20240208,7907538630,967889,Awareness_Display_ZA,paused,323938,18748,395,5323652485,9.86,2128.34,USD,Desktop,search
2024-01-20,7387720800,161581,brand_sa_q1,paused,926550,94676,8680,,761.46,,ZAR ,Tablet,youtube
2024-10-20,4461718983,,Awareness_Display_ZA,ENABLED,15305,74682,381,722337545,29.34,4627.14,,,
20241003,9852503810,101773,,ENABLED,135491,81950,2582,17685861482,240.66,,ZAR ,tablet,SEARCH
20240902,8268978593,119883,UNKNOWN,paused,399482,8873,244,2461335492,23.43,216.79,usd,tablet,youtube
2024-01-10,5917931989,326287,BRAND SA Q1,ENABLED,129873,22578,2167,1699025946,205.5,,zar,Desktop,SEARCH
"October 13, 2024",5928444679,529666,Black Friday 2024,,498274,39389,512,5925127661,38.58,1892.09,usd,desktop,
2024-07-07,5746122172,756499,UNKNOWN,paused,272858,86706,7721,39058412538,350.04,653.69,ZAR	,Mobile,
"April 19, 2024",1864974702,193156,Black Friday 2024,REMOVED,687326,24132,1409,17285063410,,3697.62,zar,Mobile,search
"July 10, 2024",3319162198,629302,retargeting lapsed,,848733,55763,973,,13.02,,usd,Tablet,search
"January 20, 2024",1901081844,230860,Black Friday 2024,REMOVED,453633,15575,831,3283522215,,1794.8,ZAR	,DESKTOP,DISPLAY
2024-02-08,6519522157,475578,retargeting lapsed,,,20616,627,9221358798,,1550.67,ZAR	,MOBILE,YOUTUBE
29/03/2024,1831758700,,Black Friday 2024,,178848,21803,1513,4273990695,20.51,3249.98,USD,tablet,SEARCH
2024-09-18,1076410187,807197,Brand_SA_Q1,PAUSED,614353,16866,1508,11671705372,19.16,2166.36,zar,mobile,display
20/03/2024,7854516730,753137,UNKNOWN,enabled,128899,97261,2489,23822411444,100.68,,ZAR,desktop,YOUTUBE
"August 19, 2024",4988301742,813628,UNKNOWN,REMOVED,169539,4809,32,326290048,,8.49,usd,tablet,display
20240411,7837727435,389982,UNKNOWN,,764247,90393,26,156650220,0.31,1205.45,ZAR	,,youtube
20240922,9447189196,768554,retargeting lapsed,,663199,29139,1799,26750753152,20.7,4503.92,zar,MOBILE,search
2024-09-18,1076410187,807197,Brand_SA_Q1,PAUSED,614353,16866,1508,11671705372,19.16,2166.36,zar,mobile,display
,7020635408,598805,Retargeting_Lapsed,paused,536303,50167,1646,19863284553,23.62,,usd,mobile,
10/04/2024,3370887427,174514,Brand_SA_Q1,REMOVED,696358,58829,597,4353559877,39.07,4204.59,zar,,
18-07-2024,6520881801,482106,retargeting lapsed,REMOVED,606613,7476,111,602866573,0.52,,USD,mobile,youtube
"April 09, 2024",8286457861,202175,brand_sa_q1,enabled,964689,14013,1151,,50.89,4850.48,zar,desktop,search
26/03/2024,7535953162,834172,Retargeting_Lapsed,ENABLED,811611,27263,631,3706264846,8.95,,USD,DESKTOP,youtube
25/05/2024,8762964524,497148,Brand_SA_Q1,REMOVED,614930,49993,1769,10800552715,91.76,,zar,,YOUTUBE
13-05-2024,1790056254,159090,UNKNOWN,PAUSED,440013,69268,2780,32286742600,,4914.37,,tablet,YOUTUBE
"September 13, 2024",7256502111,916308,brand_sa_q1,REMOVED,792730,35627,1048,3012432634,57.03,,,DESKTOP,search
20240112,9338087281,125023,BRAND SA Q1,,954352,43522,3170,35295116516,153.33,3178.16,usd,mobile,YOUTUBE
04-02-2024,8748540820,247762,black friday,REMOVED,727092,71418,6261,90903399650,131.85,3492.91,ZAR ,,youtube
27/01/2024,6357312769,463145,retargeting lapsed,,633345,22822,962,7101638737,26.63,3348.21,usd,Mobile,search
"February 19, 2024",5601433628,915779,black friday,ENABLED,442697,18617,814,10711356645,,,zar,MOBILE,SEARCH
15-06-2024,4210729555,424276,retargeting lapsed,enabled,320679,24272,1665,7019705407,144.32,1658.23,,Mobile,YOUTUBE
"November 08, 2024",4168418734,848491,Black Friday 2024,REMOVED,570106,68776,3750,35526086081,264.4,1436.11,usd,tablet,YOUTUBE
2024-02-17,5920762838,129039,black friday,,574604,54131,3476,22588177798,137.81,3687.26,ZAR	,,display
"May 03, 2024",3580774189,171581,Awareness_Display_ZA,,99699,2015,18,38987045,0.93,2535.41,USD,DESKTOP,YOUTUBE
20240804,8791306785,525814,Retargeting_Lapsed,,694702,88416,6810,82305893702,344.8,478.24,ZAR	,DESKTOP,
"June 06, 2024",8185279961,366280,Black Friday 2024,,37981,60180,1046,7046331544,98.17,,ZAR ,MOBILE,DISPLAY
05/11/2024,8592730617,161317,retargeting lapsed,REMOVED,400033,49063,59,600986360,5.35,3296.54,,,display
15-07-2024,1446618855,194166,UNKNOWN,PAUSED,784783,68960,4484,9985830584,,4453.85,ZAR	,Mobile,
21/08/2024,7911582244,242399,Retargeting_Lapsed,REMOVED,436650,54985,3426,8569273996,116.5,,USD,tablet,SEARCH
20240526,9220724911,789369,Retargeting_Lapsed,REMOVED,320632,82257,5956,10557239699,495.02,,usd,DESKTOP,display
12/07/2024,3581498677,131737,black friday,enabled,995572,77607,779,10775901420,16.61,3759.74,ZAR	,desktop,YOUTUBE
28-04-2024,3240459314,329036,black friday,PAUSED,366674,260,22,118886785,0.27,2112.97,ZAR ,,
11/07/2024,8963911056,183921,Brand_SA_Q1,REMOVED,258367,33318,2627,8810965725,226.8,2166.26,usd,,YOUTUBE
"October 23, 2024",4304534214,794420,Retargeting_Lapsed,paused,44402,35407,1151,,90.32,2134.65,,,
"October 14, 2024",6577872662,900073,UNKNOWN,paused,665596,14868,1191,1349295248,99.51,,zar,tablet,display
17/07/2024,3169365132,100303,,ENABLED,462397,31739,351,5068949701,17.42,2130.09,USD,tablet,
"April 24, 2024",1613152255,234723,retargeting lapsed,enabled,830750,6260,353,471518711,15.05,,usd,DESKTOP,search
20241017,,333382,brand_sa_q1,,649985,29545,555,2701029767,26.57,4780.88,usd,desktop,
14/06/2024,9507747990,756158,black friday,,66389,5913,517,2883062334,,,zar,Desktop,search
01-12-2024,7632865849,599488,retargeting lapsed,PAUSED,228743,72565,1670,16009310711,63.97,,usd,Desktop,SEARCH
2024-12-14,2065346350,902916,UNKNOWN,REMOVED,469387,69455,3185,39203979073,32.39,3757.14,zar,Mobile,
21/03/2024,4592444565,366666,retargeting lapsed,PAUSED,631634,2309,183,436980410,13.34,4294.32,zar,,
,1786687635,550413,retargeting lapsed,REMOVED,914869,42051,2646,21485696068,164.64,1055.18,,,SEARCH
12/12/2024,7755454239,745483,brand_sa_q1,ENABLED,958927,15457,563,6732188564,,,,Tablet,display
20241111,6707958621,,black friday,,335963,53038,1810,7007979765,173.41,494.6,USD,desktop,
20240622,6269207691,236675,black friday,PAUSED,753794,78070,4006,43942878595,24.89,4652.86,ZAR ,MOBILE,youtube
20241010,5620327463,469712,retargeting lapsed,enabled,162944,81395,5751,11635635800,,2481.64,usd,DESKTOP,youtube
20240731,,773920,Brand_SA_Q1,paused,576276,27652,765,9823439443,23.98,1749.66,ZAR	,Mobile,display
15-08-2024,3044288995,334307,Retargeting_Lapsed,REMOVED,791578,36400,2821,14737650571,113.69,4644.54,usd,Desktop,YOUTUBE
24/07/2024,9866697118,879872,Brand_SA_Q1,paused,981148,76606,7016,95442367342,649.48,2938.23,zar,Tablet,youtube
2024-05-07,6944442117,215540,Awareness_Display_ZA,paused,987911,509,40,42149625,3.55,2463.75,usd,tablet,YOUTUBE
"September 03, 2024",4313686392,245614,BRAND SA Q1,ENABLED,687069,34550,2348,14649504125,177.71,1021.16,ZAR ,Tablet,
03-01-2024,9265226878,282389,BRAND SA Q1,REMOVED,359975,50200,4444,66283994266,53.5,,ZAR	,Desktop,DISPLAY
01/12/2024,3449099458,413601,Brand_SA_Q1,,365499,97903,3457,42660075046,131.18,,,,search
,1874376920,673779,Awareness_Display_ZA,enabled,491247,75386,1937,15297416772,138.85,4608.87,zar,mobile,SEARCH
05/03/2024,7956859153,756175,Brand_SA_Q1,,811878,73207,5906,30605273417,,277.4,ZAR ,,
07/12/2024,9839899858,169607,Retargeting_Lapsed,PAUSED,976400,78351,1862,16264448385,114.35,,ZAR ,DESKTOP,DISPLAY
20240519,6036379545,904365,brand_sa_q1,enabled,46807,44919,1948,28644483844,130.18,,,,DISPLAY
"August 22, 2024",7669930675,454800,Brand_SA_Q1,,571154,7306,23,189757548,1.25,,zar,desktop,youtube
06-12-2024,2561629353,388927,BRAND SA Q1,PAUSED,672439,60322,4952,72440334986,163.62,1283.79,,MOBILE,
"April 15, 2024",,820491,BRAND SA Q1,ENABLED,304177,95548,7312,12510952594,237.08,1936.57,USD,DESKTOP,SEARCH
"June 22, 2024",6013030007,833053,,paused,,48300,744,4700744982,12.74,1644.31,USD,DESKTOP,youtube
2024-06-01,2330733132,751128,BRAND SA Q1,PAUSED,238040,80066,4492,49915378632,398.89,513.58,zar,MOBILE,display
26/08/2024,,670489,Retargeting_Lapsed,ENABLED,599328,3580,18,265573455,1.65,,,MOBILE,youtube
"September 11, 2024",4753028105,163431,retargeting lapsed,,202267,50037,1266,,53.11,2555.27,USD,mobile,
20-03-2024,7322033161,699085,black friday,paused,963542,55643,2591,21963209316,46.74,,ZAR	,Tablet,
20240511,9876229913,611089,black friday,,685194,9335,58,848687116,2.45,2016.87,ZAR	,tablet,SEARCH
2024-05-25,2632248174,547309,UNKNOWN,paused,649077,5727,291,3254308152,25.96,,usd,,YOUTUBE
2024-12-12,3320630577,464609,BRAND SA Q1,PAUSED,532662,50115,837,11458312768,81.73,,usd,desktop,SEARCH
20240427,5100401986,645053,BRAND SA Q1,,115674,19583,707,3503794027,,4521.44,ZAR,DESKTOP,display
"November 11, 2024",1547944223,751951,,ENABLED,566208,93302,7180,56563992074,542.98,,USD,desktop,YOUTUBE
02/09/2024,8955846508,880252,UNKNOWN,PAUSED,565781,57955,5284,34554716558,299.53,,,,
30-09-2024,1313858768,249932,black friday,enabled,846751,89382,5789,72226123035,118.29,3786.63,usd,desktop,youtube
29-09-2024,5980415806,276419,Awareness_Display_ZA,ENABLED,281326,78331,4852,41997812426,49.42,1461.46,ZAR	,Tablet,YOUTUBE
20241201,1789565648,232886,brand_sa_q1,,731136,52490,462,599270395,36.21,2500.51,ZAR	,DESKTOP,DISPLAY
06/04/2024,6570426823,414358,Retargeting_Lapsed,ENABLED,169643,44889,637,8894702264,9.34,2900.81,USD,MOBILE,search
2024-04-24,5707389769,802091,UNKNOWN,REMOVED,863058,28021,1177,15499757434,47.78,4115.25,ZAR	,,
09/07/2024,6814525077,529789,brand_sa_q1,REMOVED,178994,3626,160,2391006615,4.02,950.55,USD,Mobile,youtube
20240221,5598845148,935423,BRAND SA Q1,,106657,44707,3767,16658258344,215.0,,ZAR ,desktop,
"August 01, 2024",2957851998,565049,retargeting lapsed,ENABLED,544735,5787,547,1826490065,13.39,2217.6,USD,mobile,search
27/01/2024,5774942159,268207,Awareness_Display_ZA,enabled,987913,45157,3154,22963639192,,,ZAR ,,search
"March 08, 2024",3987576435,700491,Retargeting_Lapsed,,85619,12217,19,,0.6,,USD,Tablet,YOUTUBE
30-05-2024,6606652378,406183,retargeting lapsed,,382794,5241,18,223459217,0.22,,ZAR,,
17-04-2024,1040796987,980357,BRAND SA Q1,paused,534093,54300,70,1017788537,5.28,,ZAR ,tablet,
"November 03, 2024",3209126648,562505,Retargeting_Lapsed,paused,523394,23858,1147,7605149154,36.09,505.53,ZAR ,Mobile,YOUTUBE
2024-08-28,3682379725,345404,Black Friday 2024,REMOVED,,14913,89,680477671,5.56,3570.96,ZAR ,MOBILE,display
27-08-2024,7110490089,833235,black friday,ENABLED,798536,58308,354,2627778628,33.43,2938.89,ZAR ,mobile,display
20240207,5938395810,127242,Black Friday 2024,enabled,75046,80548,5050,55158829095,57.67,,USD,mobile,SEARCH
07-04-2024,6722937518,101847,Retargeting_Lapsed,enabled,,86560,6893,58954364401,591.9,4360.49,ZAR	,,display
"November 15, 2024",6669232650,458739,Brand_SA_Q1,PAUSED,598814,24248,295,253319405,26.82,,usd,,DISPLAY
2024-03-15,3955940631,825982,BRAND SA Q1,REMOVED,430309,1698,77,1077200263,3.12,,usd,DESKTOP,
"September 11, 2024",1607511536,741584,,PAUSED,379284,93656,5943,30445093922,146.87,,zar,mobile,search
2024-01-26,3001050759,595302,brand_sa_q1,PAUSED,669202,88719,6434,,68.33,3559.56,,Tablet,search
2024-07-07,8785037658,765028,Retargeting_Lapsed,paused,724223,42171,2916,1895882680,31.89,2463.53,zar,Mobile,display
2024-11-09,4796494085,101274,Black Friday 2024,ENABLED,585268,7635,127,964139890,10.09,,ZAR,tablet,display
,7635763059,205487,BRAND SA Q1,REMOVED,271168,37567,2875,29934623588,81.53,4144.98,zar,Mobile,SEARCH
02/03/2024,8467803216,221228,Brand_SA_Q1,PAUSED,130443,75392,3960,31918419121,335.2,,,mobile,DISPLAY
05/12/2024,3037471562,180433,Retargeting_Lapsed,ENABLED,538599,96325,5708,3364933680,399.02,,usd,DESKTOP,
02-06-2024,7557732598,702722,Retargeting_Lapsed,,364378,83227,5393,3828790277,156.27,,usd,DESKTOP,DISPLAY
11/05/2024,6102012377,998104,Black Friday 2024,enabled,336374,64527,5467,69810113560,105.51,,ZAR ,Desktop,youtube
"September 16, 2024",9603852537,615039,Awareness_Display_ZA,paused,418683,33079,2561,10959742966,38.56,3993.15,,Tablet,search
20240805,2519433430,674151,Black Friday 2024,,616824,2614,6,37681378,0.3,,ZAR ,MOBILE,search
05-04-2024,3301497419,365289,Retargeting_Lapsed,ENABLED,400033,98617,6418,29112030003,640.62,4332.96,USD,mobile,SEARCH
"November 18, 2024",3324729276,846339,Retargeting_Lapsed,enabled,21349,6603,174,1967271343,9.05,4829.98,ZAR	,desktop,SEARCH
30/01/2024,5065621518,205208,brand_sa_q1,paused,254076,69334,5107,41879028002,218.73,2048.53,USD,MOBILE,search
"November 09, 2024",5639138859,265007,retargeting lapsed,paused,178733,81018,1728,16350155785,,1577.26,usd,mobile,display
20240722,2481510269,557277,brand_sa_q1,REMOVED,500925,34698,322,2087122443,7.55,,,mobile,youtube
2024-12-14,,429172,UNKNOWN,,992260,5863,172,282631832,11.89,1401.99,ZAR ,desktop,YOUTUBE
,2015717220,537887,black friday,enabled,400218,85086,8471,95764648505,633.25,,ZAR ,mobile,DISPLAY
24-11-2024,7547979805,884964,brand_sa_q1,,698222,68497,1975,19268498930,191.17,,,mobile,search
"October 21, 2024",7577622285,444175,BRAND SA Q1,,625499,60744,3874,21764900519,,,ZAR ,Tablet,display
"November 14, 2024",1374758941,368582,retargeting lapsed,PAUSED,483336,84266,4777,25210056677,368.93,,ZAR	,MOBILE,youtube
20240105,6368432739,503468,Black Friday 2024,enabled,258902,85080,8306,115004542299,129.83,,ZAR,,display
"December 05, 2024",9251564763,349973,Brand_SA_Q1,paused,578873,39785,3362,46715402245,160.41,,,desktop,
07-02-2024,,431047,BRAND SA Q1,paused,628639,46625,64,,4.02,,zar,Mobile,SEARCH
20240305,4094869974,580563,Awareness_Display_ZA,ENABLED,21250,64807,2574,15114827890,122.9,917.3,ZAR	,DESKTOP,display
20-10-2024,8747314860,997378,black friday,enabled,564392,9504,763,3049081052,32.17,,zar,tablet,
05/05/2024,4848360462,589690,BRAND SA Q1,,40410,62923,3796,28907731757,136.25,,ZAR ,,DISPLAY
20240106,3757486650,730612,retargeting lapsed,PAUSED,54626,28969,1708,9453282287,167.72,696.34,,Tablet,youtube
"June 07, 2024",5119003239,856070,Retargeting_Lapsed,paused,409603,32168,1543,4527407229,77.72,1926.67,ZAR	,Desktop,YOUTUBE
2024-07-14,3818677757,535197,UNKNOWN,ENABLED,614356,93952,8574,73753565055,195.25,,ZAR	,DESKTOP,YOUTUBE
20240805,2860602900,179592,black friday,REMOVED,534214,99540,8011,,406.39,,ZAR	,,search
31/03/2024,2998215931,199019,Awareness_Display_ZA,ENABLED,990557,29165,1592,1981625118,139.6,1140.87,USD,desktop,SEARCH
2024-06-15,6297849023,353979,UNKNOWN,REMOVED,590466,17182,1048,2683481855,15.2,,ZAR,,DISPLAY
24/06/2024,7553411569,831516,Retargeting_Lapsed,REMOVED,362409,45280,2256,22955646362,37.55,3840.75,ZAR	,MOBILE,
"July 06, 2024",9810443101,867557,Black Friday 2024,enabled,890807,71059,979,7613826964,21.96,2816.39,,Mobile,YOUTUBE
"February 11, 2024",9722462657,469029,retargeting lapsed,,476902,36883,935,7724110603,,1500.21,usd,mobile,YOUTUBE
2024-04-02,1013464781,650282,,ENABLED,597625,51356,3581,39493412836,94.12,,ZAR ,mobile,display
18/05/2024,5058658523,982870,retargeting lapsed,,52257,11990,498,4761297658,1.27,,USD,Desktop,
20241226,3201638652,501269,Black Friday 2024,REMOVED,720415,9314,327,2193723101,17.3,,usd,Mobile,youtube
27/07/2024,9701625704,681564,brand_sa_q1,enabled,415473,95586,7683,48705271853,7.55,672.41,ZAR ,DESKTOP,YOUTUBE
20240204,2867398665,318470,BRAND SA Q1,paused,87662,63942,1612,3443679801,75.46,,,tablet,search
10/08/2024,1347454396,107629,Retargeting_Lapsed,ENABLED,717051,93746,5750,29422951368,125.98,3562.9,,Tablet,youtube
21-08-2024,1772994172,755538,UNKNOWN,enabled,165509,40257,1120,11590859965,2.43,,ZAR,desktop,youtube
"December 12, 2024",7442307911,918981,retargeting lapsed,,432553,49788,3594,47859519422,335.14,537.65,zar,mobile,display
18/01/2024,4238403839,110566,Brand_SA_Q1,REMOVED,10198,35708,1102,6311245859,95.92,,ZAR	,Tablet,
22/06/2024,3026797122,491020,brand_sa_q1,PAUSED,599490,45055,1634,5954134170,,,usd,MOBILE,YOUTUBE
23/07/2024,2801801810,946734,brand_sa_q1,enabled,280298,9866,771,10258021237,,,ZAR	,,search
16/04/2024,2015041213,675129,black friday,ENABLED,501440,73653,1265,4051348547,46.03,206.64,zar,,DISPLAY
20240412,6402809844,127631,BRAND SA Q1,REMOVED,58232,60524,3968,35691453391,78.79,745.69,ZAR	,tablet,youtube
2024-12-02,2960200381,470005,UNKNOWN,,172893,4993,471,375646369,5.81,,USD,DESKTOP,SEARCH
27/08/2024,1489677446,418594,Brand_SA_Q1,REMOVED,382942,83397,7271,53265910562,11.02,4179.49,ZAR ,MOBILE,DISPLAY
"May 13, 2024",4238693732,844617,Awareness_Display_ZA,REMOVED,698420,7111,326,2585150696,14.32,,USD,Tablet,youtube
2024-07-27,2154386653,697399,Black Friday 2024,,392601,27835,104,1433053782,9.69,,USD,desktop,search
"July 26, 2024",4166161901,847540,Brand_SA_Q1,paused,350897,13384,1091,5968600472,4.69,,ZAR	,desktop,youtube
"July 20, 2024",3749804705,381022,retargeting lapsed,ENABLED,16016,99737,6857,30247487699,613.56,3508.48,ZAR	,DESKTOP,youtube
2024-04-15,3246409736,355181,Retargeting_Lapsed,enabled,469141,2969,229,1794199655,,,ZAR	,,
,3783531413,417933,black friday,paused,455786,56785,5041,14378562847,308.16,,ZAR ,,search
19/06/2024,4590024973,701742,UNKNOWN,REMOVED,12452,56006,4954,43154085846,301.79,,ZAR	,,YOUTUBE
24/05/2024,9939349411,276282,UNKNOWN,REMOVED,860225,43655,1793,22335581652,21.82,2926.49,zar,tablet,
20240902,8452057946,544319,black friday,paused,293038,75400,1447,4781086391,141.84,2731.78,ZAR ,Desktop,
"October 26, 2024",1515176974,616353,UNKNOWN,PAUSED,569905,79270,7646,23722927840,484.89,,,DESKTOP,YOUTUBE
20240919,6731850402,242611,retargeting lapsed,ENABLED,727514,42801,930,11374548590,32.61,,,,display
13/07/2024,4376120293,736657,BRAND SA Q1,REMOVED,601889,30714,292,1895775769,0.28,2246.32,USD,MOBILE,youtube
"November 17, 2024",5800903325,682624,brand_sa_q1,enabled,642577,56922,4868,20105200523,245.05,42.98,ZAR ,Mobile,youtube
15-09-2024,4630321227,765642,Retargeting_Lapsed,,251931,78299,280,1602908643,15.27,,,,DISPLAY
20240517,1006550078,833087,Black Friday 2024,ENABLED,851491,47704,1971,22611578253,151.97,,,,display
2024-02-28,1925665737,678714,UNKNOWN,PAUSED,751288,68961,5006,64571749746,276.98,3242.02,usd,Desktop,
23/10/2024,1224449594,212580,Retargeting_Lapsed,paused,656581,49017,132,1581897115,2.54,778.3,,,youtube
,5706220191,397534,Retargeting_Lapsed,ENABLED,900333,6468,276,1268146033,20.24,,ZAR,,
2024-09-20,,762925,Black Friday 2024,PAUSED,401323,2951,230,685277221,0.03,2680.7,ZAR	,mobile,YOUTUBE
20240516,5311858836,171206,retargeting lapsed,,887344,48882,1396,11476050344,8.7,,USD,tablet,
28/04/2024,1952506341,485777,BRAND SA Q1,PAUSED,916098,70461,835,703323786,6.41,3093.04,zar,desktop,DISPLAY
20240320,5877766497,913161,Retargeting_Lapsed,PAUSED,352994,32867,766,,67.89,,zar,Mobile,display
2024-01-15,4228904192,171351,brand_sa_q1,PAUSED,284149,61615,6063,77673746421,265.93,,,desktop,search
06/11/2024,8362743996,964514,retargeting lapsed,ENABLED,182425,9274,232,2885637648,1.28,4859.32,ZAR,MOBILE,YOUTUBE
07/06/2024,7223983677,840833,BRAND SA Q1,ENABLED,48758,4279,178,1253148968,,,USD,,
"October 26, 2024",6578131761,686530,Awareness_Display_ZA,ENABLED,517822,72309,6495,78429976240,567.4,,ZAR ,MOBILE,SEARCH
