date,channel_id,video_id,video_title,country,device_type,traffic_source_type,views,watch_time_minutes,impressions,impressions_click_through_rate,likes,comments,estimated_revenue_usd
2024-07-03,UC70444920265,AhSCUcQK_7e,Product Demo,,,BROWSE,56182,96606.4,344682,0.1138,8790,2579,48.2869
2024-11-04,UC71112523668,kvuojHYwrdp,How It Works,south africa,TABLET,,21880,60068.5,213497,0.1816,1302,985,16.0951
15/04/2024,UC54354797563,2YIRC89BHFk,,,MOBILE,PLAYLIST,22222,32345.8,119400,0.1936,623,708,
16/06/2024,UC44180016987,7H56yn7B2dC,Brand Story 2024,,UNKNOWN,EXTERNAL,87673,250953.9,808782,,1092,2266,237.2949
2024-09-03,UC45630250270,8sOIlFUQNhW,How It Works,,,,22152,7462.5,49854,0.1123,487,621,74.2921
20240820,UC45283101074,azv7oWzcM4Z,,RSA,DESKTOP,SUGGESTED,47967,125182.9,387494,0.001,6085,1589,211.5325
23/01/2024,UC40782687000,FjEAboSczS7,,za,DESKTOP,SUGGESTED,19738,30346.8,135065,0.1334,3536,5,97.8639
"December 26, 2024",UC39050872598,kdeoGdwEYsP,Customer Testimonial,,TV,,94961,141718.7,75745,0.0246,13732,3193,185.1185
28/03/2024,UC30747812155,,How It Works,ZA,UNKNOWN,PLAYLIST,6973,611.4,47866,0.1387,959,36,
21-02-2024,UC73333431053,znqJlIErQqQ,,za,,,33502,28065.3,109119,,5798,1287,57.6934
2024-09-12,UC19845955561,g44l9awlzRQ,Product Demo,,TABLET,PLAYLIST,57853,98244.1,452212,0.0608,1443,2697,174.1507
"January 01, 2024",UC91235049631,-0MDxFRv-hw,How It Works, South Africa,MOBILE,,23671,28506.1,197249,0.1727,1831,879,43.1793
26/09/2024,UC42247016021,_8PX59Tpil1,Customer Testimonial,za,TABLET,,29870,32012.3,82525,0.1326,1925,1234,38.785
08/08/2024,UC54951634092,RPp5sRaLO_R,Brand Story 2024,ZA,,PLAYLIST,10404,2717.6,52791,0.1279,1038,9,4.5585
20240627,UC52753626805,qTNUn0ckODa,Product Demo, South Africa,MOBILE,SUGGESTED,87836,18157.0,448657,0.0714,12754,2122,299.9061
15-12-2024,UC24427615958,bkk5uxmjttg,,south africa,UNKNOWN,,1425,1580.9,11006,0.0662,,15,-0.6828
"June 14, 2024",UC11282623330,HH7DAAGI3Oq,,rsa,UNKNOWN,,94993,141657.4,63217,0.1951,3852,,169.5259
20240522,UC41912730362,6uldhErkMZd,Brand Story 2024,rsa,UNKNOWN,BROWSE,9473,599.9,53704,0.1652,504,415,23.472
2024-07-31,UC76733791692,sT_aIDJAZTq,, South Africa,,YT_SEARCH,79608,60520.3,176835,0.058,5744,2170,328.4994
10/03/2024,UC78177679339,XrDXdE8MWCh,,za,TV,PLAYLIST,8379,3763.2,57922,0.1465,888,256,
20240419,UC14568849717,FlGYp1EbYkr,How It Works,rsa,,YT_SEARCH,546,239.4,3265,0.1252,48,27,2.6892
14/02/2024,,ibSZDtesE-m,,za,UNKNOWN,YT_SEARCH,73135,185512.8,419352,0.1817,11366,1268,348.1972
2024-05-01,,9ag-fSnqvzR,Brand Story 2024,,TABLET,EXTERNAL,44012,76780.1,230643,0.2101,584,1287,145.8367
20240524,UC99638271259,9kv8bZ_cXi_,Brand Story 2024,,,,5614,9685.0,,0.0858,488,36,19.2897
04-07-2024,UC68117848617,H8Yvl-UZd-o,Brand Story 2024,rsa,UNKNOWN,PLAYLIST,33635,10082.9,286510,0.1169,2818,885,
"September 04, 2024",UC66622511593,dSUz_s9A-EH,Product Demo,,TV,PLAYLIST,81801,235165.2,221623,,1797,,
07/01/2024,UC39331210732,m8XbULfNSNP,,,,BROWSE,76662,147224.8,590867,0.0479,9316,1460,300.9782
"July 23, 2024",UC85647382108,ZnThm8huMBi,, South Africa,MOBILE,YT_SEARCH,17211,33601.0,,0.1358,2572,,13.3413
02-08-2024,UC91566321274,rGbAoRiqgTL,,,MOBILE,,96349,262845.0,,0.1299,610,,
21/01/2024,UC53358110310,5fGYbxHW2hs,Customer Testimonial,,MOBILE,,90878,40684.1,812680,0.1861,17659,2811,419.6909
13-05-2024,UC60019138190,hslHJ2f6bcC,Customer Testimonial,,TV,YT_SEARCH,20277,52542.6,146852,0.0878,3200,131,71.513
"March 13, 2024",UC10213293038,,,ZA,UNKNOWN,,56657,29300.7,411295,0.0421,6796,1476,239.0674
,UC19182645321,D4KDG-bGGbV,,rsa,UNKNOWN,PLAYLIST,41374,103787.5,2577,,4818,2029,116.4301
"August 12, 2024",UC49720733626,FS_dyLw5TgU,,rsa,UNKNOWN,,49381,147691.4,360192,0.1929,5752,,
2024-07-18,UC99633655532,R-3U-CXNrbw,,RSA,MOBILE,EXTERNAL,93023,84122.8,609951,0.2362,17345,4062,191.456
26-03-2024,UC67861601736,89UO1sNrbPI,How It Works,,,EXTERNAL,51740,24556.7,348394,,6223,,235.2431
"September 08, 2024",UC94550078569,Hy0qDB3Qd23,Product Demo,,TABLET,,25484,22157.0,89211,0.2413,4555,20,114.0281
20240520,UC19018286037,5TORNghJSaY,Product Demo,south africa,TABLET,PLAYLIST,29798,10068.0,23282,0.0812,2676,1359,53.4627
20240529,UC70379769586,yHZk8WdPKwl,Customer Testimonial,south africa,UNKNOWN,SUGGESTED,55109,120907.6,232944,0.2465,3613,445,71.3678
"October 22, 2024",UC95832172650,QNgidDkLJmR,How It Works,ZA,UNKNOWN,YT_SEARCH,5550,2528.7,25089,0.1261,690,209,16.083
"January 01, 2024",UC40299764186,fjITbt_YZHv,, South Africa,DESKTOP,,48714,142083.1,270730,0.0268,7649,1192,
20240711,UC76961267351,aeTdd4s0DOf,,south africa,,YT_SEARCH,88962,144630.7,675252,0.0398,2571,3036,
20240610,UC82120070671,1F_QVATOJza,,,TABLET,EXTERNAL,68053,150717.9,83048,,10105,2757,196.7005
"January 09, 2024",UC48936867752,n4k_80tAAGM,,RSA,DESKTOP,BROWSE,57116,126618.1,23933,0.0325,2288,1979,170.2956
20240808,UC77948806805,t-ecQEOksnP,,ZA,DESKTOP,EXTERNAL,70126,95788.0,361846,0.1865,10928,803,-0.4129
"February 18, 2024",UC45682211733,2IbT_Z9av1C,How It Works,,TABLET,YT_SEARCH,95491,257589.7,637877,0.054,17291,4371,349.2905
20/04/2024,UC68392262643,ro_9i7f0MX4,,,,,29012,86925.3,160714,0.0524,5582,1082,80.2089
2024-12-20,UC48218515661,prx_rNrxD9f,,za,DESKTOP,YT_SEARCH,77323,163581.6,633360,0.2369,744,1319,336.594
20240515,UC17066124065,PhGBvDv6h9R,How It Works,South Africa,TV,YT_SEARCH,5288,6044.4,11606,0.0034,961,88,16.9322
04-04-2024,UC74596209742,HoKrZ-iRyuJ,,za,TV,,72753,8833.5,,0.2409,892,1079,341.9748
"October 25, 2024",UC86330474006,VKQ4AbG4pMO,Product Demo,ZA,UNKNOWN,YT_SEARCH,86439,252120.1,191523,0.1303,14471,,
2024-01-07,UC21232707348,6qU86CmtW5f,Customer Testimonial,,DESKTOP,PLAYLIST,9081,15567.9,69567,0.136,1600,203,30.6997
20241018,UC63867159166,NcHFXymEKsS,How It Works,,DESKTOP,YT_SEARCH,80039,134262.0,204949,0.12,11921,2567,226.8196
16-10-2024,UC39544559628,D0mviuhku7a,Product Demo,South Africa,,,93201,138261.6,188429,0.2261,9490,4271,201.99
"October 07, 2024",UC32864660455,ijE4ZL9mmWG,,rsa,TV,YT_SEARCH,94374,155124.6,845946,0.1029,6367,525,23.8844
2024-08-27,UC23202344656,puUV9nS2SG8,Product Demo,rsa,TABLET,,33516,9112.4,263180,0.0525,174,,88.0981
2024-02-05,UC26337726898,,Product Demo,,TABLET,SUGGESTED,566,1205.0,4592,0.2305,43,11,0.9395
20241010,UC65977053499,rRdqaOfBBaI,Brand Story 2024, South Africa,DESKTOP,PLAYLIST,40064,99228.2,65115,0.2265,1105,1569,38.1208
2024-09-10,UC88042861560,9vYnC0c62wk,Brand Story 2024,rsa,DESKTOP,,94018,217792.5,842773,0.0759,14186,2213,273.9891
2024-06-02,UC23812060346,Svni0OoMgDK,Customer Testimonial,RSA,TV,PLAYLIST,29356,59815.3,19201,0.1836,3106,631,131.3219
07/12/2024,UC34013147366,7zE-7BxKdpB,How It Works,South Africa,,PLAYLIST,90188,19796.3,803703,0.1736,13415,1841,18.908
10-01-2024,UC83028324073,_IlJ-RbEaNG,,za,UNKNOWN,,50297,61114.1,130626,0.2414,9380,1767,210.8354
"February 15, 2024",UC54320529487,YBzxArE-Vjt,,rsa,UNKNOWN,SUGGESTED,40940,5262.6,262307,0.0587,354,,
,UC26789751096,HE6WyBDLTHs,, South Africa,MOBILE,YT_SEARCH,99013,142380.6,345469,0.199,3701,,485.963
"May 28, 2024",UC25337610256,zoUqAvcovXJ,Customer Testimonial,ZA,TV,EXTERNAL,52593,132412.4,183504,0.1485,1881,,95.4748
20240611,UC56342371619,ATBT2XB-tY4,,ZA,TV,PLAYLIST,33076,35548.8,236671,0.1566,4263,268,
2024-11-20,UC49249634729,R1_VtB-n2yG,Customer Testimonial,RSA,MOBILE,,57537,53124.6,551828,0.2373,7312,2763,174.6535
22-09-2024,UC30994730552,ujOkVrB0cg5,Brand Story 2024,za,DESKTOP,EXTERNAL,86620,188076.5,684480,0.2168,13906,3463,398.9658
20240812,UC37726451792,,Brand Story 2024, South Africa,MOBILE,BROWSE,83951,201439.2,818187,0.0141,10071,1927,39.175
2024-10-22,UC78386027086,lrdQjPkFin3,,za,MOBILE,EXTERNAL,65086,181365.6,403227,0.0359,5154,2092,249.1286
22-05-2024,,z0Iw7-L49-B,Brand Story 2024,,,EXTERNAL,97029,135813.8,375658,0.0375,8551,,
20240803,UC29238727066,2tBQItiM4JV,Customer Testimonial,South Africa,,EXTERNAL,42964,19791.1,377960,0.2317,7725,1325,163.8141
"June 24, 2024",UC31200395331,JXFyRGK2nso,How It Works,South Africa,TABLET,SUGGESTED,59730,177298.5,434406,0.1025,3493,1389,
07/05/2024,UC96488709543,9HTDbhIiaNh,,ZA,MOBILE,BROWSE,46356,36771.7,18930,0.0645,1073,1934,165.7895
"November 10, 2024",UC10399592916,NZ8Ak9x1deK,Brand Story 2024,,MOBILE,YT_SEARCH,12487,18985.1,1961,0.0833,1231,41,
2024-10-22,UC95528966750,3vMrGXH9iCd,Brand Story 2024,South Africa,MOBILE,,83157,178276.8,,0.061,10225,1687,41.8242
20240730,,k_heUk7fNT9,Customer Testimonial,rsa,UNKNOWN,,21162,22004.5,87761,0.0327,917,96,74.9565
20240324,UC14129683435,uqSy4pEceHw,Product Demo,,,BROWSE,15794,46406.6,139982,0.102,427,765,15.9632
20/02/2024,UC98508668585,xw65IYU6Xn6,Product Demo,ZA,UNKNOWN,PLAYLIST,24915,37022.8,89040,0.0957,3710,373,10.7094
2024-05-15,UC35965749753,4Bz2bk92y72,,,TV,EXTERNAL,91545,,123336,0.2331,13008,3169,
"August 16, 2024",,kM3OmltoCGi,,,TV,SUGGESTED,17239,25837.4,107825,,2836,,36.0562
01/12/2024,UC95129224192,JmQiewRqElT,Brand Story 2024,za,TABLET,SUGGESTED,27072,47143.8,63375,0.0376,2396,638,14.5748
10/08/2024,UC29313447874,DO-r0ETUxnb,,ZA,UNKNOWN,BROWSE,91741,172196.2,416866,0.051,,920,235.1658
06-11-2024,UC41442946137,xIajimNjAG3,Brand Story 2024,,TABLET,,13025,12727.3,114318,0.0596,11,157,35.5291
"January 16, 2024",UC33365417129,tIdW7AFvjr_,How It Works,ZA,,EXTERNAL,69850,37538.3,374520,0.0616,3261,,
2024-03-15,UC23157650644,K575Ezco5zE,Product Demo,,UNKNOWN,BROWSE,1564,4658.4,9168,0.194,39,3,
20240318,UC19634724576,wjLsWTOCsKj,,,DESKTOP,,52956,133401.8,454981,0.1927,9717,,206.5107
"April 06, 2024",UC97412829431,ufXhf0TBCh-,,rsa,TABLET,,635,200.9,950,0.1684,,24,
2024-06-10,UC59826137228,jWkogv_oWG-,,rsa,MOBILE,,72342,28591.0,198585,,5743,1642,311.3229
25-10-2024,UC59675672009,qH9TIV0M0ry,Brand Story 2024,,DESKTOP,SUGGESTED,46451,113459.3,378707,0.0284,3947,2323,212.1758
2024-10-07,UC65328641387,5vJA7ScPsyg,Customer Testimonial,,MOBILE,,99116,244903.1,275464,0.0938,7112,4135,430.0493
,UC76140344462,wpVH6VM0uM4,Customer Testimonial,,DESKTOP,YT_SEARCH,82273,27407.9,810630,0.1297,10733,776,272.4055
20241205,UC78367384171,4kzvolZd4hs,How It Works,RSA,,,75610,127206.9,546022,0.0264,4757,1773,60.9051
03-11-2024,UC97892361573,E5ZsOrTG_81,,South Africa,TV,EXTERNAL,57387,49548.7,214243,0.1923,3305,2267,202.9973
"April 10, 2024",UC49632939676,0wFN_FpJ--p,How It Works,za,UNKNOWN,SUGGESTED,42322,115968.9,172440,0.1923,7464,616,210.4178
2024-06-21,UC69950940066,3OY6ecZdWA3,Product Demo,ZA,MOBILE,BROWSE,99348,252813.4,917105,0.179,13771,2678,
"July 31, 2024",UC52377376378,JbBF0zl-QrH,, South Africa,TV,,66900,161717.6,502914,,3392,1344,87.0693
,UC35365209939,Fm1VenYlegR,,,TV,YT_SEARCH,92834,196596.1,706919,0.0868,11440,4297,164.2774
"November 05, 2024",UC96069079112,KvVbTaonTiJ,Product Demo,,TABLET,SUGGESTED,61480,108112.9,591828,0.2108,5066,1616,161.0962
16/01/2024,UC35520723802,F3QJgfvR-NW,Customer Testimonial,south africa,TABLET,EXTERNAL,777,777.6,5600,0.1397,,10,-0.7193
2024-04-08,UC99604300299,Ap1P2fYIWsc,Customer Testimonial,ZA,TV,,96007,163072.7,955453,0.0123,17037,2877,60.7848
20240522,,YDdP69GLAFY,Product Demo,rsa,DESKTOP,SUGGESTED,10878,13477.5,24820,-0.0012,462,493,0.4291
01/12/2024,UC95129224192,JmQiewRqElT,Brand Story 2024,za,TABLET,SUGGESTED,27072,47143.8,63375,0.0376,2396,638,14.5748
2024-08-02,UC38322206396,GFUzk8zArSL,Customer Testimonial,South Africa,TV,EXTERNAL,340,,1896,,56,6,-0.103
20240914,UC19855895690,Y7dwP_i6dWG,Customer Testimonial,RSA,MOBILE,SUGGESTED,41562,,,0.2266,6648,1497,45.4227
2024-03-13,UC17887414140,3H2Q9wOjhlS,Brand Story 2024,,UNKNOWN,,18459,42370.4,55596,0.178,3203,575,42.438
"February 15, 2024",UC95785808095,1a8kPAhJ3VJ,Customer Testimonial,South Africa,MOBILE,,55364,,103677,0.1042,2665,498,117.4343
21/11/2024,UC24535260498,iZCWRiIICMV,Customer Testimonial,za,DESKTOP,BROWSE,63073,175431.1,2276,,,549,
20240717,UC71869851540,1rgSSI2Zm2N,How It Works,,,PLAYLIST,95284,184191.0,751492,-0.0007,12627,459,
25-07-2024,UC60837215939,,Brand Story 2024,,UNKNOWN,EXTERNAL,45536,77229.8,91547,0.1797,1275,1083,219.0535
20240910,UC93232064456,qHDuO9JqEu8,How It Works,rsa,UNKNOWN,BROWSE,1124,619.1,8986,0.0956,209,55,0.9247
08-12-2024,UC57825458718,e38ajrPCF3N,,,MOBILE,PLAYLIST,2723,1814.5,18831,0.1549,539,66,
17/06/2024,UC71284387577,qoCdLfvDlx6,Brand Story 2024,rsa,MOBILE,BROWSE,23588,33928.8,,0.0383,3326,,2.3028
20240505,UC16519858152,LY-Eh13zWkB,Customer Testimonial,,TV,EXTERNAL,92236,94999.0,,0.1096,2467,,141.7411
08-11-2024,UC25153913930,GSt6diBOnuQ,How It Works,,TABLET,PLAYLIST,14131,33349.2,15384,0.0891,302,502,48.7449
23/03/2024,UC54022932515,-CWUJg7zAEW,,south africa,DESKTOP,YT_SEARCH,69885,13682.7,608498,0.1102,3474,506,344.7254
20240123,UC19250893262,UHTv8MV06SR,,rsa,MOBILE,PLAYLIST,35529,31932.3,224072,0.0713,325,216,
11/08/2024,UC46779465386,i9oCjP4a7kK,How It Works,rsa,MOBILE,YT_SEARCH,22414,36955.6,190995,0.0973,2812,180,15.737
30-01-2024,UC18507869474,6SeBY1bX2cz,Brand Story 2024,rsa,TV,BROWSE,20742,9155.2,80453,0.0855,1923,118,36.1924
2024-04-20,UC93048277816,7HAo1N-ujIg,,,,SUGGESTED,57583,,517008,0.2471,689,2355,123.8785
13-06-2024,UC88511130687,Hepnh6YQUO8,How It Works, South Africa,TABLET,,22094,7180.6,32076,0.2316,2327,385,
2024-11-28,UC46846174465,Vo2aOIIY7o8,Brand Story 2024,south africa,MOBILE,,12025,29366.1,45687,0.0824,1890,207,42.9594
03-12-2024,UC28629165084,U8vo77_Iyt3,Brand Story 2024,RSA,MOBILE,SUGGESTED,10214,14382.9,53489,0.1199,1154,,10.5951
,UC62998367081,9Q6iSyuvtvt,,south africa,,YT_SEARCH,59654,13045.6,,0.2318,6620,14,243.6122
"September 21, 2024",UC98518514882,05hmHV9H6cz,,za,MOBILE,EXTERNAL,11988,648.7,100678,0.0533,1538,,45.8147
26/09/2024,UC10666504876,9ZNCOs7RanW,Customer Testimonial,za,TABLET,,36656,106906.3,338921,0.1179,7197,386,1.6045
20240214,UC85421505559,i3S4Xqx6g87,,,DESKTOP,SUGGESTED,96939,161001.4,433078,0.2294,17369,,393.6413
"November 11, 2024",UC80365977959,,Customer Testimonial,za,UNKNOWN,,85019,69083.5,672530,0.2305,14451,2123,301.855
15/12/2024,UC42290923105,Ozd2hv9EbBl,How It Works,,UNKNOWN,SUGGESTED,60456,143325.8,140556,0.0518,516,2702,42.2314
20240425,UC75365934118,xbMQq_cUCDr,How It Works,,,,86081,29759.4,784114,0.021,7671,,396.2801
2024-02-23,UC87617551996,dKGwQ0Xg_eu,,,DESKTOP,,91276,114470.7,124114,0.1532,2838,3464,78.0518
02-11-2024,UC21553782859,haFP4jzbCpO,Product Demo,South Africa,MOBILE,SUGGESTED,71566,81455.2,236107,,678,1708,198.132
23/06/2024,UC38782072902,GdAb02XY4su,How It Works, South Africa,,YT_SEARCH,91520,273590.3,650010,0.1176,7913,379,68.8671
01/09/2024,UC95576274789,KgJ_cQXx2qQ,Product Demo, South Africa,TABLET,PLAYLIST,23721,16487.8,51107,0.2141,1702,549,10.096
2024-03-28,UC69792398593,JQXprDdCwDr,Brand Story 2024,rsa,MOBILE,BROWSE,25593,27562.1,123099,0.185,2807,382,125.3475
2024-11-23,UC31833184764,OgyBGh-6jk6,How It Works,,DESKTOP,PLAYLIST,5301,5811.0,22319,,246,67,23.2648
20241115,UC53420879453,1hZE0wrLBo5,Brand Story 2024, South Africa,TABLET,PLAYLIST,59050,61234.7,322670,0.1043,,1570,
,UC14569034854,rxepupSX2qL,Product Demo,South Africa,MOBILE,,6030,,37610,0.1614,968,178,5.9831
07/08/2024,UC63734956644,rlZ5grOX3x2,,South Africa,MOBILE,YT_SEARCH,40538,90570.8,,0.0946,,810,165.0355
19/12/2024,UC47715181983,z33hedWWCik,Product Demo,South Africa,,,37655,11492.6,,0.1639,2894,763,170.8223
20241107,UC83367927371,Z5fh0evaCkD,,South Africa,UNKNOWN,PLAYLIST,16376,36887.9,8690,0.0663,2757,44,47.3409
20240511,UC30404427642,VJ4DFnj05zw,Customer Testimonial,,DESKTOP,BROWSE,87758,170245.8,108109,0.2185,7782,1838,
"June 14, 2024",UC98376650566,htxRquDxNpW,Brand Story 2024,rsa,DESKTOP,,97980,208464.7,,0.2291,1062,870,190.6165
"June 14, 2024",UC43281488568,oCO6vNGk-Du,Customer Testimonial,rsa,TV,EXTERNAL,73393,172479.1,467400,0.1657,9366,76,140.112
20240811,UC32085348140,yicJrRDaMDO,Customer Testimonial,za,,,14683,23007.6,111283,0.0641,2827,71,42.949
20240302,UC66156878942,ZJiJ9hy-UG-,,,DESKTOP,,59437,152265.4,70016,0.1867,5755,1706,
20240705,UC19419923729,dldIHR9j8Kj,,RSA,MOBILE,,56491,,80260,0.1008,2115,922,163.5944
20241230,UC62951102757,WCehMxXVvr5,Customer Testimonial,South Africa,MOBILE,EXTERNAL,71441,50133.4,574159,0.0509,4228,69,226.7487
20240905,UC61172143761,zBvmR1DfrMU,Customer Testimonial,za,TV,PLAYLIST,54752,124353.0,462148,0.1417,9244,1591,48.7077
17-06-2024,UC27934726206,Vkk2iPtAps0,Customer Testimonial, South Africa,,,72279,,476284,0.1413,3369,1224,324.1923
"February 16, 2024",UC99466544061,mzBOtyVb2Y-,Product Demo,south africa,,YT_SEARCH,88860,119375.1,702596,0.0994,11574,1343,82.3289
21-07-2024,UC77202165287,3dNwlFV2w8Y,Customer Testimonial,,UNKNOWN,,23172,38260.6,228231,0.1222,3014,438,35.906
2024-02-10,UC75529146356,m7BID4aonY1,How It Works,za,,BROWSE,36738,28966.6,124193,0.1733,7227,1089,162.2816
,UC55051912116,83iKWBAHx7G,How It Works,,UNKNOWN,,58090,129192.4,380917,,,398,264.3389
20240409,UC13110718681,EqS7t_Hhr_I,Customer Testimonial,south africa,TV,EXTERNAL,43732,22926.6,375984,0.1578,4108,2141,
12/08/2024,UC81809851517,FLSdiJbvjCv,Brand Story 2024,South Africa,,SUGGESTED,33305,62816.8,54360,0.1642,3332,1077,
"February 26, 2024",UC68535881790,EG8Udzdy-p4,Brand Story 2024,,TV,YT_SEARCH,97770,16540.3,,0.0287,16181,2634,26.8506
,UC89673497309,CPGrSRbUL0v,Product Demo,ZA,DESKTOP,YT_SEARCH,61831,44613.7,16037,,9145,150,199.6176
20240118,UC46905212426,vKxyXhUupmc,Brand Story 2024,,DESKTOP,PLAYLIST,51118,83978.3,223952,0.0839,4995,637,176.4324
2024-07-23,UC90252020069,,,south africa,TV,,61305,,408992,0.0629,1527,2044,61.5975
06-03-2024,UC40170327305,8ku_m8t2JPA,How It Works, South Africa,TV,PLAYLIST,21175,25566.6,182174,,3101,507,80.9238
29/12/2024,UC20155909458,MJL9Q9_9ipg,Customer Testimonial,,UNKNOWN,BROWSE,43146,,395709,0.1535,,1724,
23/08/2024,UC95932072056,SaJORymU1UM,Customer Testimonial,rsa,TV,BROWSE,73971,245.3,581253,0.1492,5191,2621,107.1892
20241003,UC22402644604,dxCsxNHDI4C,Brand Story 2024,,TABLET,,45092,,232985,0.1336,2615,707,147.2923
,UC47179658318,l7ROPxQOkyy,Product Demo,south africa,DESKTOP,BROWSE,4379,,34856,0.1389,651,113,-0.5236
10/11/2024,UC30745701906,ExnHz5WjY61,, South Africa,UNKNOWN,,24665,31583.3,158298,,4076,1198,80.6703
06-04-2024,UC47415939339,cX7cAH4FHnT,, South Africa,DESKTOP,YT_SEARCH,10301,17824.9,16007,0.0837,893,125,46.8518
20241221,UC39875609954,,,ZA,,SUGGESTED,87088,209681.6,114921,0.0822,8093,2081,241.5875
03-09-2024,,gjBayVzR6mU,Customer Testimonial, South Africa,TV,PLAYLIST,96711,,615570,0.2424,577,1601,192.0156
20241114,UC63224174775,yh0khgunaO-,Product Demo,,DESKTOP,PLAYLIST,16934,3459.5,163646,,778,94,27.1608
"June 02, 2024",UC97560213248,0bpmuLBcbRW,,RSA,TV,EXTERNAL,91744,192788.8,473642,,4662,21,
29/06/2024,UC92058329712,H8iceaoQV27,Product Demo,za,DESKTOP,PLAYLIST,81912,45655.2,170269,0.0288,3450,3925,165.4197
06/04/2024,UC16154573138,rTNRmNFTrcv,,RSA,TV,PLAYLIST,26441,54338.7,65622,,3340,644,120.5951
2024-03-11,UC44910027635,JHvrYRAhYl_,How It Works,,,EXTERNAL,32906,739.6,135814,,2690,1093,149.3943
2024-02-03,UC64618365956,kVbfQYNwHzF,Brand Story 2024,rsa,DESKTOP,YT_SEARCH,41624,120544.7,372436,,7861,1905,27.6992
"May 03, 2024",UC15397890809,XQWyEGY8teC,Customer Testimonial,RSA,TABLET,EXTERNAL,39894,,135879,,3399,1759,56.548
18/04/2024,UC42142167741,ef61XrMQPpF,,za,TABLET,SUGGESTED,98878,221088.7,82137,0.2259,16947,4333,58.3992
2024-12-01,UC45653408101,RlpfYjXM4TZ,Product Demo, South Africa,TV,YT_SEARCH,95545,279266.1,948534,0.1671,17769,3415,32.4184
"November 21, 2024",UC84990170354,v67vc68yfKi,,,TV,,93864,18624.3,561641,0.0346,13739,3465,252.2431
21-08-2024,UC22207811408,YbyXvp3lE8p,Product Demo,south africa,DESKTOP,,49591,30966.3,349913,0.0943,7187,,135.7625
30/04/2024,UC47908744785,euqnoyHlsq0,Customer Testimonial,za,TABLET,YT_SEARCH,42636,100169.6,244728,,6177,468,1.1169
2024-11-28,UC43531101853,mroqTDJvUd9,Customer Testimonial,rsa,TABLET,EXTERNAL,70794,190292.8,215020,-0.0061,4971,1478,140.8257
20241101,UC62272606203,B9H-XgCT6l7,,rsa,UNKNOWN,EXTERNAL,60145,80889.5,110372,0.1154,2854,2669,198.4088
20240710,UC15430010308,GUW3rVoO2KJ,, South Africa,,SUGGESTED,15932,45078.4,94482,0.2012,1426,757,59.7654
12/01/2024,UC43854389648,dSYuggO0t1t,,,DESKTOP,PLAYLIST,60297,124904.2,188005,,10000,2643,167.0734
2024-04-30,UC80321434913,oJHhy5lOD_Z,How It Works,,MOBILE,YT_SEARCH,51690,31707.9,469228,0.2338,8817,121,
2024-03-17,UC85452900956,gsWZH2DfXJo,,South Africa,,SUGGESTED,15962,1672.9,22625,-0.0066,1726,256,37.2881
"April 10, 2024",UC77003029398,HxYyFq14i49,How It Works,south africa,UNKNOWN,SUGGESTED,64656,,144452,,12142,1609,95.3066
29-08-2024,UC11580084593,Z_OuJQLKfPB,Product Demo,ZA,TV,BROWSE,59507,106316.2,209775,0.0333,5864,1513,
13/09/2024,UC64708076626,qU4t7HqK3Fm,How It Works,south africa,MOBILE,SUGGESTED,59423,135618.6,541968,0.1767,11616,2046,
18/08/2024,UC45379078503,YlS_bxwT_3z,,,TABLET,,94672,208924.5,377920,0.2422,9168,138,417.6619
20240614,UC31766817399,oa_20gj8mp2,Product Demo,za,MOBILE,PLAYLIST,61303,5975.7,,0.0283,12241,3041,186.9942
20240919,UC65500265997,ETohFYBq7Ne,Product Demo, South Africa,TV,YT_SEARCH,61683,99469.5,344336,0.0212,863,236,86.8683
19/03/2024,UC85264537818,_Io3br4wh3q,Customer Testimonial,,MOBILE,EXTERNAL,18718,8716.2,160925,0.2128,2606,274,
20240917,UC85861442894,X2qRHiRGFoK,,RSA,UNKNOWN,YT_SEARCH,31660,67494.2,300608,0.1289,1623,841,88.2765
20240416,,35mBDXriPhc,Product Demo,,,BROWSE,92361,48496.2,845687,0.0989,16998,3826,259.0311
07/10/2024,UC95425855281,MyjzfQydDKH,Brand Story 2024,RSA,TV,YT_SEARCH,31665,,233061,0.0765,1001,1363,78.7063
20240524,UC99638271259,9kv8bZ_cXi_,Brand Story 2024,,,,5614,9685.0,,0.0858,488,36,19.2897
17/07/2024,UC80568169723,YWtQbJOS6ze,How It Works,ZA,,BROWSE,70473,37336.2,215517,,13242,2087,339.5107
"January 04, 2024",UC58239926285,aJmbG116GlA,, South Africa,DESKTOP,PLAYLIST,3541,5747.0,17276,0.1899,29,157,16.5026
2024-10-14,UC88932869773,xiCAOB3CegF,, South Africa,TV,EXTERNAL,43590,65977.8,34567,,1641,1373,4.9274
"February 01, 2024",UC70880205959,PgV2YbYRfab,How It Works,za,,EXTERNAL,47078,108307.4,70925,0.0805,392,608,150.2767
"October 28, 2024",UC18937788546,w4hC0rBG3kJ,Customer Testimonial,rsa,,EXTERNAL,60328,105535.9,549787,0.1699,7,883,71.0664
"May 21, 2024",UC74569701993,Fy59Y_l8k-w,How It Works,,UNKNOWN,PLAYLIST,83452,100140.4,399993,0.0672,4080,3980,409.818
16-12-2024,UC90274957191,kA-tkDDL1fH,How It Works,,TABLET,SUGGESTED,52085,,310382,0.023,1938,1712,20.5045
