event_date,event_timestamp,event_name,user_pseudo_id,session_id,geo_country,geo_city,device_category,traffic_source_medium,traffic_source_source,traffic_source_name,page_location,event_value_in_usd,ga_session_number,is_active_user,platform
"June 29, 2024",1759673959837068,session_start,user_00674,2470814,,Johannesburg,desktop,direct,GOOGLE,UNKNOWN,,917.68,19,true,Web
"November 22, 2024",1780399071543421,search,user_00150,8324585, South Africa,,tablet,social,(direct),Brand_SA_Q1,/thankyou,766.86,24,True,
2024-08-10,1793743284593203,purchase,user_00089,190432,rsa,,MOBILE,social,Google,Brand_SA_Q1,/thankyou,,35,0,Web
13-03-2024,1728809811171403,click,user_00700,,south africa,,DESKTOP,(none),,,/products,252.47,23,FALSE,
18/10/2024,1723410117375214,video_start,user_00143,9109919,,,MOBILE,organic search,,Retargeting_Lapsed,/thankyou,715.65,37,FALSE,
2024-11-24,6049,video_start,,7592460,,,desktop,social,facebook,Brand_SA_Q1,/products,820.31,18,TRUE,web
"August 14, 2024",,search,user_00065,6022295,,,MOBILE,Social,bing,,,,35,true,
09/07/2024,1756846827430841,click,user_00386,968037,rsa,,Tablet,direct,,retargeting lapsed,/thankyou,640.23,,0,web
27-05-2024,1720762546608829,purchase,user_00020,2120861,South Africa,,Tablet,,Google,,/products,21.37,33,true,WEB
"October 07, 2024",1723106481143100,click,user_00299,3146457, South Africa,Johannesburg,DESKTOP,organic search,Google,black friday,,,26,0,web
20241122,1775639689358098,session_start,user_00125,4119361,South Africa,,Mobile,(none),,,/checkout,,29,0,web
03-05-2024,1772714403996107,scroll,user_00512,9511141,South Africa,,DESKTOP,,GOOGLE,black friday,,883.02,49,1,IOS
18-11-2024,1758418295628746,session_start,user_00454,2178499,,Pretoria,,Organic Search,bing,Black Friday 2024,/products,763.26,47,FALSE,ANDROID
20240830,1791969395940430,click,user_00712,5189631,za,Johannesburg,desktop,Paid Search,,brand_sa_q1,/checkout,,40,,Web
"April 26, 2024",1774209095730057,login,user_00206,708071,,Cape Town,MOBILE,direct,(direct),Retargeting_Lapsed,/products,733.53,3,1,web
07/01/2024,1766621827791462,video_start,user_00084,5599610, South Africa,,Mobile,Display,,,/checkout,,48,0,
25-07-2024,1725877877012729,scroll,user_00289,9338790,,,MOBILE,Paid Search,,,,959.67,4,false,
2024-03-17,1772142244751705,,user_00128,7831086,rsa,Cape Town,MOBILE,display,facebook,retargeting lapsed,,509.72,43,true,WEB
20240129,1770167136455276,page_view,user_00192,6447923,za,,DESKTOP,display,(direct),Retargeting_Lapsed,/thankyou,976.55,28,True,web
"August 08, 2024",,video_start,user_00441,9960342,rsa,Cape Town,desktop,,google,Retargeting_Lapsed,,410.1,2,1,
"December 26, 2024",1769641982719177,,user_00391,9320440,RSA,Johannesburg,,Display,(direct),BRAND SA Q1,/thankyou,,11,false,WEB
20240805,1789183512564599,search,user_00162,6619870,,Pretoria,mobile,social,Google,,/thankyou,787.66,38,,ANDROID
07/08/2024,1747734936892490,search,user_00352,8534748,,,Tablet,,,,/products,365.52,20,false,IOS
20240830,1714774134619684,,user_00415,447146,,,DESKTOP,Organic Search,,Retargeting_Lapsed,/,837.62,20,1,web
20240618,1791692542995010,click,user_00005,4935890,,Johannesburg,,organic search,,black friday,/thankyou,977.97,33,true,Web
20240318,1769378419142056,login,user_00142,5072317,RSA,,Tablet,ORGANIC_SEARCH,google,Black Friday 2024,,656.3,6,1,ANDROID
20241008,1726962225578846,session_start,user_00650,8023658,South Africa,Johannesburg,Mobile,Email,facebook,Retargeting_Lapsed,/products,,,true,WEB
19-12-2024,1789359281597336,,user_00790,3846158,,Johannesburg,mobile,display,GOOGLE,,,703.29,48,1,IOS
20240822,,purchase,user_00503,1222699, South Africa,Johannesburg,Desktop,,GOOGLE,,,307.41,,true,
2024-12-24,1754273324206918,page_view,user_00783,6211497,,,Mobile,ORGANIC_SEARCH,,,,578.98,14,false,ANDROID
"December 06, 2024",1796875885312801,search,user_00327,2259915,,Pretoria,,organic search,,UNKNOWN,/checkout,,19,TRUE,
2024-09-21,1706004192971279,login,user_00764,2728393,rsa,,tablet,email,,retargeting lapsed,/checkout,300.21,33,0,web
20241026,,session_start,user_00309,9140857,za,,,email,,brand_sa_q1,/products,,9,0,
20240928,4467,purchase,user_00025,5610773,za,Johannesburg,,Organic Search,Google,Awareness_Display_ZA,/,77.75,6,False,web
17/12/2024,1743855365330331,video_start,user_00680,,za,,,Paid Search,,,/,,49,,ANDROID
2024-08-15,1793175050770277,,user_00215,7927250,south africa,Cape Town,,paid search,,retargeting lapsed,,87.47,,1,IOS
,1716323711550448,page_view,user_00317,6547647,,Johannesburg,,Organic Search,,,/checkout,6.23,28,TRUE,IOS
20240222,1773015593666469,scroll,user_00467,7652160,ZA,Durban,,Organic Search,(direct),brand_sa_q1,/thankyou,285.67,47,True,Web
2024-02-09,1777574497999543,page_view,user_00161,917883,za,,Mobile,Paid Search,google,brand_sa_q1,/products,795.69,11,,ANDROID
2024-07-30,1769294311120322,search,user_00393,3238218,,Durban,desktop,Organic Search,,UNKNOWN,/checkout,412.8,49,FALSE,
04-09-2024,1731298896657271,session_start,user_00028,5285042,rsa,Johannesburg,Desktop,,,,/thankyou,445.63,22,TRUE,IOS
28-12-2024,1747296591973211,login,user_00238,7200956, South Africa,,Mobile,paid search,google,Retargeting_Lapsed,/products,,11,True,IOS
13/05/2024,1725786937382258,scroll,user_00053,7079252,,,Mobile,Organic Search,,brand_sa_q1,/,466.22,0,False,web
22-03-2024,1722121209500812,page_view,user_00356,4668949,ZA,Durban,Mobile,Organic Search,Google,,/products,,22,True,ANDROID
20240704,1727350519887792,page_view,user_00314,5281268, South Africa,,mobile,paid search,(direct),,,882.93,18,false,WEB
2024-04-19,1798119406988673,scroll,user_00244,5721314,South Africa,,,display,facebook,,/products,183.98,16,True,
27-02-2024,1778769746058917,,user_00616,3823282,,Cape Town,Tablet,Social,google,,/thankyou,,22,false,web
"January 19, 2024",1771939651216882,session_start,user_00282,2268442,South Africa,,tablet,(none),Google,,/thankyou,641.85,34,false,IOS
,1792495549126656,purchase,user_00396,337087, South Africa,Pretoria,Desktop,Direct,,Awareness_Display_ZA,,332.42,17,0,web
30-04-2024,1789185806122730,scroll,user_00624,1290709, South Africa,Cape Town,Mobile,,google,,/,801.1,43,false,Web
"December 30, 2024",1743785981936120,page_view,user_00172,470478,south africa,Pretoria,DESKTOP,(none),,,/checkout,399.78,37,1,
20241028,1775360014210815,scroll,user_00777,7033434,south africa,Cape Town,Mobile,Direct,,,/products,,24,TRUE,WEB
2024-08-13,1712811310229471,video_start,user_00144,7887858,za,,tablet,(none),Google,,/,,34,,ANDROID
"July 22, 2024",1714133583515512,scroll,user_00762,2553066,,Johannesburg,mobile,(none),,,/products,,16,false,
,1788222773384032,,user_00206,8659820,ZA,Johannesburg,tablet,Social,google,black friday,/products,491.94,20,true,web
23/12/2024,1758352345591312,session_start,user_00763,4516120,south africa,Durban,MOBILE,,GOOGLE,,/checkout,,31,FALSE,Web
20240307,1792609132840726,add_to_cart,user_00153,214762,rsa,,Desktop,ORGANIC_SEARCH,GOOGLE,UNKNOWN,/products,885.35,17,0,web
08/10/2024,1711801810520084,add_to_cart,user_00195,220711,,,,organic search,Google,,/thankyou,768.79,9,FALSE,
01/09/2024,1768474433798307,add_to_cart,user_00595,5424767,ZA,,tablet,Email,,retargeting lapsed,/checkout,716.53,,,web
2024-12-05,1740717161423692,search,user_00023,1343217,RSA,,,(none),(direct),retargeting lapsed,/checkout,722.26,48,1,IOS
2024-09-25,1782544024203862,session_start,user_00619,3734443,za,Durban,Mobile,(none),google,brand_sa_q1,/,46.92,31,1,IOS
10/04/2024,1779455100983585,begin_checkout,user_00113,19236,,Pretoria,desktop,Direct,,Retargeting_Lapsed,/products,623.82,35,1,IOS
11/07/2024,1778462807365051,,user_00096,4569939,rsa,Durban,DESKTOP,organic search,,Black Friday 2024,/thankyou,,32,FALSE,
03-02-2024,1716875763455769,login,user_00132,2070609,za,,DESKTOP,Display,(direct),Black Friday 2024,/checkout,,40,0,Web
10-03-2024,1712041787833871,begin_checkout,user_00057,9029955,rsa,Pretoria,mobile,social,facebook,Awareness_Display_ZA,/thankyou,,20,,
28-12-2024,1726168625187332,purchase,user_00279,9904368,za,Cape Town,,Social,(direct),,/products,,46,TRUE,WEB
20240919,1797641299708156,add_to_cart,user_00423,6081348,,,MOBILE,(none),GOOGLE,Black Friday 2024,/products,475.51,23,,WEB
19/02/2024,1726844728700019,scroll,user_00018,6498970,ZA,Cape Town,DESKTOP,,,,,60.25,2,True,
20240205,1782592760415089,session_start,user_00718,8292579,,,desktop,,,brand_sa_q1,/thankyou,910.05,2,0,ANDROID
01-11-2024,1780638421797143,,user_00486,1810643,south africa,,Desktop,Display,google,Awareness_Display_ZA,/checkout,5.15,13,,
11-08-2024,,begin_checkout,user_00622,3934348, South Africa,,,,GOOGLE,UNKNOWN,/products,,40,True,WEB
20241228,1777103674182944,begin_checkout,user_00513,9998984,ZA,Pretoria,,Social,facebook,retargeting lapsed,/thankyou,764.56,4,,WEB
24-09-2024,1766448447395315,click,user_00217,6496805,,Cape Town,Mobile,Direct,google,,/thankyou,281.49,45,FALSE,
,1734995210427544,page_view,user_00429,3606355,ZA,,MOBILE,organic search,,Retargeting_Lapsed,/thankyou,535.44,35,false,ANDROID
20241212,1712385514947413,scroll,,4756520,south africa,,,direct,facebook,UNKNOWN,,196.06,40,False,
2024-10-22,1790976389088291,session_start,user_00795,1646761,,Durban,Mobile,Email,,Brand_SA_Q1,/thankyou,857.78,46,0,Web
"October 20, 2024",1766062227200839,purchase,user_00652,2519811,South Africa,Johannesburg,,organic search,,brand_sa_q1,/thankyou,,24,true,web
14-09-2024,1783311644893379,page_view,user_00430,1373175,,Johannesburg,Tablet,paid search,,,/thankyou,30.98,40,,WEB
09-06-2024,,video_start,user_00049,7669779,south africa,,desktop,,GOOGLE,Awareness_Display_ZA,/thankyou,,26,True,web
06-06-2024,1719528607954524,session_start,user_00502,1797125, South Africa,,,,facebook,retargeting lapsed,/,,30,false,web
08/10/2024,1711565586857456,search,user_00542,7925554,,Cape Town,Desktop,email,google,retargeting lapsed,/products,,21,True,web
20240626,1790021389592378,click,user_00238,478054,,Cape Town,Tablet,Email,,,/products,667.64,50,true,ANDROID
2024-03-25,1759474380763794,video_start,user_00068,3702797,RSA,Durban,Desktop,,(direct),,,,34,0,web
"April 01, 2024",1794139663811853,video_start,,9346979,south africa,,,organic search,bing,BRAND SA Q1,,,17,0,IOS
30-05-2024,1756768297564604,session_start,user_00716,1920849, South Africa,Pretoria,DESKTOP,Paid Search,google,Black Friday 2024,/checkout,,41,false,ANDROID
"September 25, 2024",1774402783545209,session_start,user_00149,6719590,RSA,Cape Town,Desktop,social,,,/products,601.68,7,TRUE,web
2024-12-24,1754273324206918,page_view,user_00783,6211497,,,Mobile,ORGANIC_SEARCH,,,,578.98,14,false,ANDROID
"May 18, 2024",1759765485097964,login,user_00783,323843,rsa,Pretoria,Tablet,Paid Search,google,Brand_SA_Q1,,431.12,0,,
20241107,1775884415038377,page_view,user_00135,2739869,south africa,,tablet,Social,(direct),brand_sa_q1,/products,,,1,
25-04-2024,1759206753358179,purchase,user_00085,3072195,RSA,,Tablet,display,GOOGLE,BRAND SA Q1,,,15,0,WEB
"May 14, 2024",1726529084957002,login,user_00689,8620367,south africa,,,social,Google,UNKNOWN,,,23,FALSE,
20240614,1788929711337177,session_start,user_00057,9096119,,,Desktop,,facebook,retargeting lapsed,/,487.98,7,True,web
,1795475997401139,session_start,user_00610,2304006,za,,DESKTOP,paid search,GOOGLE,,/products,,39,,ANDROID
2024-07-13,1752598106534410,video_start,user_00068,9511103,,Pretoria,,,facebook,,/,304.67,18,True,IOS
"May 24, 2024",1723606020277060,,user_00207,3601984,south africa,Johannesburg,MOBILE,,bing,Brand_SA_Q1,/,,21,TRUE,
"January 05, 2024",1721991332654688,search,user_00061,2679887,South Africa,,MOBILE,Organic Search,,UNKNOWN,/,190.0,36,TRUE,WEB
28/11/2024,1721895344689102,scroll,user_00133,2818530,,Pretoria,,,GOOGLE,brand_sa_q1,/checkout,702.04,46,0,IOS
03/08/2024,4089,video_start,user_00005,8226408, South Africa,Durban,,,facebook,Brand_SA_Q1,/products,,18,TRUE,Web
20-02-2024,1794536688712017,session_start,user_00658,8124071,,Cape Town,DESKTOP,Paid Search,(direct),BRAND SA Q1,/checkout,209.18,43,,Web
06/12/2024,1749429034654452,add_to_cart,user_00715,6689561,South Africa,Pretoria,Tablet,(none),,,/,,32,True,
05/04/2024,1709513854020000,search,user_00303,,South Africa,Durban,mobile,Display,,retargeting lapsed,/thankyou,531.74,30,,
20240616,,login,user_00714,3442849,ZA,Durban,MOBILE,paid search,,Awareness_Display_ZA,/checkout,931.68,36,false,
19-04-2024,1728597889862887,add_to_cart,user_00382,2873003,rsa,,DESKTOP,direct,,,,,38,,Web
20240519,1747042792858775,page_view,user_00789,3063351,rsa,,,,,,/,120.54,48,0,web
19/04/2024,1181,login,user_00388,5405779,RSA,Pretoria,,,Google,Brand_SA_Q1,/thankyou,618.05,39,0,web
20240904,1792352234298096,begin_checkout,user_00303,8141660,za,Cape Town,MOBILE,paid search,,UNKNOWN,/checkout,,38,TRUE,Web
"December 27, 2024",1738002603976797,search,user_00800,1985035,rsa,Johannesburg,Tablet,ORGANIC_SEARCH,Google,black friday,,,11,False,web
"December 06, 2024",1738409494136321,video_start,user_00213,,za,Pretoria,Tablet,Paid Search,google,,/products,538.18,1,FALSE,WEB
2024-04-21,1789904846786261,video_start,user_00687,407328,South Africa,,,ORGANIC_SEARCH,GOOGLE,brand_sa_q1,/thankyou,,9,TRUE,IOS
03-05-2024,1756136189172432,click,,9184017, South Africa,Pretoria,Desktop,Paid Search,,Brand_SA_Q1,,639.27,38,FALSE,WEB
20240513,1730330159008488,add_to_cart,user_00569,6042368, South Africa,,tablet,,facebook,,/products,339.71,16,,IOS
"November 18, 2024",1785456299537028,page_view,user_00236,9068066,,,Tablet,,Google,Black Friday 2024,/checkout,254.22,32,false,Web
29/07/2024,1756240077707053,scroll,user_00470,2566899,RSA,Johannesburg,Tablet,Organic Search,facebook,brand_sa_q1,/products,266.16,42,FALSE,Web
20240313,1763606459745232,click,user_00756,6619756, South Africa,Pretoria,desktop,paid search,(direct),UNKNOWN,/checkout,708.0,17,True,
"December 01, 2024",1789092216904252,purchase,user_00735,4112863,south africa,,mobile,,facebook,,/thankyou,324.8,45,false,
09-01-2024,1742639416228258,session_start,,1994519,,,tablet,ORGANIC_SEARCH,,retargeting lapsed,,,20,true,IOS
15-10-2024,,add_to_cart,user_00257,1627300,,Pretoria,Mobile,display,facebook,,/products,446.18,20,True,Web
,1732509441455347,scroll,user_00797,8666892,rsa,Johannesburg,mobile,Email,,brand_sa_q1,,,37,true,Web
17-08-2024,1722688334228804,video_start,user_00327,8316506,,Johannesburg,Mobile,,bing,retargeting lapsed,,989.61,0,,Web
2024-03-20,1787402365176496,,user_00383,1866935,,Johannesburg,mobile,social,GOOGLE,,,,43,true,WEB
05-06-2024,1739684213306470,add_to_cart,user_00792,7812690,RSA,Pretoria,DESKTOP,email,,brand_sa_q1,/,369.69,26,True,IOS
20240922,1739785528317362,video_start,user_00455,, South Africa,Pretoria,,paid search,,black friday,,,45,1,IOS
20240102,1728758924244192,page_view,user_00094,,rsa,,Mobile,social,,brand_sa_q1,/products,992.59,12,1,WEB
"January 12, 2024",1785180111801919,session_start,user_00391,5629900,RSA,Durban,,Direct,facebook,,/products,93.49,12,true,Web
2024-07-27,1764940392827325,purchase,user_00566,8537456, South Africa,Pretoria,,display,GOOGLE,retargeting lapsed,/thankyou,2.56,36,0,ANDROID
29/02/2024,1702071877290996,add_to_cart,user_00536,1241843, South Africa,Pretoria,tablet,email,,,/,601.36,50,false,web
07-04-2024,1737919508684197,add_to_cart,user_00395,9209810,rsa,Pretoria,MOBILE,Display,facebook,Black Friday 2024,/products,,8,true,web
2024-03-11,1786098039260845,video_start,user_00296,5493265,South Africa,Pretoria,Desktop,Display,facebook,BRAND SA Q1,,888.81,46,TRUE,WEB
24-05-2024,1700139257178979,begin_checkout,user_00034,429743,,Durban,Desktop,social,google,retargeting lapsed,/products,571.46,37,0,IOS
18/03/2024,1769414556776717,scroll,user_00197,5300065,,,DESKTOP,,Google,,/checkout,701.02,22,FALSE,WEB
14/09/2024,1730890223549899,session_start,user_00665,5401013,,Cape Town,DESKTOP,(none),bing,,/thankyou,163.19,19,0,
"February 21, 2024",1736614940960523,purchase,user_00309,4379449,za,Durban,desktop,Paid Search,GOOGLE,,/,290.79,1,true,
20241019,1709523491276576,search,user_00247,,,Pretoria,Mobile,Direct,bing,,,545.47,10,0,ANDROID
2024-09-07,,search,user_00354,5126980, South Africa,Johannesburg,,(none),bing,BRAND SA Q1,/products,262.54,5,,ANDROID
18/11/2024,1755425723264838,scroll,user_00514,7523894,,,,,(direct),Black Friday 2024,/,,24,false,
20240505,,video_start,user_00734,6567527,RSA,,tablet,Email,facebook,UNKNOWN,,124.34,39,,WEB
"July 14, 2024",1730945091778021,login,user_00688,762300,,,Desktop,social,google,,,536.71,45,true,IOS
2024-05-06,1734979675609323,,user_00227,7098451,ZA,Pretoria,desktop,Direct,,Retargeting_Lapsed,/,,14,False,WEB
12-05-2024,1700759754216013,click,user_00125,7583206,,,DESKTOP,Social,,retargeting lapsed,,199.72,0,True,ANDROID
"July 18, 2024",1704857575605024,,user_00324,7827685,south africa,Pretoria,Tablet,Email,google,Black Friday 2024,/thankyou,,15,true,WEB
25-01-2024,1709161547725277,page_view,user_00561,98747, South Africa,Cape Town,,social,,,,773.65,16,False,IOS
20240601,,login,user_00385,2765629,za,Pretoria,mobile,Email,(direct),retargeting lapsed,/,843.08,38,0,WEB
08/06/2024,1708507934601629,,user_00546,7255446,South Africa,Durban,mobile,Social,,Awareness_Display_ZA,/thankyou,,4,TRUE,
10-05-2024,1720334613302363,session_start,user_00342,3150530,rsa,Durban,Tablet,Social,,,/products,815.9,48,0,
17-07-2024,1760760992260781,,user_00179,9084838, South Africa,,tablet,(none),,Black Friday 2024,/checkout,,11,False,IOS
15/05/2024,1765778747085501,add_to_cart,user_00124,3191703,South Africa,Durban,desktop,Email,Google,BRAND SA Q1,/products,528.1,0,0,WEB
20240413,1734522975418681,video_start,user_00126,1429987, South Africa,,,Social,,Black Friday 2024,,,50,True,Web
08-02-2024,1731628675834232,search,user_00429,8635369,,Cape Town,DESKTOP,,facebook,BRAND SA Q1,/,,46,true,ANDROID
23/07/2024,1735715859272933,click,user_00564,2009970,RSA,Pretoria,Desktop,direct,(direct),,/products,,37,True,Web
20240418,1709088008773690,login,user_00148,8417464,RSA,,,,Google,,/thankyou,,36,0,web
11/02/2024,1714243944570652,video_start,user_00149,1534858,,,desktop,Social,Google,Awareness_Display_ZA,/products,,27,,
2024-08-01,,search,user_00728,5360812,ZA,,DESKTOP,Email,facebook,brand_sa_q1,/products,22.09,3,False,WEB
2024-05-20,1726979960874640,session_start,user_00228,1186660,RSA,,DESKTOP,display,(direct),,/products,295.75,1,0,IOS
15-12-2024,1713142620674084,begin_checkout,user_00655,1020148, South Africa,Cape Town,,Direct,(direct),Awareness_Display_ZA,,564.59,29,False,web
17-01-2024,8285,video_start,user_00192,7561898,ZA,Durban,tablet,Organic Search,,,/,800.92,14,,
2024-08-12,1774560820039409,purchase,user_00688,7149853,za,Cape Town,,direct,(direct),,/,,45,true,ANDROID
2024-06-15,1740435799724621,purchase,user_00328,5263132,za,,Tablet,,bing,brand_sa_q1,/thankyou,,25,0,ANDROID
20240901,1782215109392249,session_start,user_00574,3242481,,Johannesburg,,organic search,,retargeting lapsed,/products,664.01,29,false,web
"March 07, 2024",1700430282748879,login,user_00715,8830977,rsa,Johannesburg,DESKTOP,Direct,google,black friday,/thankyou,,0,True,IOS
19-03-2024,1741462702136085,add_to_cart,user_00114,5863179,south africa,Pretoria,tablet,paid search,(direct),Brand_SA_Q1,,517.94,13,true,web
26/08/2024,1751749688279678,video_start,user_00593,8110526,south africa,,desktop,social,,retargeting lapsed,/checkout,645.83,33,true,web
01-05-2024,1708508664145025,purchase,user_00595,9213004, South Africa,,DESKTOP,Paid Search,facebook,brand_sa_q1,/checkout,,13,FALSE,
20240905,1756739259365622,page_view,user_00601,8304142,za,Durban,Tablet,Organic Search,(direct),Retargeting_Lapsed,/checkout,95.0,11,true,web
07-08-2024,1721293121478259,page_view,user_00615,9902891,south africa,Pretoria,Mobile,Direct,(direct),Awareness_Display_ZA,/,67.45,40,,web
06/02/2024,1771768641180726,,user_00792,8643939,za,Durban,mobile,Paid Search,,UNKNOWN,/checkout,862.66,2,1,WEB
02-09-2024,,search,user_00325,9160215,south africa,Johannesburg,Desktop,,Google,,/checkout,267.26,43,0,
"September 12, 2024",1787901336426891,,user_00013,4870923,rsa,,DESKTOP,,,retargeting lapsed,/products,447.3,,True,
2024-09-20,1751391172520323,begin_checkout,user_00622,8143294, South Africa,Johannesburg,tablet,email,Google,Black Friday 2024,,719.73,46,0,
"June 21, 2024",3388,click,user_00723,2947604,South Africa,,Tablet,,GOOGLE,,/,638.05,24,true,
16/06/2024,1725317924917511,,user_00469,2218647,,Johannesburg,mobile,,(direct),,/checkout,20.29,10,False,IOS
29-12-2024,1723099568530545,search,user_00684,1258895,RSA,Durban,MOBILE,Social,GOOGLE,,,64.68,20,1,
14-06-2024,1754729435864631,click,user_00569,9807112,south africa,Cape Town,MOBILE,ORGANIC_SEARCH,,,,474.09,3,false,Web
20241116,1750996402854238,search,user_00584,1528375,RSA,Cape Town,desktop,Email,facebook,black friday,/thankyou,150.41,28,true,WEB
22/12/2024,1790245688183449,add_to_cart,user_00564,2103404,,Cape Town,Tablet,,google,UNKNOWN,,353.46,26,FALSE,WEB
20240816,1794555217894538,click,user_00583,5424024,RSA,,Mobile,organic search,GOOGLE,,,109.86,44,TRUE,Web
2024-01-24,1740773051401437,login,user_00184,6849981,rsa,,Mobile,,Google,BRAND SA Q1,/thankyou,,41,false,web
"April 14, 2024",1740193673608706,page_view,user_00095,4988092,rsa,Durban,mobile,organic search,google,BRAND SA Q1,/checkout,105.04,5,,IOS
,1770063511322709,search,user_00769,8737255, South Africa,Durban,tablet,Paid Search,GOOGLE,,,,0,,web
"January 04, 2024",1714387584292206,purchase,user_00296,5457029,,Cape Town,,Direct,(direct),retargeting lapsed,/thankyou,623.84,7,,
11-02-2024,1788076502883104,add_to_cart,user_00351,5107596,rsa,,Tablet,(none),GOOGLE,brand_sa_q1,/products,842.6,41,0,ANDROID
2024-01-12,1732518454352430,session_start,user_00303,7631019,ZA,Cape Town,mobile,email,,Black Friday 2024,/thankyou,567.14,27,False,WEB
2024-10-04,,begin_checkout,user_00041,2446166,rsa,,Desktop,email,Google,,,65.13,14,0,IOS
2024-06-30,1775852048344638,video_start,user_00799,2099575,,Cape Town,,(none),Google,,/,153.32,45,,
"September 21, 2024",1789008013271661,purchase,user_00495,8695870,South Africa,,Tablet,social,facebook,,/,176.72,37,False,ANDROID
,1719243269982776,click,user_00118,7895741,za,Johannesburg,tablet,,facebook,Retargeting_Lapsed,/,854.83,46,true,ANDROID
16-02-2024,1784534515978817,purchase,user_00692,9522936,rsa,Pretoria,desktop,Social,facebook,Black Friday 2024,/products,,29,False,
2024-12-12,1720916527868878,session_start,user_00160,4949239,,Cape Town,,,GOOGLE,,/checkout,,48,FALSE,WEB
04-12-2024,1713687371890065,purchase,user_00024,5667795,ZA,Durban,Desktop,Display,,,,282.08,43,true,
2024-05-15,1711196688565934,,user_00238,3909190,za,,Desktop,Paid Search,Google,BRAND SA Q1,,549.97,48,,Web
,1784903294815298,begin_checkout,user_00702,2850254,rsa,,Mobile,display,Google,BRAND SA Q1,/checkout,552.62,31,True,Web
20240115,1793499605739322,scroll,user_00177,181928,rsa,,,Direct,(direct),retargeting lapsed,/,980.03,14,TRUE,web
2024-01-22,1701304641418037,search,user_00440,5295749,,,Mobile,ORGANIC_SEARCH,facebook,,/checkout,,33,0,WEB
20241201,1795275324848736,purchase,user_00451,1489613,ZA,Cape Town,tablet,Organic Search,(direct),Awareness_Display_ZA,/checkout,,45,True,web
20/04/2024,1703384314663858,purchase,user_00140,5931704,za,,,display,(direct),BRAND SA Q1,/checkout,,6,false,WEB
20240731,1766004158336919,page_view,user_00788,735526,,,desktop,Direct,GOOGLE,,/thankyou,,13,true,
20240208,1711942421508777,purchase,user_00792,4653823,,Durban,,Email,,Black Friday 2024,,660.35,29,0,IOS
29/03/2024,1753303572793500,search,user_00046,1039232,,,Tablet,organic search,GOOGLE,black friday,/,496.92,36,,
08/05/2024,1777942068775740,session_start,user_00675,8645743,,Cape Town,desktop,Organic Search,google,,/products,33.3,6,true,
07-12-2024,1708735590117048,login,user_00253,4348454,South Africa,Cape Town,mobile,,bing,Retargeting_Lapsed,/,177.14,9,True,ANDROID
2024-10-01,1710945235414147,search,user_00168,2437415,South Africa,,,direct,,Brand_SA_Q1,/checkout,45.82,31,0,ANDROID
20240320,1784395635517144,click,,4668183,rsa,,Mobile,direct,Google,Retargeting_Lapsed,/products,720.38,35,False,WEB
2024-02-05,6688,scroll,user_00560,4319062, South Africa,Durban,MOBILE,Social,,black friday,/,,45,false,
2024-04-25,1753027581543074,purchase,user_00305,3429523,ZA,,DESKTOP,Paid Search,google,,/checkout,,34,0,ANDROID
2024-08-14,1717782390840711,video_start,user_00276,3644687,rsa,Cape Town,Tablet,email,facebook,,,232.02,28,False,web
04/10/2024,1783015878408119,click,user_00431,6095537,ZA,,mobile,display,(direct),,/products,384.36,50,false,WEB
2024-02-04,1730539488819674,begin_checkout,user_00584,72628,south africa,,Tablet,Display,Google,Awareness_Display_ZA,/thankyou,,6,0,
20241129,1716244109625981,login,user_00467,1429793,ZA,,,,bing,,/products,,4,FALSE,
2024-07-22,1706224214939273,click,user_00770,3017813,RSA,,desktop,(none),,brand_sa_q1,/,404.07,9,,
,,login,user_00504,1739601,RSA,,tablet,,,Retargeting_Lapsed,/,31.88,22,FALSE,web
20240103,1740285551291456,login,user_00621,7854516,RSA,,Mobile,,,brand_sa_q1,/thankyou,,21,TRUE,
2024-08-16,1775999963675671,,user_00718,9050591,south africa,,,Email,Google,Awareness_Display_ZA,,429.09,0,FALSE,IOS
"July 19, 2024",1714171821574025,search,user_00269,9838719,ZA,Durban,,,facebook,,/checkout,,32,0,web
"April 01, 2024",1732326332601758,scroll,user_00239,1295343, South Africa,Durban,mobile,Display,GOOGLE,Retargeting_Lapsed,/checkout,874.37,23,False,WEB
2024-06-14,1799779271806466,,user_00213,1306085,south africa,Pretoria,mobile,social,Google,retargeting lapsed,/products,898.56,5,FALSE,web
"June 26, 2024",1710176263968527,purchase,user_00213,3396747,,Johannesburg,,social,google,,/thankyou,746.45,13,True,WEB
20241122,1714932440857904,add_to_cart,user_00149,5273105,,Johannesburg,,direct,Google,,/checkout,599.64,44,true,WEB
22-03-2024,1773905749351404,session_start,user_00738,6149237,ZA,Pretoria,,ORGANIC_SEARCH,bing,,/products,739.53,5,,ANDROID
11/10/2024,1769285399963507,purchase,user_00714,1128763,,,,Display,GOOGLE,,,792.67,47,False,
"June 23, 2024",1754854773787969,video_start,user_00444,1041653,RSA,,Desktop,Organic Search,bing,,,,13,1,
28/07/2024,1743986906894707,click,user_00572,4778280,ZA,,Mobile,Paid Search,GOOGLE,UNKNOWN,/thankyou,,,False,web
20240118,1730263416710385,page_view,user_00782,900697,rsa,Cape Town,mobile,Email,(direct),black friday,/thankyou,223.85,31,,web
2024-09-05,1718069467551568,search,user_00088,7099077,,,Mobile,Direct,,,/,70.92,13,true,WEB
2024-11-24,5671,scroll,user_00063,3697477,,Cape Town,,Direct,google,,/thankyou,214.58,46,FALSE,Web
