customer_id,first_seen_date,province,city,customer_segment,consent_status
CUST-001547,2024-01-17,Western Cape,Paarl,Returning,denied
CUST-001548,2024-02-15,Kwazulu-Natal,Durban,New,denied
CUST-001549,2024-01-16,Kwazulu-Natal,Umhlanga,New,granted
CUST-001550,2024-05-31,Western Cape,Paarl,Vip,granted
CUST-001551,2024-01-10,Western Cape,George,Vip,granted
CUST-001552,2024-02-08,Western Cape,Cape Town,New,granted
CUST-001553,2024-01-27,Kwazulu-Natal,Durban,Returning,granted
CUST-001554,2024-02-24,Gauteng,Soweto,New,granted
CUST-001555,2024-03-30,Free State,Bloemfontein,Returning,granted
CUST-001556,2024-05-10,Kwazulu-Natal,Umhlanga,New,unknown
CUST-001557,2024-05-21,North West,Rustenburg,New,denied
CUST-001558,2024-03-28,Western Cape,Stellenbosch,New,granted
CUST-001559,2024-01-16,Western Cape,Stellenbosch,New,granted
CUST-001560,2024-01-11,Kwazulu-Natal,Pietermaritzburg,Returning,denied
CUST-001561,2024-02-01,Western Cape,Paarl,New,granted
CUST-001562,2024-01-15,Kwazulu-Natal,Pietermaritzburg,Lapsed Reactivated,granted
CUST-001563,2024-05-14,Gauteng,Soweto,Returning,granted
CUST-001564,2024-06-11,Gauteng,Sandton,New,granted
CUST-001565,2024-05-27,Eastern Cape,Gqeberha,New,granted
CUST-001566,2024-03-22,Eastern Cape,Gqeberha,New,granted
CUST-001567,2024-05-19,Northern Cape,Kimberley,New,granted
CUST-001568,2024-05-01,Gauteng,Johannesburg,New,granted
CUST-001569,2024-02-25,Gauteng,Soweto,New,granted
CUST-001570,2024-05-19,Gauteng,Soweto,Returning,granted
CUST-001571,2024-02-16,Western Cape,Stellenbosch,New,granted
CUST-001572,2024-04-22,Western Cape,George,New,granted
CUST-001573,2024-04-11,Mpumalanga,Nelspruit,New,unknown
CUST-001574,2024-01-06,Gauteng,Johannesburg,Returning,granted
CUST-001575,2024-04-28,Gauteng,Sandton,New,granted
CUST-001576,2024-01-05,Gauteng,Pretoria,New,granted
CUST-001577,2024-06-24,Western Cape,Stellenbosch,Lapsed Reactivated,granted
CUST-001578,2024-04-13,Gauteng,Pretoria,Returning,granted
CUST-001579,2024-05-12,Western Cape,George,New,granted
CUST-001580,2024-06-21,Gauteng,Sandton,New,granted
CUST-001581,2024-05-20,Western Cape,Paarl,New,granted
CUST-001582,2024-05-30,Kwazulu-Natal,Pietermaritzburg,New,granted
CUST-001583,2024-05-06,Western Cape,Cape Town,Lapsed Reactivated,granted
CUST-001584,2024-04-12,Western Cape,Cape Town,Returning,granted
CUST-001585,2024-03-01,Gauteng,Pretoria,New,granted
CUST-001586,2024-01-07,Gauteng,Pretoria,Returning,granted
CUST-001587,2024-06-12,Gauteng,Soweto,New,granted
CUST-001588,2024-03-30,Gauteng,Johannesburg,New,granted
CUST-001589,2024-02-11,Gauteng,Johannesburg,New,granted
CUST-001590,2024-01-13,Western Cape,Cape Town,Returning,granted
CUST-001591,2024-06-08,North West,Rustenburg,Returning,denied
CUST-001592,2024-06-09,Western Cape,George,New,granted
CUST-001593,2024-06-25,Western Cape,Paarl,Returning,denied
CUST-001594,2024-02-02,Gauteng,Sandton,New,granted
CUST-001595,2024-03-22,Kwazulu-Natal,Pietermaritzburg,Returning,granted
CUST-001596,2024-02-07,Western Cape,Paarl,New,granted
CUST-001597,2024-06-13,Western Cape,Paarl,New,granted
CUST-001598,2024-03-17,Eastern Cape,East London,Lapsed Reactivated,granted
CUST-001599,2024-03-03,Western Cape,George,Returning,granted
CUST-001600,2024-06-22,Gauteng,Sandton,New,granted
CUST-001601,2024-02-01,Eastern Cape,East London,New,granted
CUST-001602,2024-01-31,Western Cape,George,Returning,granted
CUST-001603,2024-02-17,Western Cape,Paarl,Returning,granted
CUST-001604,2024-05-28,Kwazulu-Natal,Durban,New,granted
CUST-001605,2024-05-10,Gauteng,Sandton,New,granted
CUST-001606,2024-01-25,Eastern Cape,East London,Lapsed Reactivated,denied
CUST-001607,2024-01-03,Free State,Bloemfontein,Vip,granted
CUST-001608,2024-06-19,Free State,Bloemfontein,New,granted
CUST-001609,2024-06-28,Western Cape,Stellenbosch,New,granted
CUST-001610,2024-02-18,Gauteng,Sandton,Returning,granted
CUST-001611,2024-01-17,Western Cape,Cape Town,New,granted
CUST-001612,2024-05-19,Western Cape,Stellenbosch,New,granted
CUST-001613,2024-02-09,Free State,Bloemfontein,New,granted
CUST-001614,2024-01-01,Limpopo,Polokwane,New,granted
CUST-001615,2024-02-01,Gauteng,Johannesburg,New,granted
CUST-001616,2024-06-12,Eastern Cape,Gqeberha,Returning,granted
CUST-001617,2024-06-17,Gauteng,Sandton,New,granted
CUST-001618,2024-04-02,Gauteng,Pretoria,Returning,granted
CUST-001619,2024-04-03,Gauteng,Soweto,New,granted
CUST-001620,2024-04-19,Kwazulu-Natal,Umhlanga,Returning,granted
CUST-001621,2024-03-15,Western Cape,Cape Town,Returning,granted
CUST-001622,2024-02-10,Gauteng,Soweto,New,granted
CUST-001623,2024-02-16,North West,Rustenburg,New,granted
CUST-001624,2024-06-08,Limpopo,Polokwane,New,granted
CUST-001625,2024-04-08,Western Cape,Paarl,Returning,granted
CUST-001626,2024-01-19,Western Cape,Cape Town,New,granted
CUST-001627,2024-05-31,Western Cape,Cape Town,Returning,granted
CUST-001628,2024-03-13,Western Cape,George,Returning,granted
CUST-001629,2024-02-15,Western Cape,Paarl,New,denied
CUST-001630,2024-05-11,Eastern Cape,East London,Vip,granted
CUST-001631,2024-02-24,Gauteng,Pretoria,Returning,granted
CUST-001632,2024-03-30,Gauteng,Johannesburg,New,granted
CUST-001633,2024-03-13,Kwazulu-Natal,Durban,New,granted
CUST-001634,2024-04-27,Gauteng,Johannesburg,Returning,granted
CUST-001635,2024-04-23,Western Cape,Paarl,New,granted
CUST-001636,2024-06-20,Western Cape,Cape Town,Vip,granted
CUST-001637,2024-05-13,Eastern Cape,Gqeberha,New,granted
CUST-001638,2024-01-09,Gauteng,Soweto,New,granted
CUST-001639,2024-02-24,Western Cape,George,New,granted
CUST-001640,2024-05-01,Kwazulu-Natal,Umhlanga,Lapsed Reactivated,granted
CUST-001641,2024-04-12,Gauteng,Johannesburg,New,granted
CUST-001642,2024-06-18,Western Cape,Cape Town,New,denied
CUST-001643,2024-06-09,Western Cape,George,Returning,denied
CUST-001644,2024-06-05,Gauteng,Johannesburg,Lapsed Reactivated,granted
CUST-001645,2024-05-04,Limpopo,Polokwane,New,denied
CUST-001646,2024-02-04,Western Cape,George,New,denied
CUST-001647,2024-01-27,Western Cape,George,New,granted
CUST-001648,2024-02-08,Kwazulu-Natal,Umhlanga,New,granted
CUST-001649,2024-05-05,Gauteng,Pretoria,New,granted
CUST-001650,2024-03-22,Kwazulu-Natal,Umhlanga,New,granted
CUST-001651,2024-04-09,Northern Cape,Kimberley,New,granted
CUST-001652,2024-01-15,Northern Cape,Kimberley,New,granted
CUST-001653,2024-05-29,Western Cape,George,Returning,granted
CUST-001654,2024-03-20,Western Cape,Stellenbosch,New,granted
CUST-001655,2024-02-01,Gauteng,Soweto,Returning,granted
CUST-001656,2024-04-04,Western Cape,Stellenbosch,New,unknown
CUST-001657,2024-05-12,North West,Rustenburg,New,denied
CUST-001658,2024-06-02,Kwazulu-Natal,Durban,New,unknown
CUST-001659,2024-02-27,Gauteng,Soweto,New,denied
CUST-001660,2024-01-25,Western Cape,Paarl,Vip,denied
CUST-001661,2024-01-01,Limpopo,Polokwane,New,denied
CUST-001662,2024-06-05,Mpumalanga,Nelspruit,New,denied
CUST-001663,2024-04-04,North West,Rustenburg,Returning,denied
CUST-001664,2024-06-26,Gauteng,Pretoria,Vip,granted
CUST-001665,2024-03-02,Gauteng,Sandton,New,granted
CUST-001666,2024-06-01,Northern Cape,Kimberley,New,granted
CUST-001667,2024-06-21,Gauteng,Pretoria,New,granted
CUST-001668,2024-01-27,Free State,Bloemfontein,New,granted
CUST-001669,2024-04-05,Kwazulu-Natal,Umhlanga,New,granted
CUST-001670,2024-03-15,Kwazulu-Natal,Pietermaritzburg,New,granted
CUST-001671,2024-06-09,Gauteng,Soweto,Vip,denied
CUST-001672,2024-04-16,Western Cape,Paarl,New,granted
CUST-001673,2024-03-29,Kwazulu-Natal,Durban,New,granted
CUST-001674,2024-02-29,Western Cape,George,Returning,granted
CUST-001675,2024-05-08,Gauteng,Sandton,New,denied
CUST-001676,2024-03-20,Limpopo,Polokwane,Returning,denied
CUST-001677,2024-05-19,Kwazulu-Natal,Durban,New,denied
CUST-001678,2024-01-23,Western Cape,George,Returning,granted
CUST-001679,2024-03-13,Kwazulu-Natal,Umhlanga,New,denied
CUST-001680,2024-01-24,Western Cape,Stellenbosch,New,granted
CUST-001681,2024-04-23,Northern Cape,Kimberley,Returning,granted
CUST-001682,2024-01-06,Gauteng,Johannesburg,New,granted
CUST-001683,2024-04-17,Western Cape,Paarl,New,granted
CUST-001684,2024-05-07,Eastern Cape,East London,Lapsed Reactivated,unknown
CUST-001685,2024-04-13,Western Cape,Paarl,New,granted
CUST-001686,2024-02-27,Kwazulu-Natal,Umhlanga,New,granted
CUST-001687,2024-05-02,Gauteng,Soweto,New,granted
CUST-001688,2024-03-27,Gauteng,Soweto,Returning,granted
CUST-001689,2024-06-16,Western Cape,Cape Town,New,granted
CUST-001690,2024-04-07,Gauteng,Johannesburg,New,granted
CUST-001691,2024-02-11,Western Cape,Paarl,New,granted
CUST-001692,2024-04-14,Western Cape,Paarl,Returning,granted
CUST-001693,2024-06-02,Gauteng,Johannesburg,New,granted
CUST-001694,2024-01-21,Western Cape,George,Returning,granted
CUST-001695,2024-06-20,Eastern Cape,East London,Vip,granted
CUST-001696,2024-02-19,Western Cape,Paarl,Returning,granted
CUST-001697,2024-01-09,Gauteng,Soweto,New,granted
CUST-001698,2024-01-26,North West,Rustenburg,New,unknown
CUST-001699,2024-05-30,Western Cape,George,New,granted
CUST-001700,2024-03-24,Kwazulu-Natal,Umhlanga,New,granted
CUST-001701,2024-06-20,Western Cape,Stellenbosch,New,granted
CUST-001702,2024-05-12,Western Cape,Stellenbosch,New,granted
CUST-001703,2024-02-28,North West,Rustenburg,New,granted
CUST-001704,2024-01-14,Western Cape,George,New,granted
CUST-001705,2024-01-03,Limpopo,Polokwane,New,denied
CUST-001706,2024-03-21,Eastern Cape,East London,Vip,denied
CUST-001707,2024-03-16,Western Cape,Stellenbosch,New,granted
CUST-001708,2024-06-16,Western Cape,Cape Town,Returning,granted
CUST-001709,2024-04-29,Gauteng,Sandton,New,granted
CUST-001710,2024-02-04,Western Cape,Stellenbosch,Returning,denied
CUST-001711,2024-06-19,Western Cape,Cape Town,New,denied
CUST-001712,2024-04-19,Gauteng,Sandton,New,granted
CUST-001713,2024-02-01,Western Cape,Stellenbosch,Returning,granted
CUST-001714,2024-03-01,Gauteng,Sandton,New,granted
CUST-001715,2024-02-24,Gauteng,Pretoria,Returning,denied
CUST-001716,2024-01-26,Mpumalanga,Nelspruit,Lapsed Reactivated,granted
CUST-001717,2024-05-20,Gauteng,Sandton,New,granted
CUST-001718,2024-01-13,Kwazulu-Natal,Durban,New,denied
CUST-001719,2024-06-01,Western Cape,Paarl,Vip,denied
CUST-001720,2024-05-04,Limpopo,Polokwane,New,granted
CUST-001721,2024-01-14,Western Cape,George,New,granted
CUST-001722,2024-03-14,Northern Cape,Kimberley,Returning,granted
CUST-001723,2024-05-06,Western Cape,George,New,granted
CUST-001724,2024-03-31,Gauteng,Johannesburg,New,granted
CUST-001725,2024-06-23,Gauteng,Pretoria,Lapsed Reactivated,granted
CUST-001726,2024-04-06,Western Cape,Paarl,New,denied
CUST-001727,2024-05-12,Kwazulu-Natal,Umhlanga,New,denied
CUST-001728,2024-05-26,Kwazulu-Natal,Durban,New,granted
CUST-001729,2024-04-09,Eastern Cape,East London,New,denied
CUST-001730,2024-05-18,Gauteng,Pretoria,New,granted
CUST-001731,2024-04-19,Western Cape,Paarl,New,denied
CUST-001732,2024-03-24,Gauteng,Johannesburg,New,denied
CUST-001733,2024-04-19,Kwazulu-Natal,Durban,New,granted
CUST-001734,2024-02-22,Western Cape,Paarl,New,granted
CUST-001735,2024-03-04,Eastern Cape,Gqeberha,New,granted
CUST-001736,2024-03-03,Free State,Bloemfontein,New,denied
CUST-001737,2024-04-24,Kwazulu-Natal,Durban,New,granted
CUST-001738,2024-04-14,Western Cape,Stellenbosch,Returning,granted
CUST-001739,2024-04-18,Western Cape,Paarl,New,granted
CUST-001740,2024-06-04,Gauteng,Pretoria,Returning,granted
CUST-001741,2024-03-16,Gauteng,Sandton,Lapsed Reactivated,granted
CUST-001742,2024-03-21,Gauteng,Johannesburg,New,granted
CUST-001743,2024-02-23,Gauteng,Sandton,Returning,granted
CUST-001744,2024-04-29,Western Cape,Stellenbosch,New,granted
CUST-001745,2024-02-12,Western Cape,Paarl,New,granted
CUST-001746,2024-04-03,Eastern Cape,Gqeberha,New,granted
CUST-001747,2024-03-23,Gauteng,Johannesburg,Returning,granted
CUST-001748,2024-06-22,Limpopo,Polokwane,New,granted
CUST-001749,2024-02-28,Gauteng,Pretoria,New,denied
CUST-001750,2024-06-02,Gauteng,Johannesburg,New,granted
CUST-001751,2024-06-08,Western Cape,Stellenbosch,New,granted
CUST-001752,2024-04-01,Western Cape,Paarl,New,unknown
CUST-001753,2024-02-19,Western Cape,Paarl,New,granted
CUST-001754,2024-06-22,Gauteng,Soweto,Returning,granted
CUST-001755,2024-04-24,Western Cape,Stellenbosch,New,granted
CUST-001756,2024-04-11,Western Cape,Paarl,Returning,granted
CUST-001757,2024-06-16,Kwazulu-Natal,Pietermaritzburg,Returning,granted
CUST-001758,2024-03-06,Free State,Bloemfontein,New,granted
CUST-001759,2024-03-07,Gauteng,Sandton,Returning,granted
CUST-001760,2024-02-19,Gauteng,Soweto,Vip,granted
CUST-001761,2024-03-25,Eastern Cape,Gqeberha,New,denied
CUST-001762,2024-01-14,Limpopo,Polokwane,Returning,granted
CUST-001763,2024-02-22,Kwazulu-Natal,Pietermaritzburg,New,granted
CUST-001764,2024-04-09,Western Cape,Stellenbosch,Lapsed Reactivated,denied
CUST-001765,2024-01-01,Gauteng,Pretoria,Lapsed Reactivated,granted
CUST-001766,2024-06-05,Gauteng,Johannesburg,Returning,granted
CUST-001767,2024-01-10,Free State,Bloemfontein,Returning,granted
CUST-001768,2024-05-07,Western Cape,Paarl,New,denied
CUST-001769,2024-04-23,Eastern Cape,Gqeberha,Returning,granted
CUST-001770,2024-01-03,Gauteng,Johannesburg,Returning,granted
CUST-001771,2024-03-13,Gauteng,Soweto,Returning,granted
CUST-001772,2024-03-11,Gauteng,Johannesburg,New,granted
CUST-001773,2024-04-14,Limpopo,Polokwane,New,granted
CUST-001774,2024-01-26,Free State,Bloemfontein,New,denied
CUST-001775,2024-06-16,Western Cape,George,Returning,granted
CUST-001776,2024-05-26,Western Cape,Cape Town,New,granted
CUST-001777,2024-05-08,Gauteng,Sandton,New,denied
CUST-001778,2024-01-20,Western Cape,George,New,granted
CUST-001779,2024-02-21,Limpopo,Polokwane,New,denied
CUST-001780,2024-06-29,Gauteng,Soweto,New,granted
CUST-001781,2024-01-14,North West,Rustenburg,New,denied
CUST-001782,2024-03-06,Kwazulu-Natal,Pietermaritzburg,Returning,denied
CUST-001783,2024-04-08,Western Cape,Cape Town,New,granted
CUST-001784,2024-06-02,Eastern Cape,Gqeberha,New,granted
CUST-001785,2024-05-03,Gauteng,Johannesburg,New,granted
CUST-001786,2024-01-26,Gauteng,Sandton,Lapsed Reactivated,granted
CUST-001787,2024-05-11,Gauteng,Johannesburg,Returning,granted
CUST-001788,2024-01-10,Western Cape,Cape Town,New,granted
CUST-001789,2024-03-29,Gauteng,Johannesburg,Vip,granted
CUST-001790,2024-03-21,Limpopo,Polokwane,New,granted
CUST-001791,2024-04-30,Western Cape,Paarl,New,granted
CUST-001792,2024-06-19,Western Cape,Cape Town,Returning,denied
CUST-001793,2024-03-08,Western Cape,Cape Town,New,denied
CUST-001794,2024-06-26,Western Cape,Cape Town,New,granted
CUST-001795,2024-06-18,Western Cape,George,Returning,denied
CUST-001796,2024-03-02,Western Cape,George,New,denied
CUST-001797,2024-06-25,Gauteng,Pretoria,New,granted
CUST-001798,2024-01-09,Kwazulu-Natal,Durban,New,denied
CUST-001799,2024-02-02,Kwazulu-Natal,Pietermaritzburg,New,granted
CUST-001800,2024-03-27,Gauteng,Johannesburg,New,granted
CUST-001801,2024-03-20,Western Cape,Stellenbosch,Returning,granted
CUST-001802,2024-05-04,Kwazulu-Natal,Pietermaritzburg,New,granted
CUST-001803,2024-06-04,Kwazulu-Natal,Durban,Lapsed Reactivated,granted
CUST-001804,2024-02-24,Gauteng,Sandton,New,denied
CUST-001805,2024-01-26,Gauteng,Pretoria,New,granted
CUST-001806,2024-05-09,Kwazulu-Natal,Pietermaritzburg,New,granted
CUST-001807,2024-04-14,Western Cape,Stellenbosch,New,unknown
CUST-001808,2024-02-28,Eastern Cape,East London,Returning,granted
CUST-001809,2024-01-17,Limpopo,Polokwane,New,granted
CUST-001810,2024-01-25,Kwazulu-Natal,Umhlanga,New,granted
CUST-001811,2024-04-14,Mpumalanga,Nelspruit,New,granted
CUST-001812,2024-02-11,Kwazulu-Natal,Pietermaritzburg,Returning,granted
CUST-001813,2024-05-11,Eastern Cape,Gqeberha,Lapsed Reactivated,denied
CUST-001814,2024-02-23,Kwazulu-Natal,Pietermaritzburg,New,granted
CUST-001815,2024-05-24,Western Cape,Paarl,New,granted
CUST-001816,2024-02-26,Western Cape,George,Returning,granted
CUST-001817,2024-04-20,Gauteng,Johannesburg,Vip,granted
CUST-001818,2024-02-03,Western Cape,Paarl,Returning,granted
CUST-001819,2024-04-17,Kwazulu-Natal,Umhlanga,New,granted
CUST-001820,2024-06-22,Gauteng,Johannesburg,New,denied
CUST-001821,2024-06-05,Kwazulu-Natal,Durban,Returning,denied
CUST-001822,2024-02-28,Free State,Bloemfontein,Returning,granted
CUST-001823,2024-01-01,Gauteng,Sandton,New,granted
CUST-001824,2024-05-12,Western Cape,George,Returning,granted
CUST-001825,2024-03-18,Gauteng,Pretoria,Returning,granted
CUST-001826,2024-02-29,Kwazulu-Natal,Umhlanga,New,granted
CUST-001827,2024-01-06,Western Cape,Stellenbosch,Returning,granted
CUST-001828,2024-01-18,Western Cape,Paarl,New,granted
CUST-001829,2024-01-20,North West,Rustenburg,Lapsed Reactivated,granted
CUST-001830,2024-06-13,Kwazulu-Natal,Pietermaritzburg,New,denied
CUST-001831,2024-04-12,Gauteng,Johannesburg,New,granted
CUST-001832,2024-01-02,Western Cape,Stellenbosch,Returning,granted
CUST-001833,2024-01-25,Western Cape,George,Returning,granted
CUST-001834,2024-01-19,Kwazulu-Natal,Pietermaritzburg,New,granted
CUST-001835,2024-05-09,Gauteng,Sandton,Vip,denied
CUST-001836,2024-03-13,Gauteng,Soweto,New,granted
CUST-001837,2024-05-26,Northern Cape,Kimberley,New,granted
CUST-001838,2024-02-27,Kwazulu-Natal,Durban,Returning,granted
CUST-001839,2024-05-30,Free State,Bloemfontein,Returning,granted
CUST-001840,2024-01-20,Western Cape,Stellenbosch,New,denied
CUST-001841,2024-01-05,Limpopo,Polokwane,Lapsed Reactivated,granted
CUST-001842,2024-02-04,Kwazulu-Natal,Umhlanga,Returning,denied
CUST-001843,2024-04-29,Mpumalanga,Nelspruit,New,granted
CUST-001844,2024-06-14,Western Cape,Cape Town,New,granted
CUST-001845,2024-04-22,Western Cape,Stellenbosch,New,granted
CUST-001846,2024-06-05,Free State,Bloemfontein,New,granted
CUST-001847,2024-03-11,Gauteng,Soweto,New,granted
CUST-001848,2024-06-21,North West,Rustenburg,New,granted
CUST-001849,2024-01-23,North West,Rustenburg,New,granted
CUST-001850,2024-05-01,Gauteng,Johannesburg,New,denied
CUST-001851,2024-06-20,Kwazulu-Natal,Pietermaritzburg,Returning,granted
CUST-001852,2024-03-22,Free State,Bloemfontein,Vip,granted
CUST-001853,2024-02-22,Gauteng,Pretoria,Lapsed Reactivated,granted
CUST-001854,2024-06-15,Gauteng,Pretoria,Lapsed Reactivated,granted
CUST-001855,2024-06-06,Western Cape,Cape Town,New,granted
CUST-001856,2024-01-31,Western Cape,Paarl,Returning,granted
CUST-001857,2024-05-21,Western Cape,Cape Town,New,denied
CUST-001858,2024-01-16,Kwazulu-Natal,Pietermaritzburg,New,granted
CUST-001859,2024-04-11,Gauteng,Johannesburg,New,granted
CUST-001860,2024-05-06,Gauteng,Johannesburg,New,granted
CUST-001861,2024-02-17,Eastern Cape,Gqeberha,New,granted
CUST-001862,2024-05-16,Gauteng,Johannesburg,Vip,granted
CUST-001863,2024-01-21,Western Cape,Stellenbosch,Returning,granted
CUST-001864,2024-04-27,Free State,Bloemfontein,New,unknown
CUST-001865,2024-03-04,Gauteng,Pretoria,New,granted
CUST-001866,2024-05-16,Gauteng,Pretoria,New,granted
CUST-001867,2024-02-24,Kwazulu-Natal,Pietermaritzburg,Returning,denied
CUST-001868,2024-01-19,Eastern Cape,East London,New,granted
CUST-001869,2024-05-27,Limpopo,Polokwane,New,unknown
CUST-001870,2024-02-01,Gauteng,Soweto,New,denied
CUST-001871,2024-04-07,Western Cape,George,New,granted
CUST-001872,2024-06-13,Gauteng,Sandton,Vip,granted
CUST-001873,2024-02-20,North West,Rustenburg,New,granted
CUST-001874,2024-05-23,Western Cape,Cape Town,Returning,granted
CUST-001875,2024-06-19,Western Cape,George,New,granted
CUST-001876,2024-04-09,Gauteng,Soweto,Returning,granted
CUST-001877,2024-02-14,Kwazulu-Natal,Durban,Returning,granted
CUST-001878,2024-02-11,Gauteng,Sandton,New,granted
CUST-001879,2024-04-03,Mpumalanga,Nelspruit,New,unknown
CUST-001880,2024-05-10,Eastern Cape,East London,Vip,denied
CUST-001881,2024-06-02,Eastern Cape,Gqeberha,Lapsed Reactivated,granted
CUST-001882,2024-05-09,Gauteng,Sandton,Lapsed Reactivated,granted
CUST-001883,2024-03-14,North West,Rustenburg,New,denied
CUST-001884,2024-06-04,Gauteng,Sandton,New,denied
CUST-001885,2024-01-14,Gauteng,Johannesburg,New,denied
CUST-001886,2024-05-23,Gauteng,Johannesburg,New,granted
CUST-001887,2024-02-29,Northern Cape,Kimberley,New,granted
CUST-001888,2024-04-25,Gauteng,Johannesburg,New,granted
CUST-001889,2024-01-23,Kwazulu-Natal,Durban,New,granted
CUST-001890,2024-02-27,Free State,Bloemfontein,Lapsed Reactivated,granted
CUST-001891,2024-01-10,Western Cape,Cape Town,Returning,unknown
CUST-001892,2024-06-11,Western Cape,Stellenbosch,New,granted
CUST-001893,2024-01-18,Gauteng,Pretoria,New,granted
CUST-001894,2024-02-10,Kwazulu-Natal,Durban,New,denied
CUST-001895,2024-05-28,Western Cape,Stellenbosch,New,granted
CUST-001896,2024-04-29,Western Cape,George,Returning,granted
CUST-001897,2024-01-13,Western Cape,Stellenbosch,New,granted
CUST-001898,2024-01-30,Free State,Bloemfontein,Returning,granted
CUST-001899,2024-05-27,Western Cape,Stellenbosch,New,granted
CUST-001900,2024-02-22,Gauteng,Sandton,New,granted
CUST-001901,2024-03-11,Gauteng,Sandton,New,granted
CUST-001902,2024-04-19,Gauteng,Soweto,Returning,denied
CUST-001903,2024-05-23,Western Cape,Paarl,New,granted
CUST-001904,2024-02-19,Western Cape,Stellenbosch,New,granted
CUST-001905,2024-04-28,Limpopo,Polokwane,New,denied
CUST-001906,2024-04-12,Western Cape,Paarl,Vip,granted
CUST-001907,2024-05-26,Western Cape,George,New,granted
CUST-001908,2024-01-04,Western Cape,George,New,granted
CUST-001909,2024-05-04,Western Cape,Stellenbosch,New,granted
CUST-001910,2024-04-17,Kwazulu-Natal,Durban,New,granted
CUST-001911,2024-05-19,Western Cape,Cape Town,Returning,denied
CUST-001912,2024-05-29,Gauteng,Soweto,New,granted
CUST-001913,2024-06-10,Gauteng,Sandton,New,granted
CUST-001914,2024-06-30,Northern Cape,Kimberley,New,unknown
CUST-001915,2024-04-22,Gauteng,Soweto,New,granted
CUST-001916,2024-05-03,Western Cape,Paarl,Returning,granted
CUST-001917,2024-04-30,Western Cape,Stellenbosch,New,denied
CUST-001918,2024-06-23,Western Cape,Cape Town,New,granted
CUST-001919,2024-03-25,Western Cape,Cape Town,Returning,granted
CUST-001920,2024-06-24,Western Cape,Stellenbosch,New,granted
CUST-001921,2024-04-19,Western Cape,George,New,denied
CUST-001922,2024-04-02,Gauteng,Johannesburg,New,denied
CUST-001923,2024-03-03,Gauteng,Soweto,New,granted
CUST-001924,2024-06-26,Gauteng,Pretoria,New,granted
CUST-001925,2024-02-07,Gauteng,Johannesburg,New,granted
CUST-001926,2024-06-20,Western Cape,Stellenbosch,New,granted
CUST-001927,2024-01-27,Gauteng,Soweto,New,granted
CUST-001928,2024-04-22,Gauteng,Pretoria,Returning,granted
CUST-001929,2024-06-26,Western Cape,Paarl,New,granted
CUST-001930,2024-02-04,Western Cape,Stellenbosch,New,granted
CUST-001931,2024-04-01,Free State,Bloemfontein,New,denied
CUST-001932,2024-06-02,Kwazulu-Natal,Umhlanga,New,granted
CUST-001933,2024-05-30,Gauteng,Johannesburg,Returning,granted
CUST-001934,2024-03-20,Kwazulu-Natal,Durban,Returning,unknown
CUST-001935,2024-05-12,Mpumalanga,Nelspruit,New,granted
CUST-001936,2024-04-14,Kwazulu-Natal,Durban,Returning,granted
CUST-001937,2024-05-16,Western Cape,Cape Town,New,denied
CUST-001938,2024-01-02,Western Cape,Cape Town,New,granted
CUST-001939,2024-01-29,Western Cape,Stellenbosch,New,denied
CUST-001940,2024-05-28,Western Cape,George,New,granted
CUST-001941,2024-02-29,Gauteng,Pretoria,New,granted
CUST-001942,2024-06-04,Kwazulu-Natal,Durban,New,denied
CUST-001943,2024-06-14,Kwazulu-Natal,Umhlanga,New,denied
CUST-001944,2024-01-05,Eastern Cape,East London,New,granted
CUST-001945,2024-06-21,Western Cape,George,New,granted
CUST-001946,2024-04-03,Gauteng,Pretoria,New,granted
CUST-001947,2024-05-12,Western Cape,Paarl,New,granted
CUST-001948,2024-05-15,Western Cape,Stellenbosch,Returning,granted
CUST-001949,2024-04-27,Kwazulu-Natal,Pietermaritzburg,Returning,granted
CUST-001950,2024-05-14,Western Cape,George,New,denied
CUST-001951,2024-03-29,Gauteng,Johannesburg,New,granted
CUST-001952,2024-01-20,Western Cape,Paarl,Returning,granted
CUST-001953,2024-04-28,Gauteng,Pretoria,Returning,granted
CUST-001954,2024-02-16,Gauteng,Pretoria,Returning,granted
CUST-001955,2024-03-21,Mpumalanga,Nelspruit,New,granted
CUST-001956,2024-05-08,Western Cape,Paarl,Lapsed Reactivated,granted
CUST-001957,2024-06-15,Western Cape,Cape Town,New,granted
CUST-001958,2024-02-06,North West,Rustenburg,Returning,granted
CUST-001959,2024-06-25,Limpopo,Polokwane,New,denied
CUST-001960,2024-02-20,Western Cape,Cape Town,New,granted
CUST-001961,2024-03-24,Western Cape,George,New,granted
CUST-001962,2024-06-17,Gauteng,Sandton,New,granted
CUST-001963,2024-01-12,Mpumalanga,Nelspruit,New,granted
CUST-001964,2024-04-10,Western Cape,George,New,denied
CUST-001965,2024-04-20,Eastern Cape,Gqeberha,New,granted
CUST-001966,2024-02-15,Western Cape,George,Returning,granted
CUST-001967,2024-02-01,Gauteng,Sandton,New,granted
CUST-001968,2024-03-18,Limpopo,Polokwane,New,granted
CUST-001969,2024-04-20,Free State,Bloemfontein,Returning,denied
CUST-001970,2024-05-09,Kwazulu-Natal,Durban,New,granted
CUST-001971,2024-04-18,Gauteng,Sandton,New,granted
CUST-001972,2024-03-19,Kwazulu-Natal,Umhlanga,Lapsed Reactivated,granted
CUST-001973,2024-04-16,Free State,Bloemfontein,New,granted
