touchpoint_id,order_id,customer_id,touchpoint_date,channel,campaign_name,attribution_model,attributed_conversion,view_through_flag
TP-003177,ORD-2024-003177,CUST-003706,2024-06-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003181,ORD-2024-003181,CUST-005134,2024-04-08,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003193,ORD-2024-003193,CUST-004254,2024-05-03,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003198,ORD-2024-003198,CUST-004503,2024-06-08,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003199,ORD-2024-003199,CUST-002849,2024-03-13,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003200,ORD-2024-003200,CUST-007336,2024-03-02,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003207,ORD-2024-003207,CUST-005436,2024-04-04,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003220,ORD-2024-003220,CUST-004990,2024-06-21,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003224,ORD-2024-003224,CUST-001043,2024-05-05,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003227,ORD-2024-003227,CUST-006524,2024-03-19,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003235,ORD-2024-003235,CUST-008105,2024-02-21,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003239,ORD-2024-003239,CUST-009117,2024-04-28,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003241,ORD-2024-003241,CUST-009430,2024-04-24,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003243,ORD-2024-003243,CUST-004477,2024-02-25,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003246,ORD-2024-003246,CUST-007685,2024-04-06,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003257,ORD-2024-003257,CUST-008442,2024-04-23,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003258,ORD-2024-003258,CUST-002040,2024-06-28,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003259,ORD-2024-003259,CUST-001826,2024-03-17,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003261,ORD-2024-003261,CUST-002963,2024-03-14,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003262,ORD-2024-003262,CUST-002153,2024-04-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003263,ORD-2024-003263,CUST-004801,2024-05-05,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003265,ORD-2024-003265,CUST-001471,2024-05-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003272,ORD-2024-003272,CUST-004699,2024-06-19,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003294,ORD-2024-003294,CUST-010064,2024-02-09,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003295,ORD-2024-003295,CUST-000974,2024-05-05,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-003301,ORD-2024-003301,CUST-008798,2024-06-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003303,ORD-2024-003303,CUST-005366,2024-03-08,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003305,ORD-2024-003305,CUST-002340,2024-02-02,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-003308,ORD-2024-003308,CUST-005896,2024-06-05,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003309,ORD-2024-003309,CUST-006881,2024-05-23,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003316,ORD-2024-003316,CUST-004039,2024-03-10,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003323,ORD-2024-003323,CUST-001766,2024-04-23,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003339,ORD-2024-003339,CUST-007455,2024-04-27,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003343,ORD-2024-003343,CUST-005496,2023-12-30,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003346,ORD-2024-003346,CUST-005805,2024-03-25,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003353,ORD-2024-003353,CUST-010196,2024-02-14,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003372,ORD-2024-003372,CUST-005817,2024-05-11,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003375,ORD-2024-003375,CUST-009797,2024-05-03,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003393,ORD-2024-003393,CUST-001901,2024-01-02,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003397,ORD-2024-003397,CUST-008288,2024-04-29,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003403,ORD-2024-003403,CUST-008156,2024-06-11,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003419,ORD-2024-003419,CUST-005887,2024-04-21,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003426,ORD-2024-003426,CUST-000101,2024-05-31,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003429,ORD-2024-003429,CUST-001253,2024-03-31,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003440,ORD-2024-003440,CUST-009107,2024-05-04,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003446,ORD-2024-003446,CUST-008514,2024-03-07,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003458,ORD-2024-003458,CUST-004351,2024-04-07,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-003461,ORD-2024-003461,CUST-002135,2024-06-17,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003464,ORD-2024-003464,CUST-006573,2024-04-09,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003468,ORD-2024-003468,CUST-009528,2024-04-04,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-003478,ORD-2024-003478,CUST-006461,2024-04-17,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003486,ORD-2024-003486,CUST-005905,2024-01-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003496,ORD-2024-003496,CUST-006474,2024-02-07,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003498,ORD-2024-003498,CUST-002735,2024-03-18,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-003501,ORD-2024-003501,CUST-002317,2024-06-06,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003507,ORD-2024-003507,CUST-002505,2024-04-24,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003509,ORD-2024-003509,CUST-009531,2024-03-31,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003524,ORD-2024-003524,CUST-000134,2024-04-28,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003526,ORD-2024-003526,CUST-007294,2024-01-25,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003528,ORD-2024-003528,CUST-004239,2024-05-10,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-003535,ORD-2024-003535,CUST-005617,2024-03-24,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003545,ORD-2024-003545,CUST-003929,2024-05-04,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-003547,ORD-2024-003547,CUST-005130,2024-04-10,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003548,ORD-2024-003548,CUST-005379,2024-05-25,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-003555,ORD-2024-003555,CUST-004325,2024-04-02,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003567,ORD-2024-003567,CUST-002588,2024-02-09,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003568,ORD-2024-003568,CUST-002653,2024-06-25,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003577,ORD-2024-003577,CUST-002266,2024-01-21,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003583,ORD-2024-003583,CUST-007933,2024-02-14,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003585,ORD-2024-003585,CUST-004906,2024-02-05,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003586,ORD-2024-003586,CUST-008037,2023-12-30,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003596,ORD-2024-003596,CUST-001311,2024-03-22,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003597,ORD-2024-003597,CUST-004360,2024-03-25,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003601,ORD-2024-003601,CUST-007214,2024-03-26,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003621,ORD-2024-003621,CUST-001134,2024-06-30,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003622,ORD-2024-003622,CUST-007215,2024-05-23,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003632,ORD-2024-003632,CUST-007850,2024-03-30,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003640,ORD-2024-003640,CUST-003403,2024-04-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003647,ORD-2024-003647,CUST-006353,2024-06-11,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003655,ORD-2024-003655,CUST-006976,2024-05-15,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003658,ORD-2024-003658,CUST-007038,2024-02-14,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003659,ORD-2024-003659,CUST-009016,2024-02-17,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003669,ORD-2024-003669,CUST-004163,2024-03-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003674,ORD-2024-003674,CUST-005878,2024-03-27,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003677,ORD-2024-003677,CUST-007643,2024-02-10,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003710,ORD-2024-003710,CUST-007877,2024-02-10,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003712,ORD-2024-003712,CUST-002703,2024-03-06,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003715,ORD-2024-003715,CUST-005579,2024-05-15,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003723,ORD-2024-003723,CUST-003850,2024-03-20,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003726,ORD-2024-003726,CUST-004601,2024-01-14,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003732,ORD-2024-003732,CUST-000151,2024-02-11,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003736,ORD-2024-003736,CUST-002175,2024-04-02,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003745,ORD-2024-003745,CUST-006790,2024-04-30,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003756,ORD-2024-003756,CUST-003002,2024-03-20,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003757,ORD-2024-003757,CUST-004834,2024-01-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003766,ORD-2024-003766,CUST-001233,2024-04-17,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003775,ORD-2024-003775,CUST-007213,2024-04-24,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003777,ORD-2024-003777,CUST-008779,2024-02-08,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003778,ORD-2024-003778,CUST-000829,2024-04-01,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003800,ORD-2024-003800,CUST-008776,2024-01-03,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-003801,ORD-2024-003801,CUST-003695,2024-05-31,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003809,ORD-2024-003809,CUST-008824,2024-05-23,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003812,ORD-2024-003812,CUST-006788,2024-05-10,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003815,ORD-2024-003815,CUST-001056,2024-02-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003817,ORD-2024-003817,CUST-003243,2024-04-27,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003828,ORD-2024-003828,CUST-000429,2024-05-15,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003829,ORD-2024-003829,CUST-009505,2024-03-20,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003835,ORD-2024-003835,CUST-000156,2024-03-10,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003840,ORD-2024-003840,CUST-005808,2024-01-08,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003860,ORD-2024-003860,CUST-008156,2024-03-25,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003866,ORD-2024-003866,CUST-005462,2023-12-30,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003868,ORD-2024-003868,CUST-003400,2024-06-09,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003869,ORD-2024-003869,CUST-001776,2024-02-13,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003876,ORD-2024-003876,CUST-001890,2024-03-21,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003882,ORD-2024-003882,CUST-009770,2024-04-02,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003883,ORD-2024-003883,CUST-004454,2024-06-10,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003894,ORD-2024-003894,CUST-007597,2024-05-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003897,ORD-2024-003897,CUST-007601,2024-06-08,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003901,ORD-2024-003901,CUST-003901,2024-01-26,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-003902,ORD-2024-003902,CUST-007891,2024-04-19,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003906,ORD-2024-003906,CUST-002996,2024-03-24,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003920,ORD-2024-003920,CUST-009752,2024-06-12,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003944,ORD-2024-003944,CUST-003268,2024-03-26,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-003952,ORD-2024-003952,CUST-006808,2024-03-23,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-003954,ORD-2024-003954,CUST-001077,2024-05-06,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-003975,ORD-2024-003975,CUST-003151,2024-05-14,Google Ads,H1_Search_Core_Retail,last_click,0,false
TP-003981,ORD-2024-003981,CUST-007359,2024-04-24,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-003983,ORD-2024-003983,CUST-001795,2024-03-29,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003984,ORD-2024-003984,CUST-004363,2024-05-16,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-003994,ORD-2024-003994,CUST-009641,2024-03-23,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-004003,ORD-2024-004003,CUST-007105,2024-03-26,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004007,ORD-2024-004007,CUST-002913,2024-05-24,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-004015,ORD-2024-004015,CUST-006949,2024-06-19,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004017,ORD-2024-004017,CUST-009147,2024-04-17,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004023,ORD-2024-004023,CUST-000568,2024-04-17,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-004027,ORD-2024-004027,CUST-008956,2024-05-02,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-004035,ORD-2024-004035,CUST-008168,2024-06-13,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004036,ORD-2024-004036,CUST-009008,2024-03-10,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004040,ORD-2024-004040,CUST-008754,2024-02-21,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-004042,ORD-2024-004042,CUST-004203,2024-05-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004044,ORD-2024-004044,CUST-002617,2024-04-08,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004059,ORD-2024-004059,CUST-004045,2024-03-02,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004061,ORD-2024-004061,CUST-002088,2024-04-27,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-004066,ORD-2024-004066,CUST-005240,2024-06-16,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004073,ORD-2024-004073,CUST-005686,2024-04-17,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-004092,ORD-2024-004092,CUST-008190,2024-02-20,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004095,ORD-2024-004095,CUST-001629,2024-02-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004110,ORD-2024-004110,CUST-000465,2024-05-18,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004111,ORD-2024-004111,CUST-003961,2024-06-11,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004122,ORD-2024-004122,CUST-001103,2024-04-18,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-004124,ORD-2024-004124,CUST-001150,2024-05-08,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004125,ORD-2024-004125,CUST-000355,2024-03-23,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004127,ORD-2024-004127,CUST-001139,2024-01-11,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004137,ORD-2024-004137,CUST-008951,2024-05-07,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004139,ORD-2024-004139,CUST-007283,2024-06-08,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004142,ORD-2024-004142,CUST-006076,2024-02-29,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-004157,ORD-2024-004157,CUST-002771,2024-05-11,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004159,ORD-2024-004159,CUST-006908,2024-05-12,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004166,ORD-2024-004166,CUST-006083,2024-01-13,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-004168,ORD-2024-004168,CUST-001589,2024-01-28,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004177,ORD-2024-004177,CUST-004409,2024-04-06,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004191,ORD-2024-004191,CUST-000279,2024-04-20,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-004199,ORD-2024-004199,CUST-005883,2023-12-31,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004201,ORD-2024-004201,CUST-002359,2024-04-11,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004204,ORD-2024-004204,CUST-000187,2024-03-15,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004216,ORD-2024-004216,CUST-004359,2024-05-20,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-004219,ORD-2024-004219,CUST-008660,2024-04-17,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004226,ORD-2024-004226,CUST-006263,2024-04-27,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004227,ORD-2024-004227,CUST-004227,2024-02-29,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004231,ORD-2024-004231,CUST-008431,2024-03-08,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004233,ORD-2024-004233,CUST-000756,2024-04-20,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-004240,ORD-2024-004240,CUST-001524,2024-04-09,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004242,ORD-2024-004242,CUST-001155,2024-01-31,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004251,ORD-2024-004251,CUST-007906,2024-06-19,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004260,ORD-2024-004260,CUST-007222,2024-02-15,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004269,ORD-2024-004269,CUST-001846,2024-06-20,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004275,ORD-2024-004275,CUST-009050,2024-02-12,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-004276,ORD-2024-004276,CUST-009581,2024-01-29,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004277,ORD-2024-004277,CUST-009427,2024-05-16,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-004278,ORD-2024-004278,CUST-005748,2024-04-07,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004293,ORD-2024-004293,CUST-005218,2024-04-05,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004296,ORD-2024-004296,CUST-002487,2024-03-18,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004299,ORD-2024-004299,CUST-001881,2024-05-23,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004311,ORD-2024-004311,CUST-007488,2024-04-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004314,ORD-2024-004314,CUST-009653,2024-05-19,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-004317,ORD-2024-004317,CUST-002660,2024-02-16,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004323,ORD-2024-004323,CUST-005889,2024-06-19,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004325,ORD-2024-004325,CUST-009158,2024-06-02,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004333,ORD-2024-004333,CUST-002123,2024-03-08,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004337,ORD-2024-004337,CUST-008904,2024-06-01,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-004359,ORD-2024-004359,CUST-008980,2024-05-21,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004364,ORD-2024-004364,CUST-009846,2024-02-07,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004370,ORD-2024-004370,CUST-005662,2024-05-31,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004378,ORD-2024-004378,CUST-006493,2024-06-10,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-004386,ORD-2024-004386,CUST-002279,2024-05-21,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-004393,ORD-2024-004393,CUST-006689,2024-03-19,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004394,ORD-2024-004394,CUST-007579,2024-04-29,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004407,ORD-2024-004407,CUST-001798,2024-01-30,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
TP-004411,ORD-2024-004411,CUST-009681,2024-06-04,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004414,ORD-2024-004414,CUST-000669,2024-03-20,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-004420,ORD-2024-004420,CUST-006097,2024-03-22,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004421,ORD-2024-004421,CUST-002144,2024-03-27,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004422,ORD-2024-004422,CUST-002747,2024-05-21,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004430,ORD-2024-004430,CUST-008789,2024-06-20,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004432,ORD-2024-004432,CUST-008803,2024-03-09,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004436,ORD-2024-004436,CUST-005948,2024-06-04,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004443,ORD-2024-004443,CUST-009969,2024-02-01,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004445,ORD-2024-004445,CUST-006422,2024-03-29,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004454,ORD-2024-004454,CUST-004908,2024-06-03,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-004462,ORD-2024-004462,CUST-001355,2024-06-04,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004463,ORD-2024-004463,CUST-008268,2024-05-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004474,ORD-2024-004474,CUST-006485,2024-03-17,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-004484,ORD-2024-004484,CUST-009805,2024-03-07,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-004490,ORD-2024-004490,CUST-000429,2024-04-11,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004519,ORD-2024-004519,CUST-008852,2023-12-31,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004529,ORD-2024-004529,CUST-006929,2024-04-09,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004531,ORD-2024-004531,CUST-003289,2024-04-01,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004534,ORD-2024-004534,CUST-009233,2024-05-15,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004537,ORD-2024-004537,CUST-006974,2024-03-10,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004550,ORD-2024-004550,CUST-006077,2024-01-24,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004552,ORD-2024-004552,CUST-003173,2024-05-28,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004562,ORD-2024-004562,CUST-005137,2024-01-12,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004567,ORD-2024-004567,CUST-000210,2024-05-03,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004570,ORD-2024-004570,CUST-007304,2024-05-06,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-004575,ORD-2024-004575,CUST-004551,2024-06-15,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004579,ORD-2024-004579,CUST-004648,2024-03-04,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004589,ORD-2024-004589,CUST-008320,2024-06-12,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004590,ORD-2024-004590,CUST-005440,2024-01-05,CM360,H1_Display_MidFunnel_Retail,last_click,1,false
TP-004600,ORD-2024-004600,CUST-003652,2024-05-13,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004604,ORD-2024-004604,CUST-007923,2024-03-28,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004605,ORD-2024-004605,CUST-001990,2024-05-24,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-004607,ORD-2024-004607,CUST-003389,2024-02-14,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004612,ORD-2024-004612,CUST-004385,2024-03-07,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004624,ORD-2024-004624,CUST-004473,2024-06-12,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004627,ORD-2024-004627,CUST-006513,2024-03-24,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004632,ORD-2024-004632,CUST-008821,2024-06-08,Youtube,H1_Video_Awareness_Retail,last_click,1,false
TP-004639,ORD-2024-004639,CUST-010316,2024-06-29,Google Ads,H1_Search_Core_Retail,last_click,1,false
TP-004644,ORD-2024-004644,CUST-000869,2024-06-28,Youtube,H1_Video_Awareness_Retail,last_click,1,true
TP-004650,ORD-2024-004650,CUST-003094,2024-06-27,DV360,H1_Programmatic_Prospecting_Retail,last_click,1,false
