source_table,grain_id,reject_reason,raw_payload
orders_raw,ORD-BAD-00067,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00067', 'order_date': '2024-03-22', 'customer_id': 'UNKNOWN-67', 'attribution_channel': 'Referral', 'campaign_name': 'Referral_Partners', 'is_paid_attributed': 'false', 'order_subtotal_zar': '75.67', 'discount_total_zar': '3.98', 'shipping_fee_zar': '49.00', 'order_total_zar': '124.67', 'payment_method': 'instant_eft', 'order_status': 'refunded', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00068,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00068', 'order_date': '2024-04-05', 'customer_id': 'UNKNOWN-68', 'attribution_channel': 'Referral', 'campaign_name': 'Referral_Partners', 'is_paid_attributed': 'false', 'order_subtotal_zar': '262.24', 'discount_total_zar': '8.49', 'shipping_fee_zar': '49.00', 'order_total_zar': '311.24', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00069,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00069', 'order_date': '2024-05-23', 'customer_id': 'UNKNOWN-69', 'attribution_channel': 'Referral', 'campaign_name': 'Referral_Partners', 'is_paid_attributed': 'false', 'order_subtotal_zar': '271.63', 'discount_total_zar': '14.30', 'shipping_fee_zar': '69.00', 'order_total_zar': '340.63', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00070,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00070', 'order_date': '2024-02-01', 'customer_id': 'UNKNOWN-70', 'attribution_channel': 'YouTube', 'campaign_name': 'H1_Video_Awareness_Retail', 'is_paid_attributed': 'true', 'order_subtotal_zar': '728.32', 'discount_total_zar': '11.23', 'shipping_fee_zar': '0.00', 'order_total_zar': '728.32', 'payment_method': 'payflex', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00071,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00071', 'order_date': '2024-05-30', 'customer_id': 'UNKNOWN-71', 'attribution_channel': 'Email', 'campaign_name': 'Lifecycle_Email', 'is_paid_attributed': 'false', 'order_subtotal_zar': '226.97', 'discount_total_zar': '5.25', 'shipping_fee_zar': '59.00', 'order_total_zar': '285.97', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00072,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00072', 'order_date': '2024-06-17', 'customer_id': 'UNKNOWN-72', 'attribution_channel': 'DV360', 'campaign_name': 'H1_Programmatic_Prospecting_Retail', 'is_paid_attributed': 'true', 'order_subtotal_zar': '132.04', 'discount_total_zar': '0.00', 'shipping_fee_zar': '59.00', 'order_total_zar': '191.04', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00073,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00073', 'order_date': '2024-05-30', 'customer_id': 'UNKNOWN-73', 'attribution_channel': 'Organic Search', 'campaign_name': 'Organic', 'is_paid_attributed': 'false', 'order_subtotal_zar': '162.46', 'discount_total_zar': '8.55', 'shipping_fee_zar': '49.00', 'order_total_zar': '211.46', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00074,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00074', 'order_date': '2024-02-12', 'customer_id': 'UNKNOWN-74', 'attribution_channel': 'Direct', 'campaign_name': 'Direct', 'is_paid_attributed': 'false', 'order_subtotal_zar': '115.45', 'discount_total_zar': '6.08', 'shipping_fee_zar': '59.00', 'order_total_zar': '174.45', 'payment_method': 'wallet', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00075,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00075', 'order_date': '2024-03-27', 'customer_id': 'UNKNOWN-75', 'attribution_channel': 'Organic Search', 'campaign_name': 'Organic', 'is_paid_attributed': 'false', 'order_subtotal_zar': '392.01', 'discount_total_zar': '0.00', 'shipping_fee_zar': '49.00', 'order_total_zar': '441.01', 'payment_method': 'card', 'order_status': 'refunded', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00076,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00076', 'order_date': '2024-03-04', 'customer_id': 'UNKNOWN-76', 'attribution_channel': 'Organic Search', 'campaign_name': 'Organic', 'is_paid_attributed': 'false', 'order_subtotal_zar': '798.17', 'discount_total_zar': '0.00', 'shipping_fee_zar': '0.00', 'order_total_zar': '798.17', 'payment_method': 'card', 'order_status': 'cancelled', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00077,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00077', 'order_date': '2024-03-27', 'customer_id': 'UNKNOWN-77', 'attribution_channel': 'Organic Search', 'campaign_name': 'Organic', 'is_paid_attributed': 'false', 'order_subtotal_zar': '130.43', 'discount_total_zar': '6.86', 'shipping_fee_zar': '49.00', 'order_total_zar': '179.43', 'payment_method': 'instant_eft', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00078,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00078', 'order_date': '2024-02-19', 'customer_id': 'UNKNOWN-78', 'attribution_channel': 'Email', 'campaign_name': 'Lifecycle_Email', 'is_paid_attributed': 'false', 'order_subtotal_zar': '364.94', 'discount_total_zar': '6.98', 'shipping_fee_zar': '59.00', 'order_total_zar': '423.94', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00079,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00079', 'order_date': '2024-06-02', 'customer_id': 'UNKNOWN-79', 'attribution_channel': 'Organic Search', 'campaign_name': 'Organic', 'is_paid_attributed': 'false', 'order_subtotal_zar': '412.47', 'discount_total_zar': '0.00', 'shipping_fee_zar': '69.00', 'order_total_zar': '481.47', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00080,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00080', 'order_date': '2024-03-28', 'customer_id': 'UNKNOWN-80', 'attribution_channel': 'Referral', 'campaign_name': 'Referral_Partners', 'is_paid_attributed': 'false', 'order_subtotal_zar': '111.91', 'discount_total_zar': '5.89', 'shipping_fee_zar': '49.00', 'order_total_zar': '160.91', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00081,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00081', 'order_date': '2024-01-28', 'customer_id': 'UNKNOWN-81', 'attribution_channel': 'Direct', 'campaign_name': 'Direct', 'is_paid_attributed': 'false', 'order_subtotal_zar': '333.48', 'discount_total_zar': '0.00', 'shipping_fee_zar': '49.00', 'order_total_zar': '382.48', 'payment_method': 'instant_eft', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00082,UNKNOWN_CUSTOMER_ID,"{'order_id': 'ORD-BAD-00082', 'order_date': '2024-05-06', 'customer_id': 'UNKNOWN-82', 'attribution_channel': 'Google Ads', 'campaign_name': 'H1_Search_Core_Retail', 'is_paid_attributed': 'true', 'order_subtotal_zar': '80.06', 'discount_total_zar': '4.21', 'shipping_fee_zar': '59.00', 'order_total_zar': '139.06', 'payment_method': 'payflex', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00083,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00083', 'order_date': '2024-13-40', 'customer_id': 'CUST-007891', 'attribution_channel': 'Google Ads', 'campaign_name': 'H1_Search_Core_Retail', 'is_paid_attributed': 'true', 'order_subtotal_zar': '206.83', 'discount_total_zar': '22.98', 'shipping_fee_zar': '59.00', 'order_total_zar': '265.83', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00084,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00084', 'order_date': '2024-13-40', 'customer_id': 'CUST-009414', 'attribution_channel': 'Organic Search', 'campaign_name': 'Organic', 'is_paid_attributed': 'false', 'order_subtotal_zar': '310.47', 'discount_total_zar': '0.00', 'shipping_fee_zar': '69.00', 'order_total_zar': '379.47', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00085,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00085', 'order_date': '2024-13-40', 'customer_id': 'CUST-001232', 'attribution_channel': 'Referral', 'campaign_name': 'Referral_Partners', 'is_paid_attributed': 'false', 'order_subtotal_zar': '260.70', 'discount_total_zar': '7.14', 'shipping_fee_zar': '49.00', 'order_total_zar': '309.70', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00086,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00086', 'order_date': '2024-13-40', 'customer_id': 'CUST-005782', 'attribution_channel': 'Referral', 'campaign_name': 'Referral_Partners', 'is_paid_attributed': 'false', 'order_subtotal_zar': '618.68', 'discount_total_zar': '0.00', 'shipping_fee_zar': '0.00', 'order_total_zar': '618.68', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00087,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00087', 'order_date': '2024-13-40', 'customer_id': 'CUST-001477', 'attribution_channel': 'Email', 'campaign_name': 'Lifecycle_Email', 'is_paid_attributed': 'false', 'order_subtotal_zar': '1339.46', 'discount_total_zar': '0.00', 'shipping_fee_zar': '0.00', 'order_total_zar': '1339.46', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00088,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00088', 'order_date': '2024-13-40', 'customer_id': 'CUST-005654', 'attribution_channel': 'Email', 'campaign_name': 'Lifecycle_Email', 'is_paid_attributed': 'false', 'order_subtotal_zar': '988.16', 'discount_total_zar': '26.46', 'shipping_fee_zar': '0.00', 'order_total_zar': '988.16', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00089,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00089', 'order_date': '2024-13-40', 'customer_id': 'CUST-002938', 'attribution_channel': 'Email', 'campaign_name': 'Lifecycle_Email', 'is_paid_attributed': 'false', 'order_subtotal_zar': '155.38', 'discount_total_zar': '0.00', 'shipping_fee_zar': '69.00', 'order_total_zar': '224.38', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00090,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00090', 'order_date': '2024-13-40', 'customer_id': 'CUST-009116', 'attribution_channel': 'Referral', 'campaign_name': 'Referral_Partners', 'is_paid_attributed': 'false', 'order_subtotal_zar': '244.91', 'discount_total_zar': '0.00', 'shipping_fee_zar': '59.00', 'order_total_zar': '303.91', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00091,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00091', 'order_date': '2024-13-40', 'customer_id': 'CUST-005658', 'attribution_channel': 'Referral', 'campaign_name': 'Referral_Partners', 'is_paid_attributed': 'false', 'order_subtotal_zar': '300.53', 'discount_total_zar': '0.00', 'shipping_fee_zar': '69.00', 'order_total_zar': '369.53', 'payment_method': 'instant_eft', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00092,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00092', 'order_date': '2024-13-40', 'customer_id': 'CUST-002144', 'attribution_channel': 'Direct', 'campaign_name': 'Direct', 'is_paid_attributed': 'false', 'order_subtotal_zar': '211.71', 'discount_total_zar': '0.00', 'shipping_fee_zar': '49.00', 'order_total_zar': '260.71', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00093,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00093', 'order_date': '2024-13-40', 'customer_id': 'CUST-009964', 'attribution_channel': 'Organic Search', 'campaign_name': 'Organic', 'is_paid_attributed': 'false', 'order_subtotal_zar': '383.98', 'discount_total_zar': '0.00', 'shipping_fee_zar': '69.00', 'order_total_zar': '452.98', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00094,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00094', 'order_date': '2024-13-40', 'customer_id': 'CUST-006335', 'attribution_channel': 'Referral', 'campaign_name': 'Referral_Partners', 'is_paid_attributed': 'false', 'order_subtotal_zar': '149.03', 'discount_total_zar': '0.00', 'shipping_fee_zar': '59.00', 'order_total_zar': '208.03', 'payment_method': 'wallet', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00095,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00095', 'order_date': '2024-13-40', 'customer_id': 'CUST-009834', 'attribution_channel': 'Organic Search', 'campaign_name': 'Organic', 'is_paid_attributed': 'false', 'order_subtotal_zar': '219.27', 'discount_total_zar': '11.54', 'shipping_fee_zar': '59.00', 'order_total_zar': '278.27', 'payment_method': 'instant_eft', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00096,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00096', 'order_date': '2024-13-40', 'customer_id': 'CUST-007471', 'attribution_channel': 'Referral', 'campaign_name': 'Referral_Partners', 'is_paid_attributed': 'false', 'order_subtotal_zar': '161.61', 'discount_total_zar': '8.51', 'shipping_fee_zar': '49.00', 'order_total_zar': '210.61', 'payment_method': 'instant_eft', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00097,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00097', 'order_date': '2024-13-40', 'customer_id': 'CUST-001305', 'attribution_channel': 'Email', 'campaign_name': 'Lifecycle_Email', 'is_paid_attributed': 'false', 'order_subtotal_zar': '393.66', 'discount_total_zar': '20.72', 'shipping_fee_zar': '69.00', 'order_total_zar': '462.66', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00098,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00098', 'order_date': '2024-13-40', 'customer_id': 'CUST-009621', 'attribution_channel': 'Direct', 'campaign_name': 'Direct', 'is_paid_attributed': 'false', 'order_subtotal_zar': '95.91', 'discount_total_zar': '5.05', 'shipping_fee_zar': '69.00', 'order_total_zar': '164.91', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00099,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00099', 'order_date': '2024-13-40', 'customer_id': 'CUST-004810', 'attribution_channel': 'Direct', 'campaign_name': 'Direct', 'is_paid_attributed': 'false', 'order_subtotal_zar': '115.38', 'discount_total_zar': '0.00', 'shipping_fee_zar': '59.00', 'order_total_zar': '174.38', 'payment_method': 'wallet', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00100,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00100', 'order_date': '2024-13-40', 'customer_id': 'CUST-009356', 'attribution_channel': 'Email', 'campaign_name': 'Lifecycle_Email', 'is_paid_attributed': 'false', 'order_subtotal_zar': '218.78', 'discount_total_zar': '0.00', 'shipping_fee_zar': '59.00', 'order_total_zar': '277.78', 'payment_method': 'wallet', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00101,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00101', 'order_date': '2024-13-40', 'customer_id': 'CUST-008551', 'attribution_channel': 'Google Ads', 'campaign_name': 'H1_Search_Core_Retail', 'is_paid_attributed': 'true', 'order_subtotal_zar': '136.36', 'discount_total_zar': '7.18', 'shipping_fee_zar': '59.00', 'order_total_zar': '195.36', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00102,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00102', 'order_date': '2024-13-40', 'customer_id': 'CUST-002822', 'attribution_channel': 'Referral', 'campaign_name': 'Referral_Partners', 'is_paid_attributed': 'false', 'order_subtotal_zar': '175.44', 'discount_total_zar': '0.00', 'shipping_fee_zar': '69.00', 'order_total_zar': '244.44', 'payment_method': 'instant_eft', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00103,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00103', 'order_date': '2024-13-40', 'customer_id': 'CUST-003784', 'attribution_channel': 'Direct', 'campaign_name': 'Direct', 'is_paid_attributed': 'false', 'order_subtotal_zar': '153.45', 'discount_total_zar': '0.00', 'shipping_fee_zar': '69.00', 'order_total_zar': '222.45', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00104,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00104', 'order_date': '2024-13-40', 'customer_id': 'CUST-008292', 'attribution_channel': 'Organic Search', 'campaign_name': 'Organic', 'is_paid_attributed': 'false', 'order_subtotal_zar': '275.13', 'discount_total_zar': '0.00', 'shipping_fee_zar': '59.00', 'order_total_zar': '334.13', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00105,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00105', 'order_date': '2024-13-40', 'customer_id': 'CUST-008076', 'attribution_channel': 'DV360', 'campaign_name': 'H1_Programmatic_Prospecting_Retail', 'is_paid_attributed': 'true', 'order_subtotal_zar': '233.12', 'discount_total_zar': '25.90', 'shipping_fee_zar': '49.00', 'order_total_zar': '282.12', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00106,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00106', 'order_date': '2024-13-40', 'customer_id': 'CUST-010085', 'attribution_channel': 'Organic Search', 'campaign_name': 'Organic', 'is_paid_attributed': 'false', 'order_subtotal_zar': '82.09', 'discount_total_zar': '0.00', 'shipping_fee_zar': '69.00', 'order_total_zar': '151.09', 'payment_method': 'instant_eft', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00107,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00107', 'order_date': '2024-13-40', 'customer_id': 'CUST-005801', 'attribution_channel': 'Organic Search', 'campaign_name': 'Organic', 'is_paid_attributed': 'false', 'order_subtotal_zar': '83.32', 'discount_total_zar': '0.00', 'shipping_fee_zar': '59.00', 'order_total_zar': '142.32', 'payment_method': 'wallet', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00108,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00108', 'order_date': '2024-13-40', 'customer_id': 'CUST-009247', 'attribution_channel': 'Direct', 'campaign_name': 'Direct', 'is_paid_attributed': 'false', 'order_subtotal_zar': '89.48', 'discount_total_zar': '0.00', 'shipping_fee_zar': '49.00', 'order_total_zar': '138.48', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00109,INVALID_ORDER_DATE,"{'order_id': 'ORD-BAD-00109', 'order_date': '2024-13-40', 'customer_id': 'CUST-009879', 'attribution_channel': 'Organic Search', 'campaign_name': 'Organic', 'is_paid_attributed': 'false', 'order_subtotal_zar': '1278.10', 'discount_total_zar': '25.95', 'shipping_fee_zar': '0.00', 'order_total_zar': '1278.10', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00110,INVALID_ORDER_SUBTOTAL,"{'order_id': 'ORD-BAD-00110', 'order_date': '2024-03-01', 'customer_id': 'CUST-004163', 'attribution_channel': 'Google Ads', 'campaign_name': 'H1_Search_Core_Retail', 'is_paid_attributed': 'true', 'order_subtotal_zar': '-99.00', 'discount_total_zar': '0.00', 'shipping_fee_zar': '0.00', 'order_total_zar': '1089.56', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00111,INVALID_ORDER_SUBTOTAL,"{'order_id': 'ORD-BAD-00111', 'order_date': '2024-03-24', 'customer_id': 'CUST-006352', 'attribution_channel': 'Email', 'campaign_name': 'Lifecycle_Email', 'is_paid_attributed': 'false', 'order_subtotal_zar': '-99.00', 'discount_total_zar': '0.00', 'shipping_fee_zar': '59.00', 'order_total_zar': '232.85', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00112,INVALID_ORDER_SUBTOTAL,"{'order_id': 'ORD-BAD-00112', 'order_date': '2024-02-15', 'customer_id': 'CUST-004360', 'attribution_channel': 'Direct', 'campaign_name': 'Direct', 'is_paid_attributed': 'false', 'order_subtotal_zar': '-99.00', 'discount_total_zar': '22.88', 'shipping_fee_zar': '69.00', 'order_total_zar': '503.81', 'payment_method': 'instant_eft', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00113,INVALID_ORDER_SUBTOTAL,"{'order_id': 'ORD-BAD-00113', 'order_date': '2024-06-08', 'customer_id': 'CUST-008759', 'attribution_channel': 'Google Ads', 'campaign_name': 'H1_Search_Core_Retail', 'is_paid_attributed': 'true', 'order_subtotal_zar': '-99.00', 'discount_total_zar': '0.00', 'shipping_fee_zar': '49.00', 'order_total_zar': '138.02', 'payment_method': 'instant_eft', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00114,INVALID_ORDER_SUBTOTAL,"{'order_id': 'ORD-BAD-00114', 'order_date': '2024-03-31', 'customer_id': 'CUST-003964', 'attribution_channel': 'Email', 'campaign_name': 'Lifecycle_Email', 'is_paid_attributed': 'false', 'order_subtotal_zar': '-99.00', 'discount_total_zar': '8.01', 'shipping_fee_zar': '49.00', 'order_total_zar': '201.18', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00115,INVALID_ORDER_SUBTOTAL,"{'order_id': 'ORD-BAD-00115', 'order_date': '2024-06-16', 'customer_id': 'CUST-003594', 'attribution_channel': 'Referral', 'campaign_name': 'Referral_Partners', 'is_paid_attributed': 'false', 'order_subtotal_zar': '-99.00', 'discount_total_zar': '0.00', 'shipping_fee_zar': '49.00', 'order_total_zar': '142.12', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00116,INVALID_ORDER_SUBTOTAL,"{'order_id': 'ORD-BAD-00116', 'order_date': '2024-06-13', 'customer_id': 'CUST-002153', 'attribution_channel': 'Referral', 'campaign_name': 'Referral_Partners', 'is_paid_attributed': 'false', 'order_subtotal_zar': '-99.00', 'discount_total_zar': '32.72', 'shipping_fee_zar': '0.00', 'order_total_zar': '621.77', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00117,INVALID_ORDER_SUBTOTAL,"{'order_id': 'ORD-BAD-00117', 'order_date': '2024-05-14', 'customer_id': 'CUST-000893', 'attribution_channel': 'Email', 'campaign_name': 'Lifecycle_Email', 'is_paid_attributed': 'false', 'order_subtotal_zar': '-99.00', 'discount_total_zar': '6.04', 'shipping_fee_zar': '69.00', 'order_total_zar': '183.74', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00118,INVALID_ORDER_SUBTOTAL,"{'order_id': 'ORD-BAD-00118', 'order_date': '2024-02-23', 'customer_id': 'CUST-006487', 'attribution_channel': 'Direct', 'campaign_name': 'Direct', 'is_paid_attributed': 'false', 'order_subtotal_zar': '-99.00', 'discount_total_zar': '0.00', 'shipping_fee_zar': '0.00', 'order_total_zar': '706.74', 'payment_method': 'instant_eft', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00119,INVALID_ORDER_SUBTOTAL,"{'order_id': 'ORD-BAD-00119', 'order_date': '2024-01-12', 'customer_id': 'CUST-007814', 'attribution_channel': 'Organic Search', 'campaign_name': 'Organic', 'is_paid_attributed': 'false', 'order_subtotal_zar': '-99.00', 'discount_total_zar': '7.15', 'shipping_fee_zar': '49.00', 'order_total_zar': '184.88', 'payment_method': 'instant_eft', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00120,INVALID_ORDER_SUBTOTAL,"{'order_id': 'ORD-BAD-00120', 'order_date': '2024-02-04', 'customer_id': 'CUST-003805', 'attribution_channel': 'Direct', 'campaign_name': 'Direct', 'is_paid_attributed': 'false', 'order_subtotal_zar': '-99.00', 'discount_total_zar': '10.29', 'shipping_fee_zar': '69.00', 'order_total_zar': '374.32', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00121,INVALID_ORDER_SUBTOTAL,"{'order_id': 'ORD-BAD-00121', 'order_date': '2024-06-18', 'customer_id': 'CUST-009195', 'attribution_channel': 'DV360', 'campaign_name': 'H1_Programmatic_Prospecting_Retail', 'is_paid_attributed': 'true', 'order_subtotal_zar': '-99.00', 'discount_total_zar': '36.10', 'shipping_fee_zar': '0.00', 'order_total_zar': '685.88', 'payment_method': 'wallet', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00122,INVALID_ORDER_SUBTOTAL,"{'order_id': 'ORD-BAD-00122', 'order_date': '2024-02-03', 'customer_id': 'CUST-003890', 'attribution_channel': 'CM360', 'campaign_name': 'H1_Display_MidFunnel_Retail', 'is_paid_attributed': 'true', 'order_subtotal_zar': '-99.00', 'discount_total_zar': '33.63', 'shipping_fee_zar': '0.00', 'order_total_zar': '638.93', 'payment_method': 'wallet', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00123,INVALID_ORDER_SUBTOTAL,"{'order_id': 'ORD-BAD-00123', 'order_date': '2024-03-09', 'customer_id': 'CUST-004446', 'attribution_channel': 'Organic Search', 'campaign_name': 'Organic', 'is_paid_attributed': 'false', 'order_subtotal_zar': '-99.00', 'discount_total_zar': '0.00', 'shipping_fee_zar': '59.00', 'order_total_zar': '460.28', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
orders_raw,ORD-BAD-00124,INVALID_ORDER_SUBTOTAL,"{'order_id': 'ORD-BAD-00124', 'order_date': '2024-06-14', 'customer_id': 'CUST-008561', 'attribution_channel': 'Email', 'campaign_name': 'Lifecycle_Email', 'is_paid_attributed': 'false', 'order_subtotal_zar': '-99.00', 'discount_total_zar': '30.02', 'shipping_fee_zar': '0.00', 'order_total_zar': '570.30', 'payment_method': 'card', 'order_status': 'completed', '_source_note': 'dirty_order_export'}"
