customer_id,first_seen_date,province,city,customer_segment,consent_status,_source_note
CUST-002117,2024-06-04,KwaZulu-Natal,Umhlanga,New,granted,source_export
CUST-002118,2024-02-09,Mpumalanga,Nelspruit,Returning,granted,source_export
CUST-002119,2024-03-16,Western Cape,Cape Town,VIP,granted,source_export
CUST-002120,2024-05-03,Limpopo,Polokwane,Returning,granted,source_export
CUST-002121,2024-01-30,Western Cape,Stellenbosch,New,granted,source_export
CUST-002122,2024-04-14,KwaZulu-Natal,Durban,New,granted,source_export
CUST-002123,2024-05-23,Western Cape,Stellenbosch,New,granted,source_export
CUST-002124,2024-06-28,Eastern Cape,East London,Returning,granted,source_export
CUST-002125,2024-05-12,Gauteng,Johannesburg,New,denied,source_export
CUST-002126,2024-06-04,KwaZulu-Natal,Umhlanga,New,granted,source_export
CUST-002127,2024-01-07,Gauteng,Soweto,New,granted,source_export
CUST-002128,2024-06-02,Gauteng,Sandton,New,granted,source_export
CUST-002129,2024-03-10,Western Cape,Cape Town,New,granted,source_export
CUST-002130,2024-02-24,Western Cape,Stellenbosch,Returning,granted,source_export
CUST-002131,2024-04-22,Free State,Bloemfontein,New,unknown ,source_export
CUST-002132,2024-06-25,Gauteng,Soweto,New,granted,source_export
CUST-002133,2024-02-25,Western Cape,George,Returning,granted,source_export
CUST-002134,2024-05-22,Eastern Cape,East London,Lapsed Reactivated,granted,source_export
CUST-002135,2024-04-01,Western Cape,Stellenbosch,New,granted,source_export
CUST-002136,2024-04-26,Gauteng,Johannesburg,Returning,unknown,source_export
CUST-002137,2024-06-19,KwaZulu-Natal,Umhlanga,New,granted,source_export
CUST-002138,2024-04-09,Gauteng,Pretoria,Lapsed Reactivated,,source_export
CUST-002139,2024-04-08,KwaZulu-Natal,Umhlanga,New,granted,source_export
CUST-002140,2024-05-23,Western Cape,Stellenbosch,New,granted,source_export
CUST-002141,2024-05-31,Western Cape,George,Returning,granted,source_export
CUST-002142,2024-06-22,Gauteng,Pretoria,New,granted,source_export
CUST-002143,2024-03-13,KwaZulu-Natal,Durban,Returning,denied,source_export
CUST-002144,2024-02-11,KwaZulu-Natal,Umhlanga,New,denied,source_export
CUST-002145,2024-04-03,Eastern Cape,East London,New,granted,source_export
CUST-002146,2024-06-23,Gauteng,Johannesburg,Returning,denied,source_export
CUST-002147,2024-02-22,Western Cape,Cape Town,Returning,granted,source_export
CUST-002148,2024-03-18,Western Cape,Paarl,New,unknown,source_export
CUST-002149,2024-06-06,Gauteng,Soweto,New,denied,source_export
CUST-002150,2024-03-24,Gauteng,Pretoria,New,granted,source_export
CUST-002151,2024-05-05,Western Cape,George,New,granted,source_export
CUST-002152,2024-02-11,Western Cape,Paarl,Returning,denied,source_export
CUST-002153,2024-02-15,Gauteng,Soweto,Returning,granted,source_export
CUST-002154,2024-04-15,Gauteng,Soweto,New,granted,source_export
CUST-002155,2024-05-31,Limpopo,Polokwane,Returning,granted,source_export
CUST-002156,2024-02-28,Gauteng,Pretoria,New,granted,source_export
CUST-002157,2024-01-08,KwaZulu-Natal,Durban,Returning,granted,source_export
CUST-002158,2024-04-15,Gauteng,Johannesburg,Returning,granted,source_export
CUST-002159,2024-06-20,Gauteng,Pretoria,New,granted,source_export
CUST-002160,2024-01-08,Free State,Bloemfontein,New,denied,source_export
CUST-002161,2024-01-01,KwaZulu-Natal,Umhlanga,New,granted,source_export
CUST-002162,2024-05-16,Western Cape,Stellenbosch,New,granted,source_export
CUST-002163,2024-05-30,Gauteng,Soweto,New,denied,source_export
CUST-002164,2024-02-05,Limpopo,Polokwane,New,denied,source_export
CUST-002165,2024-04-27,Western Cape,Paarl,New,granted,source_export
CUST-002166,2024-02-28,Western Cape,Stellenbosch,New,granted,source_export
CUST-002167,2024-06-22,Gauteng,Johannesburg,New,granted,source_export
CUST-002168,2024-02-17,Gauteng,Pretoria,New,denied,source_export
CUST-002169,2024-04-15,Gauteng,Johannesburg,New,granted,source_export
CUST-002170,2024-03-16,Gauteng,Johannesburg,New,granted,source_export
CUST-002171,2024-03-15,Free State,Bloemfontein,New,granted,source_export
CUST-002172,2024-02-20,Western Cape,Stellenbosch,New,denied,source_export
CUST-002173,2024-05-17,Northern Cape,Kimberley,Returning,denied,source_export
CUST-002174,2024-05-03,Eastern Cape,East London,New,granted,source_export
CUST-002175,2024-05-02,Gauteng,Sandton,New,granted,source_export
CUST-002176,2024-03-21,Western Cape,Stellenbosch,Returning,denied,source_export
CUST-002177,2024-03-27,Western Cape,Cape Town,VIP,granted,source_export
CUST-002178,2024-06-27,Western Cape,George,VIP,granted,source_export
CUST-002179,2024-01-16,Gauteng,Soweto,New,granted,source_export
CUST-002180,2024-03-19,Gauteng,Johannesburg,New,granted,source_export
CUST-002181,2024-03-10,Western Cape,Cape Town,VIP,granted,source_export
CUST-002182,2024-05-29,North West,Rustenburg,Returning,granted,source_export
CUST-002183,2024-02-11,Mpumalanga,Nelspruit,Returning,granted,source_export
CUST-002184,2024-06-24,Eastern Cape,Gqeberha,Returning,granted,source_export
CUST-002185,2024-04-06,Gauteng,Soweto,New,granted,source_export
CUST-002186,2024-03-10,Gauteng,Johannesburg,Returning,granted,source_export
CUST-002187,2024-06-25,Eastern Cape,East London,VIP,granted,source_export
CUST-002188,2024-02-28,Western Cape,George,New,denied,source_export
CUST-002189,2024-01-08,Eastern Cape,Gqeberha,New,granted,source_export
CUST-002190,30/06/2024,KwaZulu-Natal,Pietermaritzburg,New,denied,source_export
CUST-002191,2024-01-08,Limpopo,Polokwane,Lapsed Reactivated,granted,source_export
CUST-002192,2024-06-20,Eastern Cape,Gqeberha,Returning,granted,source_export
CUST-002193,2024-03-30,Western Cape,Paarl,New,granted,source_export
CUST-002194,2024-01-30,Gauteng,Sandton,New,granted,source_export
CUST-002195,2024-05-02,Gauteng,Sandton,New,granted,source_export
CUST-002196,2024-02-07,Eastern Cape,East London,New,granted,source_export
CUST-002197,2024-03-22,Western Cape,George,New,denied,source_export
CUST-002198,2024-03-05,Western Cape,Stellenbosch,New,granted,source_export
CUST-002199,2024-02-03,Gauteng,Pretoria,Returning,granted,source_export
CUST-002200,2024-03-27,Western Cape,Cape Town,New,granted,source_export
CUST-002201,2024-04-07,KwaZulu-Natal,Durban,Returning,granted,source_export
CUST-002202,2024-02-14,KwaZulu-Natal,Umhlanga,Returning,granted,source_export
CUST-002203,2024-02-03,Limpopo,Polokwane,New,granted,source_export
CUST-002204,2024-02-19,Western Cape,Cape Town,New,denied,source_export
CUST-002205,2024-06-28,Gauteng,Johannesburg,New,granted,source_export
CUST-002206,2024-03-08,Gauteng,Soweto,New,granted,source_export
CUST-002207,2024-01-08,Western Cape,Cape Town,New,denied,source_export
CUST-002208,2024-06-17,Western Cape,George,New,granted,source_export
CUST-002209,2024-05-14,Western Cape,George,Returning,granted,source_export
CUST-002210,2024-03-13,Western Cape,Paarl,New,granted,source_export
CUST-002211,2024-03-03,Western Cape,Paarl,New,granted,source_export
CUST-002212,2024-05-29,Gauteng,Sandton,VIP,granted,source_export
CUST-002213,2024-01-07,Gauteng,Soweto,New,granted,source_export
CUST-002214,2024-03-03,Gauteng,Pretoria,New,denied,source_export
CUST-002215,2024-04-19,Western Cape,Stellenbosch,New,granted,source_export
CUST-002216,2024-01-30,Free State,Bloemfontein,Returning,granted,source_export
CUST-002217,2024-05-16,KwaZulu-Natal,Pietermaritzburg,Returning,granted,source_export
CUST-002218,2024-01-15,KwaZulu-Natal,Durban,VIP,granted,source_export
CUST-002219,2024-02-15,Western Cape,Cape Town,Lapsed Reactivated,granted,source_export
CUST-002220,2024-01-29,Free State,Bloemfontein,New,granted,source_export
CUST-002221,2024-05-19,Gauteng,Johannesburg,New,granted,source_export
CUST-002222,2024-03-30,Western Cape,Stellenbosch,New,granted,source_export
CUST-002223,2024-01-25,Western Cape,Paarl,Lapsed Reactivated,granted,source_export
CUST-002224,2024-06-10,Gauteng,Sandton,New,granted,source_export
CUST-002225,2024-06-24,Free State,Bloemfontein,Returning,granted,source_export
CUST-002226,2024-02-18,Western Cape,Paarl,New,granted,source_export
CUST-002227,2024-03-26,Gauteng,Sandton,Returning,granted,source_export
CUST-002228,2024-03-14,Western Cape,George,Returning,granted,source_export
CUST-002229,2024-03-01,Western Cape,Cape Town,Returning,denied,source_export
CUST-002230,2024-02-15,North West,Rustenburg,New,granted,source_export
CUST-002231,2024-02-23,Eastern Cape,Gqeberha,VIP,granted,source_export
CUST-002232,2024-03-23,Western Cape,Cape Town,New,granted,source_export
CUST-002233,2024-01-27,Gauteng,Pretoria,Returning,granted,source_export
CUST-002234,2024-02-23,North West,Rustenburg,Returning,denied,source_export
CUST-002235,2024-06-17,KwaZulu-Natal,Pietermaritzburg,New,granted,source_export
CUST-002236,2024-03-06,Mpumalanga,Nelspruit,New,granted,source_export
CUST-002237,2024-03-18,Gauteng,Soweto,New,granted,source_export
CUST-002238,2024-05-31,Western Cape,George,Returning,granted,source_export
CUST-002239,2024-04-09,Western Cape,Paarl,New,granted,source_export
CUST-002240,2024-01-05,Gauteng,Johannesburg,Lapsed Reactivated,denied,source_export
CUST-002241,2024-02-17,Eastern Cape,Gqeberha,New,unknown,source_export
CUST-002242,2024-03-28,Western Cape,George,Returning,granted,source_export
CUST-002243,2024-06-13,Western Cape,George,New,granted,source_export
CUST-002244,2024-06-03,Free State,Bloemfontein,VIP,denied,source_export
CUST-002245,2024-06-23,Gauteng,Pretoria,Returning,granted,source_export
CUST-002246,2024-04-09,Gauteng,Pretoria,New,granted,source_export
CUST-002247,2024-03-30,Mpumalanga,Nelspruit,New,granted,source_export
CUST-002248,2024-04-13,Mpumalanga,Nelspruit,New,denied,source_export
CUST-002249,2024-03-20,Western Cape,George,Returning,granted,source_export
CUST-002250,2024-05-06,Gauteng,Sandton,New,granted,source_export
CUST-002251,2024-04-18,KwaZulu-Natal,Pietermaritzburg,New,denied,source_export
CUST-002252,2024-06-09,Free State,Bloemfontein,New,granted,source_export
CUST-002253,2024-05-17,Western Cape,Stellenbosch,New,denied,source_export
CUST-002254,2024-03-20,Free State,Bloemfontein,New,granted,source_export
CUST-002255,2024-05-09,Gauteng,Soweto,New,granted,source_export
CUST-002256,2024-04-28,Gauteng,Soweto,Returning,granted,source_export
CUST-002257,2024-02-04,Western Cape,Cape Town,Returning,granted,source_export
CUST-002258,2024-04-22,KwaZulu-Natal,Pietermaritzburg,New,denied,source_export
CUST-002259,2024-04-30,Mpumalanga,Nelspruit,New,granted,source_export
CUST-002260,2024-05-24,Gauteng,Soweto,Lapsed Reactivated,denied,source_export
CUST-002261,2024-04-24,Limpopo,Polokwane,New,granted,source_export
CUST-002262,2024-05-20,KwaZulu-Natal,Umhlanga,Lapsed Reactivated,granted,source_export
CUST-002263,2024-04-02,Gauteng,Johannesburg,New,granted,source_export
CUST-002264,2024-02-04,Western Cape,Paarl,New,granted,source_export
CUST-002265,2024-04-06,Limpopo,Polokwane,Returning,granted,source_export
CUST-002266,2024-06-16,KwaZulu-Natal,Umhlanga,New,granted,source_export
CUST-002267,2024-01-21,Gauteng,Johannesburg,New,granted,source_export
CUST-002268,2024-02-14,Western Cape,Paarl,Returning,granted,source_export
CUST-002269,2024-04-30,Gauteng,Sandton,New,granted,source_export
CUST-002270,2024-05-07,Northern Cape,Kimberley,New,granted,source_export
CUST-002271,2024-06-27,Western Cape,Cape Town,New,granted,source_export
CUST-002272,2024-06-07,Northern Cape,Kimberley,New,granted,source_export
CUST-002273,2024-01-23,Western Cape,Stellenbosch,New,granted,source_export
CUST-002274,2024-04-29,Eastern Cape,Gqeberha,Returning,granted,source_export
CUST-002275,2024-05-27,Free State,Bloemfontein,Returning,unknown,source_export
CUST-002276,2024-02-22,Western Cape,Stellenbosch,Returning,granted,source_export
CUST-002277,2024-01-24,KwaZulu-Natal,Durban,New,granted,source_export
CUST-002278,2024-02-26,Gauteng,Sandton,VIP,denied,source_export
CUST-002279,2024-05-12,Western Cape,Cape Town,VIP,granted,source_export
CUST-002280,2024-02-19,Gauteng,Pretoria,New,granted,source_export
CUST-002281,2024-03-30,Western Cape,Cape Town,New,denied,source_export
CUST-002282,2024-02-29,Western Cape,Stellenbosch,Returning,granted,source_export
CUST-002283,2024-01-06,Western Cape,George,New,denied,source_export
CUST-002284,2024-06-17,Gauteng,Johannesburg,Returning,granted,source_export
CUST-002285,2024-02-15,Western Cape,George,Lapsed Reactivated,denied,source_export
CUST-002286,2024-03-11,Limpopo,Polokwane,Returning,unknown,source_export
CUST-002287,2024-06-21,Free State,Bloemfontein,Returning,granted,source_export
CUST-002288,2024-05-13,Gauteng,Sandton,New,denied,source_export
CUST-002289,2024-05-09,KwaZulu-Natal,Umhlanga,New,granted,source_export
CUST-002290,2024-01-15,Gauteng,Soweto,Lapsed Reactivated,granted,source_export
CUST-002291,2024-03-25,Eastern Cape,Gqeberha,Returning,granted,source_export
CUST-002292,2024-01-08,North West,Rustenburg,New,granted,source_export
CUST-002293,2024-05-15,KwaZulu-Natal,Umhlanga,New,denied,source_export
CUST-002294,2024-05-21,Limpopo,Polokwane,Returning,granted,source_export
CUST-002295,2024-04-20,Gauteng,Pretoria,Lapsed Reactivated,granted,source_export
CUST-002296,2024-03-14,Western Cape,George,VIP,granted,source_export
CUST-002297,2024-01-10,North West,Rustenburg,Returning,denied,source_export
CUST-002298,2024-03-11,North West,Rustenburg,New,denied,source_export
CUST-002299,2024-03-22,Gauteng,Soweto,New,unknown,source_export
CUST-002300,2024-03-23,Gauteng,Pretoria,VIP,granted,source_export
CUST-002301,2024-02-27,Gauteng,Pretoria,Returning,granted,source_export
CUST-002302,2024-04-12,Eastern Cape,Gqeberha,Lapsed Reactivated,granted,source_export
CUST-002303,2024-05-29,Western Cape,George,New,denied,source_export
CUST-002304,2024-02-22,Eastern Cape,Gqeberha,Returning,granted,source_export
CUST-002305,2024-06-18,Western Cape,Cape Town,New,granted,source_export
CUST-002306,2024-04-29,Eastern Cape,East London,New,granted,source_export
CUST-002307,2024-01-15,Eastern Cape,East London,New,granted,source_export
CUST-002308,2024-02-02,Gauteng,Johannesburg,New,granted,source_export
CUST-002309,2024-02-16,Western Cape,Paarl,New,denied,source_export
CUST-002310,2024-05-25,Gauteng,Soweto,New,granted,source_export
CUST-002311,2024-04-03,Gauteng,Soweto,New,unknown,source_export
CUST-002312,2024-05-22,Western Cape,Paarl,New,unknown,source_export
CUST-002313,2024-03-13,Western Cape,Paarl,New,denied,source_export
CUST-002314,2024-01-15,Gauteng,Johannesburg,Returning,granted,source_export
CUST-002315,2024-01-10,Western Cape,Paarl,Returning,granted,source_export
CUST-002316,2024-02-16,Western Cape,Stellenbosch,New,denied,source_export
CUST-002317,2024-06-16,Western Cape,George,New,granted,source_export
CUST-002318,2024-03-25,Gauteng,Johannesburg,Returning,granted,source_export
CUST-002319,2024-04-29,Western Cape,Cape Town,Returning,granted,source_export
CUST-002320,2024-03-28,Western Cape,George,New,denied,source_export
CUST-002321,2024-03-30,Western Cape,Cape Town,Returning,granted,source_export
CUST-002322,2024-05-11,Free State,Bloemfontein,New,granted,source_export
CUST-002323,2024-01-03,Gauteng,Pretoria,VIP,granted,source_export
CUST-002324,2024-05-26,KwaZulu-Natal,Umhlanga,Lapsed Reactivated,denied,source_export
CUST-002325,2024-01-16,KwaZulu-Natal,Pietermaritzburg,New,granted,source_export
CUST-002326,2024-04-10,Gauteng,Johannesburg,New,denied,source_export
CUST-002327,2024-02-29,Gauteng,Pretoria,New,denied,source_export
CUST-002328,2024-01-17,Gauteng,Johannesburg,New,denied,source_export
CUST-002329,2024-03-12,Western Cape,Stellenbosch,New,granted,source_export
CUST-002330,2024-01-19,Western Cape,Stellenbosch,New,granted,source_export
CUST-002331,2024-01-21,Gauteng,Sandton,New,granted,source_export
CUST-002332,2024-04-25,Gauteng,Pretoria,New,granted,source_export
CUST-002333,2024-05-24,Gauteng,Pretoria,Returning,granted,source_export
CUST-002334,2024-02-23,Western Cape,Stellenbosch,New,granted,source_export
CUST-002335,2024-03-21,KwaZulu-Natal,Durban,Returning,granted,source_export
CUST-002336,2024-05-24,KwaZulu-Natal,Umhlanga,New,denied,source_export
CUST-002337,2024-01-02,Western Cape,Stellenbosch,Lapsed Reactivated,granted,source_export
CUST-002338,2024-05-25,Gauteng,Johannesburg,New,granted,source_export
CUST-002339,2024-03-26,Western Cape,Paarl,New,granted,source_export
CUST-002340,2024-04-28,Western Cape,Paarl,New,granted,source_export
CUST-002341,2024-06-08,Western Cape,Stellenbosch,Lapsed Reactivated,granted,source_export
CUST-002342,2024-02-23,Limpopo,Polokwane,Returning,granted,source_export
CUST-002343,2024-02-16,Limpopo,Polokwane,New,granted,source_export
CUST-002344,2024-06-10,North West,Rustenburg,Lapsed Reactivated,granted,source_export
CUST-002345,2024-04-06,Western Cape,George,Lapsed Reactivated,denied,source_export
CUST-002346,2024-02-23,Western Cape,Cape Town,Returning,denied,source_export
CUST-002347,2024-02-11,Western Cape,Paarl,Returning,granted,source_export
CUST-002348,2024-04-05,Western Cape,George,New,granted,source_export
CUST-002349,2024-04-20,Western Cape,Cape Town,Returning,granted,source_export
CUST-002350,2024-04-20,Western Cape,George,New,granted,source_export
CUST-002351,2024-03-18,Eastern Cape,East London,Returning,granted,source_export
CUST-002352,2024-02-20,Western Cape,Stellenbosch,Returning,granted,source_export
CUST-002353,2024-03-14,Gauteng,Johannesburg,New,granted,source_export
CUST-002354,2024-02-16,Western Cape,George,Returning,granted,source_export
CUST-002355,2024-04-14,Gauteng,Pretoria,New,denied,source_export
CUST-002356,2024-02-06,Western Cape,Paarl,New,denied,source_export
CUST-002357,2024-06-24,Northern Cape,Kimberley,Returning,granted,source_export
CUST-002358,2024-06-22,Mpumalanga,Nelspruit,New,granted,source_export
CUST-002359,2024-04-04,Western Cape,Stellenbosch,New,denied,source_export
CUST-002360,2024-01-13,Western Cape,Stellenbosch,New,granted,source_export
CUST-002361,2024-05-28,Western Cape,Paarl,New,granted,source_export
CUST-002362,2024-01-15,Gauteng,Sandton,New,granted,source_export
CUST-002363,2024-01-11,Gauteng,Sandton,Returning,granted,source_export
CUST-002364,2024-05-13,Gauteng,Soweto,New,granted,source_export
CUST-002365,2024-06-03,Eastern Cape,East London,New,granted,source_export
CUST-002366,2024-06-25,Free State,Bloemfontein,Lapsed Reactivated,granted,source_export
CUST-002367,2024-06-14,Western Cape,Stellenbosch,VIP,granted,source_export
CUST-002368,2024-02-19,Western Cape,George,New,granted,source_export
CUST-002369,2024-04-07,Mpumalanga,Nelspruit,New,granted,source_export
CUST-002370,2024-03-25,Gauteng,Soweto,New,denied,source_export
CUST-002371,01/06/2024,Gauteng,Soweto,New,denied,source_export
CUST-002372,2024-01-27,Western Cape,Cape Town,New,granted,source_export
CUST-002373,2024-01-19,KwaZulu-Natal,Durban,Lapsed Reactivated,granted,source_export
CUST-002374,2024-06-24,Western Cape,Paarl,New,granted,source_export
CUST-002375,2024-05-24,Western Cape,Stellenbosch,New,granted,source_export
CUST-002376,2024-01-14,Gauteng,Sandton,Lapsed Reactivated,granted,source_export
CUST-002377,2024-03-19,Gauteng,Soweto,New,denied,source_export
CUST-002378,2024-04-13,Western Cape,Stellenbosch,New,granted,source_export
CUST-002379,2024-05-20,Gauteng,Sandton,New,denied,source_export
CUST-002380,2024-05-02,Northern Cape,Kimberley,New,No,source_export
CUST-002381,2024-04-25,KwaZulu-Natal,Umhlanga,Returning,granted,source_export
CUST-002382,2024-02-25,North West,Rustenburg,New,granted,source_export
CUST-002383,2024-03-24,Gauteng,Johannesburg,Lapsed Reactivated,denied,source_export
CUST-002384,2024-06-25,Western Cape,Stellenbosch,Returning,granted,source_export
CUST-002385,2024-04-19,Gauteng,Johannesburg,Returning,granted,source_export
CUST-002386,2024-03-29,KwaZulu-Natal,Durban,Returning,denied,source_export
CUST-002387,2024-05-12,KwaZulu-Natal,Umhlanga,Returning,granted,source_export
CUST-002388,2024-05-21,KwaZulu-Natal,Pietermaritzburg,Lapsed Reactivated,granted,source_export
CUST-002389,2024-01-26,Western Cape,Stellenbosch,New,granted,source_export
CUST-002390,2024-03-15,Eastern Cape,East London,New,denied,source_export
CUST-002391,2024-03-07,Western Cape,Stellenbosch,New,granted,source_export
CUST-002392,2024-05-25,Western Cape,Paarl,New,denied,source_export
CUST-002393,2024-02-26,Gauteng,Johannesburg,New,granted,source_export
CUST-002394,2024-06-23,Gauteng,Sandton,Returning,granted,source_export
CUST-002395,2024-03-20,Western Cape,Stellenbosch,New,granted,source_export
CUST-002396,2024-06-03,Western Cape,Cape Town,New,granted,source_export
CUST-002397,2024-03-23,Mpumalanga,Nelspruit,New,denied,source_export
CUST-002398,2024-05-10,KwaZulu-Natal,Durban,New,granted,source_export
CUST-002399,2024-06-25,Gauteng,Johannesburg,Lapsed Reactivated,denied,source_export
CUST-002400,2024-03-04,Western Cape,Stellenbosch,Lapsed Reactivated,granted,source_export
CUST-002401,2024-03-25,Western Cape,Cape Town,New,unknown,source_export
CUST-002402,2024-05-05,North West,Rustenburg,Returning,granted,source_export
CUST-002403,2024-03-23,Gauteng,Sandton,VIP,granted,source_export
CUST-002404,2024-02-15,Western Cape,Stellenbosch,Returning,denied,source_export
CUST-002405,2024-06-23,Gauteng,Sandton,New,granted,source_export
CUST-002406,2024-06-13,Western Cape,Cape Town,Returning,granted,source_export
CUST-002407,2024-02-16,Western Cape,Paarl,New,granted,source_export
CUST-002408,2024-06-23,Free State,Bloemfontein,New,granted,source_export
CUST-002409,2024-04-02,Western Cape,Paarl,Returning,granted,source_export
CUST-002410,2024-02-11,Free State,Bloemfontein,Returning,denied,source_export
CUST-002411,2024-03-17,Western Cape,Cape Town,New,denied,source_export
CUST-002412,2024-05-09,Gauteng,Soweto,New,granted,source_export
CUST-002413,2024-03-10,Western Cape,Paarl,New,granted,source_export
CUST-002414,2024-04-06,Western Cape,Paarl,New,granted,source_export
CUST-002415,2024-04-15,Western Cape,Stellenbosch,Lapsed Reactivated,granted,source_export
CUST-002416,2024-01-17,Western Cape,Stellenbosch,Lapsed Reactivated,granted,source_export
CUST-002417,2024-01-17,Western Cape,George,New,granted,source_export
CUST-002418,2024-05-06,Western Cape,Paarl,New,granted,source_export
CUST-002419,2024-01-07,Western Cape,Paarl,Returning,granted,source_export
CUST-002420,2024-02-03,Gauteng,Johannesburg,New,granted,source_export
CUST-002421,2024-04-20,Limpopo,Polokwane,Lapsed Reactivated,granted,source_export
CUST-002422,2024-03-30,Western Cape,Stellenbosch,Returning,unknown,source_export
CUST-002423,2024-03-21,Gauteng,Johannesburg,New,granted,source_export
CUST-002424,2024-05-18,Western Cape,Stellenbosch,Lapsed Reactivated,granted,source_export
CUST-002425,2024-01-20,Gauteng,Soweto,New,granted,source_export
CUST-002426,2024-06-03,Mpumalanga,Nelspruit,New,granted,source_export
CUST-002427,2024-05-26,Eastern Cape,East London,Returning,granted,source_export
CUST-002428,2024-02-05,Gauteng,Johannesburg,New,granted,source_export
CUST-002429,2024-05-04,Gauteng,Sandton,VIP,granted,source_export
CUST-002430,2024-01-16,Western Cape,Cape Town,New,granted,source_export
CUST-002431,2024-06-14,Gauteng,Soweto,New,granted,source_export
CUST-002432,2024-03-25,KwaZulu-Natal,Durban,New,granted,source_export
CUST-002433,2024-01-27,Western Cape,George,New,denied,source_export
CUST-002434,2024-06-30,Gauteng,Soweto,VIP,granted,source_export
CUST-002435,2024-04-28,Western Cape,Paarl,New,granted,source_export
CUST-002436,2024-03-08,Gauteng,Pretoria,Returning,granted,source_export
CUST-002437,2024-06-07,Limpopo,Polokwane,Returning,granted,source_export
CUST-002438,2024-05-02,KwaZulu-Natal,Durban,VIP,granted,source_export
CUST-002439,2024-02-08,Western Cape,Paarl,New,granted,source_export
CUST-002440,2024-02-14,Western Cape,George,Lapsed Reactivated,granted,source_export
CUST-002441,2024-04-08,Western Cape,George,Returning,granted,source_export
CUST-002442,2024-06-07,KwaZulu-Natal,Umhlanga,New,granted,source_export
CUST-002443,2024-06-02,Gauteng,Pretoria,Returning,granted,source_export
CUST-002444,2024-01-25,Western Cape,Paarl,New,denied,source_export
CUST-002445,2024-02-09,Western Cape,Cape Town,Returning,unknown,source_export
CUST-002446,2024-05-13,Western Cape,George,New,unknown,source_export
CUST-002447,2024-04-14,Gauteng,Soweto,Returning,granted,source_export
CUST-002448,2024-04-30,North West,Rustenburg,New,denied,source_export
CUST-002449,2024-03-09,Limpopo,Polokwane,VIP,denied,source_export
CUST-002450,2024-05-22,Western Cape,Paarl,VIP,granted,source_export
CUST-002451,2024-03-27,Western Cape,George,VIP,denied,source_export
CUST-002452,2024-01-09,Gauteng,Soweto,New,unknown,source_export
CUST-002453,2024-02-25,Eastern Cape,Gqeberha,New,granted,source_export
CUST-002454,2024-01-09,Western Cape,Stellenbosch,Returning,granted,source_export
CUST-002455,2024-06-03,Western Cape,George,Returning,granted,source_export
CUST-002456,2024-03-31,Western Cape,George,New,granted,source_export
CUST-002457,2024-05-27,Gauteng,Soweto,New,granted,source_export
CUST-002458,2024-01-26,Gauteng,Pretoria,New,granted,source_export
CUST-002459,2024-01-13,Gauteng,Johannesburg,Returning,denied,source_export
CUST-002460,2024-05-28,Free State,Bloemfontein,New,granted,source_export
CUST-002461,2024-06-06,Eastern Cape,East London,New,granted,source_export
CUST-002462,2024-06-13,Gauteng,Soweto,New,granted,source_export
CUST-002463,2024-01-25,North West,Rustenburg,Returning,granted,source_export
CUST-002464,2024-04-12,Western Cape,Paarl,Lapsed Reactivated,unknown,source_export
CUST-002465,2024-04-01,Free State,Bloemfontein,New,granted,source_export
CUST-002466,2024-06-30,Western Cape,Stellenbosch,Returning,granted,source_export
CUST-002467,2024-01-26,Gauteng,Johannesburg,New,granted,source_export
CUST-002468,2024-01-05,Western Cape,Stellenbosch,New,granted,source_export
CUST-002469,2024-01-20,Western Cape,Cape Town,New,granted,source_export
CUST-002470,2024-04-18,Gauteng,Pretoria,Returning,granted,source_export
CUST-002471,2024-02-04,Western Cape,Paarl,New,granted,source_export
CUST-002472,2024-02-28,Eastern Cape,Gqeberha,New,granted,source_export
CUST-002473,2024-01-12,Western Cape,George,New,granted,source_export
CUST-002474,2024-01-26,Western Cape,Paarl,New,granted,source_export
CUST-002475,2024-05-30,Western Cape,Cape Town,New,granted,source_export
CUST-002476,2024-01-13,Limpopo,Polokwane,Returning,granted,source_export
CUST-002477,2024-06-05,Eastern Cape,Gqeberha,New,granted,source_export
CUST-002478,2024-02-12,Eastern Cape,East London,VIP,granted,source_export
CUST-002479,2024-05-09,Eastern Cape,East London,New,granted,source_export
CUST-002480,2024-05-30,KwaZulu-Natal,Pietermaritzburg,New,granted,source_export
CUST-002481,2024-04-20,Western Cape,Stellenbosch,New,granted,source_export
CUST-002482,2024-01-29,KwaZulu-Natal,Pietermaritzburg,New,granted,source_export
CUST-002483,2024-05-09,Western Cape,Paarl,New,granted,source_export
CUST-002484,2024-02-07,Mpumalanga,Nelspruit,Returning,granted,source_export
CUST-002485,2024-03-07,Western Cape,Cape Town,New,granted,source_export
CUST-002486,2024-05-16,Eastern Cape,Gqeberha,New,granted,source_export
CUST-002487,2024-02-04,Western Cape,Stellenbosch,New,granted,source_export
CUST-002488,2024-02-28,Western Cape,Paarl,Returning,granted,source_export
CUST-002489,2024-01-24,Western Cape,George,New,granted,source_export
CUST-002490,2024-04-01,Mpumalanga,Nelspruit,New,granted,source_export
CUST-002491,2024-04-17,KwaZulu-Natal,Pietermaritzburg,Returning,granted,source_export
CUST-002492,2024-04-28,Gauteng,Johannesburg,New,granted,source_export
CUST-002493,2024-01-06,KwaZulu-Natal,Umhlanga,New,granted,source_export
CUST-002494,2024-05-13,Gauteng,Soweto,Returning,granted,source_export
CUST-002495,2024-02-15,Gauteng,Soweto,New,granted,source_export
