order_item_id,order_id,product_id,sku,product_name,category,quantity,unit_price_zar,discount_zar,line_revenue_zar,gross_margin_pct,_source_note
ORD-2024-003107-ITEM-1,ORD-2024-003107,SKU-BED-001,SKU-BED-001,Cotton Bedding Bundle,Bedroom,1,688.19,34.41,653.78,0.38,source_export
ORD-2024-003108-ITEM-1,ORD-2024-003108,SKU-HOME-001,SKU-HOME-001,Bamboo Storage Set,Home Organisation,2,151.65,30.33,272.97,0.46,source_export
ORD-2024-003108-ITEM-2,ORD-2024-003108,SKU-OUT-001,SKU-OUT-001,Outdoor Beanbag,Outdoor,1,742.21,37.11,705.10,0.25,source_export
ORD-2024-003109-ITEM-1,ORD-2024-003109,SKU-KIT-001,SKU-KIT-001,Airtight Pantry Labels,Kitchen,1,83.45,4.17,79.27,0.55,source_export
ORD-2024-003109-ITEM-2,ORD-2024-003109,SKU-KIT-002,SKU-KIT-002,Ceramic Dinner Set,Kitchen,1,585.13,29.26,555.87,0.34,source_export
ORD-2024-003110-ITEM-1,ORD-2024-003110,SKU-KIT-003,SKU-KIT-003,Digital Kitchen Scale,Kitchen,2,226.15,0.00,452.30,0.39,source_export
ORD-2024-003111-ITEM-1,ORD-2024-003111,SKU-KIT-003,SKU-KIT-003,Digital Kitchen Scale,Kitchen,1,234.66,11.73,222.93,0.39,source_export
ORD-2024-003112-ITEM-1,ORD-2024-003112,SKU-WORK-001,SKU-WORK-001,Desk Organiser,Workspace,1,249.04,12.45,236.58,0.43,source_export
ORD-2024-003112-ITEM-2,ORD-2024-003112,SKU-LIFE-003,SKU-LIFE-003,Kids Tee Bundle,Lifestyle,1,195.90,9.80,186.11,0.36,source_export
ORD-2024-003113-ITEM-1,ORD-2024-003113,SKU-KIT-006,SKU-KIT-006,Reusable Food Wraps,Kitchen,1,104.44,5.22,99.22,0.50,source_export
ORD-2024-003114-ITEM-1,ORD-2024-003114,SKU-BATH-001,SKU-BATH-001,Bath Towel Bundle,Bathroom,2,421.34,0.00,842.68,0.37,source_export
ORD-2024-003115-ITEM-1,ORD-2024-003115,SKU-KIT-006,SKU-KIT-006,Reusable Food Wraps,Kitchen,1,105.02,5.25,99.77,0.50,source_export
ORD-2024-003115-ITEM-2,ORD-2024-003115,SKU-HOME-002,SKU-HOME-002,Loadshedding LED Lamp,Home Essentials,2,228.33,0.00,456.66,0.41,source_export
ORD-2024-003116-ITEM-1,ORD-2024-003116,SKU-PET-001,SKU-PET-001,Round Pet Bed,Pet,1,439.90,0.00,439.90,0.28,source_export
ORD-2024-003117-ITEM-1,ORD-2024-003117,SKU-BED-001,SKU-BED-001,Cotton Bedding Bundle,Bedroom,1,662.74,0.00,662.74,0.38,source_export
ORD-2024-003118-ITEM-1,ORD-2024-003118,SKU-HOME-002,SKU-HOME-002,Loadshedding LED Lamp,Home Essentials,1,213.71,10.69,203.02,0.41,source_export
ORD-2024-003118-ITEM-2,ORD-2024-003118,SKU-LIFE-002,SKU-LIFE-002,Scented Candle Duo,Lifestyle,2,112.44,0.00,224.88,0.49,source_export
ORD-2024-003118-ITEM-3,ORD-2024-003118,SKU-BED-001,SKU-BED-001,Cotton Bedding Bundle,Bedroom,1,734.83,36.74,698.09,0.38,source_export
ORD-2024-003119-ITEM-1,ORD-2024-003119,SKU-HOME-004,SKU-HOME-004,Underbed Storage Bag,Home Organisation,1,183.17,0.00,183.17,0.43,source_export
ORD-2024-003119-ITEM-2,ORD-2024-003119,SKU-WORK-001,SKU-WORK-001,Desk Organiser,Workspace,1,252.10,12.60,239.49,0.43,source_export
ORD-2024-003120-ITEM-1,ORD-2024-003120,SKU-WORK-001,SKU-WORK-001,Desk Organiser,Workspace,1,266.75,0.00,"266,75",0.43,source_export
ORD-2024-003120-ITEM-2,ORD-2024-003120,SKU-BATH-001,SKU-BATH-001,Bath Towel Bundle,Bathroom,1,414.66,20.73,393.93,0.37,source_export
ORD-2024-003121-ITEM-1,ORD-2024-003121,SKU-HOME-002,SKU-HOME-002,Loadshedding LED Lamp,Home Essentials,1,233.51,11.68,221.83,0.41,source_export
ORD-2024-003122-ITEM-1,ORD-2024-003122,SKU-HOME-001,SKU-HOME-001,Bamboo Storage Set,Home Organisation,1,154.94,0.00,154.94,0.46,source_export
ORD-2024-003123-ITEM-1,ORD-2024-003123,SKU-BATH-001,SKU-BATH-001,Bath Towel Bundle,Bathroom,1,370.53,37.05,333.48,0.37,source_export
ORD-2024-003124-ITEM-1,ORD-2024-003124,SKU-PET-001,SKU-PET-001,Round Pet Bed,Pet,1,428.22,42.82,385.40,0.28,source_export
ORD-2024-003125-ITEM-1,ORD-2024-003125,SKU-KIT-006,SKU-KIT-006,Reusable Food Wraps,Kitchen,1,96.04,0.00,96.04,0.50,source_export
ORD-2024-003126-ITEM-1,ORD-2024-003126,SKU-WORK-001,SKU-WORK-001,Desk Organiser,Workspace,1,240.68,0.00,240.68,0.43,source_export
ORD-2024-003127-ITEM-1,ORD-2024-003127,SKU-HOME-002,SKU-HOME-002,Loadshedding LED Lamp,Home Essentials,2,218.67,43.73,393.61,0.41,source_export
ORD-2024-003128-ITEM-1,ORD-2024-003128,SKU-DEC-004,SKU-DEC-004,Linen Cushion Cover,Decor,1,144.15,0.00,144.15,0.36,source_export
ORD-2024-003129-ITEM-1,ORD-2024-003129,SKU-WORK-001,SKU-WORK-001,Desk Organiser,Workspace,1,236.95,0.00,236.95,0.43,source_export
ORD-2024-003130-ITEM-1,ORD-2024-003130,SKU-BED-001,SKU-BED-001,Cotton Bedding Bundle,Bedroom,1,R705.11,35.26,669.86,0.38,source_export
ORD-2024-003131-ITEM-1,ORD-2024-003131,SKU-KIT-001,SKU-KIT-001,Airtight Pantry Labels,Kitchen,1,88.18,4.41,83.77,0.55,source_export
ORD-2024-003132-ITEM-1,ORD-2024-003132,SKU-LIFE-002,SKU-LIFE-002,Scented Candle Duo,Lifestyle,1,121.85,6.09,115.76,0.49,source_export
ORD-2024-003133-ITEM-1,ORD-2024-003133,SKU-HOME-001,SKU-HOME-001,Bamboo Storage Set,Home Organisation,1,154.04,0.00,154.04,0.46,source_export
ORD-2024-003134-ITEM-1,ORD-2024-003134,SKU-KIT-001,SKU-KIT-001,Airtight Pantry Labels,Kitchen,1,89.98,0.00,89.98,0.55,source_export
ORD-2024-003135-ITEM-1,ORD-2024-003135,SKU-BATH-002,SKU-BATH-002,Soap Dispenser Set,Bathroom,1,135.76,6.79,128.97,0.44,source_export
ORD-2024-003136-ITEM-1,ORD-2024-003136,SKU-HOME-002,SKU-HOME-002,Loadshedding LED Lamp,Home Essentials,1,218.03,10.90,207.13,0.41,source_export
ORD-2024-003137-ITEM-1,ORD-2024-003137,SKU-WORK-001,SKU-WORK-001,Desk Organiser,Workspace,1,231.97,11.60,220.37,0.43,source_export
ORD-2024-003138-ITEM-1,ORD-2024-003138,SKU-LIFE-002,SKU-LIFE-002,Scented Candle Duo,Lifestyle,1,125.97,0.00,125.97,0.49,source_export
ORD-2024-003139-ITEM-1,ORD-2024-003139,SKU-DEC-004,SKU-DEC-004,Linen Cushion Cover,Decor,1,148.71,0.00,148.71,0.36,source_export
ORD-2024-003140-ITEM-1,ORD-2024-003140,SKU-BATH-002,SKU-BATH-002,Soap Dispenser Set,Bathroom,1,R121.43,0.00,121.43,0.44,source_export
ORD-2024-003141-ITEM-1,ORD-2024-003141,SKU-WORK-001,SKU-WORK-001,Desk Organiser,Workspace,1,249.45,0.00,249.45,0.43,source_export
ORD-2024-003142-ITEM-1,ORD-2024-003142,SKU-LIFE-005,SKU-LIFE-005,Weekend Cooler Bag,Lifestyle,1,294.02,14.70,279.32,0.34,source_export
ORD-2024-003142-ITEM-2,ORD-2024-003142,SKU-KIT-005,SKU-KIT-005,Silicone Utensil Set,Kitchen,1,143.95,0.00,143.95,0.48,source_export
ORD-2024-003143-ITEM-1,ORD-2024-003143,SKU-WORK-001,SKU-WORK-001,Desk Organiser,Workspace,2,247.08,0.00,494.17,0.43,source_export
ORD-2024-003144-ITEM-1,ORD-2024-003144,SKU-LIFE-002,SKU-LIFE-002,Scented Candle Duo,Lifestyle,1,118.26,5.91,112.35,0.49,source_export
ORD-2024-003145-ITEM-1,ORD-2024-003145,SKU-BED-003,SKU-BED-003,Pillow Protector Pair,Bedroom,1,167.83,8.39,159.43,0.39,source_export
ORD-2024-003146-ITEM-1,ORD-2024-003146,SKU-WORK-002,SKU-WORK-002,Cable Management Box,Workspace,2,203.98,20.40,"387,57",0.41,source_export
ORD-2024-003147-ITEM-1,ORD-2024-003147,SKU-BED-003,SKU-BED-003,Pillow Protector Pair,Bedroom,1,156.83,0.00,156.83,0.39,source_export
ORD-2024-003148-ITEM-1,ORD-2024-003148,SKU-KIT-001,SKU-KIT-001,Airtight Pantry Labels,Kitchen,1,93.69,4.68,89.00,0.55,source_export
ORD-2024-003148-ITEM-2,ORD-2024-003148,SKU-KIT-005,SKU-KIT-005,Silicone Utensil Set,Kitchen,1,145.50,0.00,145.50,0.48,source_export
ORD-2024-003149-ITEM-1,ORD-2024-003149,SKU-BATH-001,SKU-BATH-001,Bath Towel Bundle,Bathroom,1,385.93,19.30,366.64,0.37,source_export
ORD-2024-003150-ITEM-1,ORD-2024-003150,SKU-HOME-001,SKU-HOME-001,Bamboo Storage Set,Home Organisation,1,157.84,15.78,142.06,0.46,source_export
ORD-2024-003151-ITEM-1,ORD-2024-003151,SKU-WORK-002,SKU-WORK-002,Cable Management Box,Workspace,1,209.16,10.46,198.70,0.41,source_export
ORD-2024-003152-ITEM-1,ORD-2024-003152,SKU-KIT-004,SKU-KIT-004,Copper Water Bottle,Kitchen,1,174.04,8.70,165.34,0.33,source_export
ORD-2024-003153-ITEM-1,ORD-2024-003153,SKU-LIFE-005,SKU-LIFE-005,Weekend Cooler Bag,Lifestyle,1,309.34,0.00,309.34,0.34,source_export
ORD-2024-003154-ITEM-1,ORD-2024-003154,SKU-BED-001,SKU-BED-001,Cotton Bedding Bundle,Bedroom,1,677.96,0.00,677.96,0.38,source_export
ORD-2024-003155-ITEM-1,ORD-2024-003155,SKU-BED-003,SKU-BED-003,Pillow Protector Pair,Bedroom,1,154.16,7.71,146.45,0.39,source_export
ORD-2024-003156-ITEM-1,ORD-2024-003156,SKU-DEC-002,SKU-DEC-002,Minimal Wall Clock,Decor,1,286.68,0.00,286.68,0.32,source_export
ORD-2024-003157-ITEM-1,ORD-2024-003157,SKU-HOME-002,SKU-HOME-002,Loadshedding LED Lamp,Home Essentials,1,238.08,11.90,226.18,0.41,source_export
ORD-2024-003158-ITEM-1,ORD-2024-003158,SKU-HOME-001,SKU-HOME-001,Bamboo Storage Set,Home Organisation,1,137.86,6.89,130.97,0.46,source_export
ORD-2024-003159-ITEM-1,ORD-2024-003159,SKU-KIT-001,SKU-KIT-001,Airtight Pantry Labels,Kitchen,1,96.09,0.00,96.09,0.55,source_export
ORD-2024-003160-ITEM-1,ORD-2024-003160,SKU-HOME-002,SKU-HOME-002,Loadshedding LED Lamp,Home Essentials,1,228.49,0.00,228.49,0.41,source_export
ORD-2024-003160-ITEM-2,ORD-2024-003160,SKU-HOME-001,SKU-HOME-001,Bamboo Storage Set,Home Organisation,1,146.35,7.32,139.03,0.46,source_export
ORD-2024-003161-ITEM-1,ORD-2024-003161,SKU-DEC-004,SKU-DEC-004,Linen Cushion Cover,Decor,2,142.35,14.24,270.47,0.36,source_export
ORD-2024-003162-ITEM-1,ORD-2024-003162,SKU-WORK-001,SKU-WORK-001,Desk Organiser,Workspace,1,259.13,25.91,233.22,0.43,source_export
ORD-2024-003162-ITEM-2,ORD-2024-003162,SKU-BATH-001,SKU-BATH-001,Bath Towel Bundle,Bathroom,1,415.93,41.59,374.34,0.37,source_export
ORD-2024-003163-ITEM-1,ORD-2024-003163,SKU-WORK-002,SKU-WORK-002,Cable Management Box,Workspace,1,196.63,19.66,176.96,0.41,source_export
ORD-2024-003164-ITEM-1,ORD-2024-003164,SKU-WORK-001,SKU-WORK-001,Desk Organiser,Workspace,1,242.30,12.11,230.18,0.43,source_export
ORD-2024-003164-ITEM-2,ORD-2024-003164,SKU-BED-001,SKU-BED-001,Cotton Bedding Bundle,Bedroom,1,677.40,0.00,677.40,0.38,source_export
ORD-2024-003165-ITEM-1,ORD-2024-003165,SKU-KIT-005,SKU-KIT-005,Silicone Utensil Set,Kitchen,1,128.92,0.00,128.92,0.48,source_export
ORD-2024-003166-ITEM-1,ORD-2024-003166,SKU-LIFE-002,SKU-LIFE-002,Scented Candle Duo,Lifestyle,1,127.88,0.00,127.88,0.49,source_export
ORD-2024-003167-ITEM-1,ORD-2024-003167,SKU-HOME-001,SKU-HOME-001,Bamboo Storage Set,Home Organisation,1,145.22,14.52,130.70,0.46,source_export
ORD-2024-003168-ITEM-1,ORD-2024-003168,SKU-HOME-001,SKU-HOME-001,Bamboo Storage Set,Home Organisation,1,140.23,7.01,133.22,0.46,source_export
ORD-2024-003169-ITEM-1,ORD-2024-003169,SKU-KIT-001,SKU-KIT-001,Airtight Pantry Labels,Kitchen,1,83.54,4.18,79.36,0.55,source_export
ORD-2024-003170-ITEM-1,ORD-2024-003170,SKU-OUT-001,SKU-OUT-001,Outdoor Beanbag,Outdoor,1,827.05,41.35,785.69,0.25,source_export
ORD-2024-003170-ITEM-2,ORD-2024-003170,SKU-KIT-003,SKU-KIT-003,Digital Kitchen Scale,Kitchen,2,209.37,20.94,397.81,0.39,source_export
ORD-2024-003171-ITEM-1,ORD-2024-003171,SKU-HOME-001,SKU-HOME-001,Bamboo Storage Set,Home Organisation,1,152.44,7.62,144.82,0.46,source_export
ORD-2024-003172-ITEM-1,ORD-2024-003172,SKU-KIT-002,SKU-KIT-002,Ceramic Dinner Set,Kitchen,1,558.67,27.93,530.73,0.34,source_export
ORD-2024-003173-ITEM-1,ORD-2024-003173,SKU-WORK-001,SKU-WORK-001,Desk Organiser,Workspace,1,238.54,11.93,226.61,0.43,source_export
ORD-2024-003174-ITEM-1,ORD-2024-003174,SKU-LIFE-001,SKU-LIFE-001,Reusable Shopper Totes,Lifestyle,1,82.96,0.00,82.96,0.52,source_export
ORD-2024-003175-ITEM-1,ORD-2024-003175,SKU-KIT-001,SKU-KIT-001,Airtight Pantry Labels,Kitchen,1,83.33,4.17,79.16,0.55,source_export
ORD-2024-003176-ITEM-1,ORD-2024-003176,SKU-KIT-002,SKU-KIT-002,Ceramic Dinner Set,Kitchen,1,640.53,32.03,608.51,0.34,source_export
ORD-2024-003177-ITEM-1,ORD-2024-003177,SKU-DEC-003,SKU-DEC-003,Decorative Vase,Decor,1,240.77,0.00,240.77,0.30,source_export
ORD-2024-003177-ITEM-2,ORD-2024-003177,SKU-KIT-003,SKU-KIT-003,Digital Kitchen Scale,Kitchen,1,224.55,0.00,224.55,0.39,source_export
ORD-2024-003178-ITEM-1,ORD-2024-003178,SKU-HOME-002,SKU-HOME-002,Loadshedding LED Lamp,Home Essentials,1,219.32,10.97,208.35,0.41,source_export
ORD-2024-003179-ITEM-1,ORD-2024-003179,SKU-LIFE-002,SKU-LIFE-002,Scented Candle Duo,Lifestyle,1,119.49,0.00,119.49,0.49,source_export
ORD-2024-003180-ITEM-1,ORD-2024-003180,SKU-WORK-001,SKU-WORK-001,Desk Organiser,Workspace,1,267.57,13.38,254.19,0.43,source_export
ORD-2024-003181-ITEM-1,ORD-2024-003181,SKU-BED-001,SKU-BED-001,Cotton Bedding Bundle,Bedroom,2,672.56,134.51,1210.61,0.38,source_export
ORD-2024-003182-ITEM-1,ORD-2024-003182,SKU-BATH-001,SKU-BATH-001,Bath Towel Bundle,Bathroom,1,410.81,0.00,410.81,0.37,source_export
ORD-2024-003183-ITEM-1,ORD-2024-003183,SKU-KIT-005,SKU-KIT-005,Silicone Utensil Set,Kitchen,1,140.85,7.04,133.81,0.48,source_export
ORD-2024-003183-ITEM-2,ORD-2024-003183,SKU-DEC-004,SKU-DEC-004,Linen Cushion Cover,Decor,1,137.59,6.88,130.71,0.36,source_export
ORD-2024-003184-ITEM-1,ORD-2024-003184,SKU-PET-002,SKU-PET-002,Pet Feeding Mat,Pet,1,124.89,0.00,124.89,0.40,source_export
ORD-2024-003185-ITEM-1,ORD-2024-003185,SKU-WELL-001,SKU-WELL-001,Yoga Mat,Wellness,1,258.10,12.91,245.20,0.35,source_export
ORD-2024-003186-ITEM-1,ORD-2024-003186,SKU-BED-001,SKU-BED-001,Cotton Bedding Bundle,Bedroom,1,706.34,35.32,671.02,0.38,source_export
ORD-2024-003187-ITEM-1,ORD-2024-003187,SKU-KIT-003,SKU-KIT-003,Digital Kitchen Scale,Kitchen,1,233.16,0.00,233.16,0.39,source_export
ORD-2024-003188-ITEM-1,ORD-2024-003188,SKU-WORK-001,SKU-WORK-001,Desk Organiser,Workspace,2,244.40,24.44,464.37,0.43,source_export
ORD-2024-003189-ITEM-1,ORD-2024-003189,SKU-PET-002,SKU-PET-002,Pet Feeding Mat,Pet,1,119.00,0.00,119.00,0.40,source_export
ORD-2024-003190-ITEM-1,ORD-2024-003190,SKU-WORK-002,SKU-WORK-002,Cable Management Box,Workspace,1,213.45,0.00,213.45,0.41,source_export
ORD-2024-003191-ITEM-1,ORD-2024-003191,SKU-KIT-002,SKU-KIT-002,Ceramic Dinner Set,Kitchen,1,626.75,31.34,595.42,0.34,source_export
ORD-2024-003192-ITEM-1,ORD-2024-003192,SKU-HOME-004,SKU-HOME-004,Underbed Storage Bag,Home Organisation,1,177.27,8.86,168.41,0.43,source_export
ORD-2024-003193-ITEM-1,ORD-2024-003193,SKU-BED-001,SKU-BED-001,Cotton Bedding Bundle,Bedroom,1,672.14,67.21,604.92,0.38,source_export
ORD-2024-003194-ITEM-1,ORD-2024-003194,SKU-LIFE-004,SKU-LIFE-004,Insulated Travel Mug,Lifestyle,1,161.10,0.00,161.10,0.38,source_export
ORD-2024-003194-ITEM-2,ORD-2024-003194,SKU-DEC-004,SKU-DEC-004,Linen Cushion Cover,Decor,1,140.60,0.00,140.60,0.36,source_export
ORD-2024-003195-ITEM-1,ORD-2024-003195,SKU-KIT-001,SKU-KIT-001,Airtight Pantry Labels,Kitchen,1,83.93,0.00,83.93,0.55,source_export
ORD-2024-003196-ITEM-1,ORD-2024-003196,SKU-KIT-002,SKU-KIT-002,Ceramic Dinner Set,Kitchen,1,600.05,30.00,570.05,0.34,source_export
ORD-2024-003197-ITEM-1,ORD-2024-003197,SKU-LIFE-001,SKU-LIFE-001,Reusable Shopper Totes,Lifestyle,1,85.16,4.26,80.91,0.52,source_export
ORD-2024-003197-ITEM-2,ORD-2024-003197,SKU-HOME-003,SKU-HOME-003,Foldable Laundry Basket,Home Organisation,1,170.29,0.00,170.29,0.42,source_export
ORD-2024-003197-ITEM-3,ORD-2024-003197,SKU-HOME-002,SKU-HOME-002,Loadshedding LED Lamp,Home Essentials,1,230.17,11.51,218.66,0.41,source_export
ORD-2024-003198-ITEM-1,ORD-2024-003198,SKU-KIT-003,SKU-KIT-003,Digital Kitchen Scale,Kitchen,1,209.28,10.46,198.82,0.39,source_export
ORD-2024-003198-ITEM-2,ORD-2024-003198,SKU-LIFE-001,SKU-LIFE-001,Reusable Shopper Totes,Lifestyle,1,75.09,3.75,71.34,0.52,source_export
ORD-2024-003199-ITEM-1,ORD-2024-003199,SKU-HOME-001,SKU-HOME-001,Bamboo Storage Set,Home Organisation,1,143.50,0.00,143.50,0.46,source_export
ORD-2024-003200-ITEM-1,ORD-2024-003200,SKU-KIT-001,SKU-KIT-001,Airtight Pantry Labels,Kitchen,1,86.38,0.00,86.38,0.55,source_export
ORD-2024-003200-ITEM-2,ORD-2024-003200,SKU-KIT-003,SKU-KIT-003,Digital Kitchen Scale,Kitchen,1,225.99,0.00,225.99,0.39,source_export
ORD-2024-003201-ITEM-1,ORD-2024-003201,SKU-BED-003,SKU-BED-003,Pillow Protector Pair,Bedroom,1,151.19,0.00,151.19,0.39,source_export
ORD-2024-003202-ITEM-1,ORD-2024-003202,SKU-LIFE-001,SKU-LIFE-001,Reusable Shopper Totes,Lifestyle,2,84.20,8.42,159.98,0.52,source_export
ORD-2024-003203-ITEM-1,ORD-2024-003203,SKU-DEC-001,SKU-DEC-001,Glass Terrarium,Decor,2,344.87,0.00,689.73,0.31,source_export
ORD-2024-003203-ITEM-2,ORD-2024-003203,SKU-KIT-005,SKU-KIT-005,Silicone Utensil Set,Kitchen,1,141.12,0.00,141.12,0.48,source_export
ORD-2024-003204-ITEM-1,ORD-2024-003204,SKU-HOME-001,SKU-HOME-001,Bamboo Storage Set,Home Organisation,1,149.64,0.00,149.64,0.46,source_export
ORD-2024-003204-ITEM-2,ORD-2024-003204,SKU-LIFE-004,SKU-LIFE-004,Insulated Travel Mug,Lifestyle,1,181.56,9.08,172.48,0.38,source_export
ORD-2024-003205-ITEM-1,ORD-2024-003205,SKU-HOME-002,SKU-HOME-002,Loadshedding LED Lamp,Home Essentials,1,227.68,0.00,227.68,0.41,source_export
ORD-2024-003206-ITEM-1,ORD-2024-003206,SKU-KIT-001,SKU-KIT-001,Airtight Pantry Labels,Kitchen,1,83.76,0.00,83.76,0.55,source_export
ORD-2024-003207-ITEM-1,ORD-2024-003207,SKU-BED-001,SKU-BED-001,Cotton Bedding Bundle,Bedroom,1,675.62,0.00,675.62,0.38,source_export
ORD-2024-003208-ITEM-1,ORD-2024-003208,SKU-KIT-001,SKU-KIT-001,Airtight Pantry Labels,Kitchen,1,83.55,0.00,83.55,0.55,source_export
ORD-2024-003209-ITEM-1,ORD-2024-003209,SKU-BED-003,SKU-BED-003,Pillow Protector Pair,Bedroom,1,169.16,8.46,160.71,0.39,source_export
ORD-2024-003210-ITEM-1,ORD-2024-003210,SKU-HOME-001,SKU-HOME-001,Bamboo Storage Set,Home Organisation,1,139.63,6.98,132.65,0.46,source_export
ORD-2024-003210-ITEM-2,ORD-2024-003210,SKU-LIFE-005,SKU-LIFE-005,Weekend Cooler Bag,Lifestyle,1,277.23,0.00,277.23,0.34,source_export
ORD-2024-003211-ITEM-1,ORD-2024-003211,SKU-BATH-002,SKU-BATH-002,Soap Dispenser Set,Bathroom,1,119.87,5.99,113.88,0.44,source_export
ORD-2024-003211-ITEM-2,ORD-2024-003211,SKU-PET-002,SKU-PET-002,Pet Feeding Mat,Pet,2,114.01,0.00,228.01,0.40,source_export
ORD-2024-003212-ITEM-1,ORD-2024-003212,SKU-WORK-001,SKU-WORK-001,Desk Organiser,Workspace,1,246.00,12.30,233.70,0.43,source_export
ORD-2024-003212-ITEM-2,ORD-2024-003212,SKU-DEC-004,SKU-DEC-004,Linen Cushion Cover,Decor,1,147.24,0.00,147.24,0.36,source_export
ORD-2024-003212-ITEM-3,ORD-2024-003212,SKU-WORK-002,SKU-WORK-002,Cable Management Box,Workspace,1,206.99,0.00,206.99,0.41,source_export
ORD-2024-003213-ITEM-1,ORD-2024-003213,SKU-LIFE-002,SKU-LIFE-002,Scented Candle Duo,Lifestyle,1,110.60,0.00,110.60,0.49,source_export
ORD-2024-003214-ITEM-1,ORD-2024-003214,SKU-DEC-002,SKU-DEC-002,Minimal Wall Clock,Decor,1,287.38,14.37,273.01,0.32,source_export
ORD-2024-003215-ITEM-1,ORD-2024-003215,SKU-BED-003,SKU-BED-003,Pillow Protector Pair,Bedroom,2,164.56,16.46,312.66,0.39,source_export
ORD-2024-003216-ITEM-1,ORD-2024-003216,SKU-DEC-002,SKU-DEC-002,Minimal Wall Clock,Decor,1,268.29,13.41,254.88,0.32,source_export
ORD-2024-003217-ITEM-1,ORD-2024-003217,SKU-BATH-001,SKU-BATH-001,Bath Towel Bundle,Bathroom,2,374.49,0.00,748.97,0.37,source_export
ORD-2024-003218-ITEM-1,ORD-2024-003218,SKU-BED-002,SKU-BED-002,Luxury Throw Blanket,Bedroom,1,540.50,27.02,513.47,0.29,source_export
ORD-2024-003219-ITEM-1,ORD-2024-003219,SKU-BATH-002,SKU-BATH-002,Soap Dispenser Set,Bathroom,1,123.76,0.00,123.76,0.44,source_export
ORD-2024-003220-ITEM-1,ORD-2024-003220,SKU-WORK-001,sku-work-001 ,Desk Organiser,Workspace,1,232.70,0.00,232.70,0.43,source_export
ORD-2024-003221-ITEM-1,ORD-2024-003221,SKU-HOME-004,SKU-HOME-004,Underbed Storage Bag,Home Organisation,1,203.92,10.20,193.72,0.43,source_export
ORD-2024-003222-ITEM-1,ORD-2024-003222,SKU-DEC-002,SKU-DEC-002,Minimal Wall Clock,Decor,1,286.96,0.00,286.96,0.32,source_export
ORD-2024-003223-ITEM-1,ORD-2024-003223,SKU-DEC-004,SKU-DEC-004,Linen Cushion Cover,Decor,1,145.60,0.00,145.60,0.36,source_export
ORD-2024-003224-ITEM-1,ORD-2024-003224,SKU-BATH-001,SKU-BATH-001,Bath Towel Bundle,Bathroom,1,367.43,18.37,349.06,0.37,source_export
ORD-2024-003225-ITEM-1,ORD-2024-003225,SKU-BATH-001,SKU-BATH-001,Bath Towel Bundle,Bathroom,1,398.95,0.00,398.95,0.37,source_export
ORD-2024-003226-ITEM-1,ORD-2024-003226,SKU-WORK-002,SKU-WORK-002,Cable Management Box,Workspace,1,186.29,9.31,176.97,0.41,source_export
ORD-2024-003227-ITEM-1,ORD-2024-003227,SKU-BATH-002,SKU-BATH-002,Soap Dispenser Set,Bathroom,1,137.04,0.00,137.04,0.44,source_export
ORD-2024-003228-ITEM-1,ORD-2024-003228,SKU-HOME-002,SKU-HOME-002,Loadshedding LED Lamp,Home Essentials,1,219.63,0.00,219.63,0.41,source_export
ORD-2024-003229-ITEM-1,ORD-2024-003229,SKU-LIFE-001,SKU-LIFE-001,Reusable Shopper Totes,Lifestyle,1,77.33,0.00,77.33,0.52,source_export
ORD-2024-003230-ITEM-1,ORD-2024-003230,SKU-KIT-003,SKU-KIT-003,Digital Kitchen Scale,Kitchen,2,215.71,0.00,431.41,0.39,source_export
ORD-2024-003231-ITEM-1,ORD-2024-003231,SKU-BED-003,SKU-BED-003,Pillow Protector Pair,Bedroom,1,167.19,0.00,167.19,0.39,source_export
ORD-2024-003231-ITEM-2,ORD-2024-003231,SKU-HOME-002,SKU-HOME-002,Loadshedding LED Lamp,Home Essentials,1,235.29,0.00,235.29,0.41,source_export
ORD-2024-003231-ITEM-3,ORD-2024-003231,SKU-LIFE-003,SKU-LIFE-003,Kids Tee Bundle,Lifestyle,1,199.36,9.97,189.39,0.36,source_export
ORD-2024-003232-ITEM-1,ORD-2024-003232,SKU-HOME-001,SKU-HOME-001,Bamboo Storage Set,Home Organisation,1,154.96,7.75,147.21,0.46,source_export
ORD-2024-003233-ITEM-1,ORD-2024-003233,SKU-BATH-001,SKU-BATH-001,Bath Towel Bundle,Bathroom,1,415.37,20.77,394.60,0.37,source_export
ORD-2024-003234-ITEM-1,ORD-2024-003234,SKU-PET-002,SKU-PET-002,Pet Feeding Mat,Pet,1,127.35,6.37,120.98,0.40,source_export
ORD-2024-003235-ITEM-1,ORD-2024-003235,SKU-HOME-001,SKU-HOME-001,Bamboo Storage Set,Home Organisation,1,151.60,15.16,136.44,0.46,source_export
ORD-2024-003235-ITEM-2,ORD-2024-003235,SKU-WORK-001,SKU-WORK-001,Desk Organiser,Workspace,1,261.04,13.05,247.99,0.43,source_export
ORD-2024-003236-ITEM-1,ORD-2024-003236,SKU-KIT-003,SKU-KIT-003,Digital Kitchen Scale,Kitchen,1,209.50,10.48,199.03,0.39,source_export
ORD-2024-003237-ITEM-1,ORD-2024-003237,SKU-WORK-002,SKU-WORK-002,Cable Management Box,Workspace,2,186.19,18.62,353.76,0.41,source_export
ORD-2024-003238-ITEM-1,ORD-2024-003238,SKU-BATH-002,SKU-BATH-002,Soap Dispenser Set,Bathroom,2,128.93,0.00,257.86,0.44,source_export
