order_id,order_date,customer_id,attribution_channel,campaign_name,is_paid_attributed,order_subtotal_zar,discount_total_zar,shipping_fee_zar,order_total_zar,payment_method,order_status,_source_note
ORD-2024-000843,2024-03-05,CUST-006924,Google Ads,H1_Search_Core_Retail,true,561.98,62.44,0.00,561.98,card,completed,source_export
ORD-2024-000844,2024-03-26,CUST-007469,Direct,Direct,false,1516.54,69.07,0.00,1516.54,card,completed,source_export
ORD-2024-000845,2024-04-26,CUST-007516,Email,Lifecycle_Email,false,127.00,6.68,59.00,186.00,card,refunded,source_export
ORD-2024-000846,2024-02-08,CUST-007592,Referral,Referral_Partners,false,133.33,7.02,59.00,192.33,card,completed,source_export
ORD-2024-000847,2024-05-31,CUST-009058,Organic Search,Organic,false,264.41,0.00,69.00,333.41,payflex,completed,source_export
ORD-2024-000848,2024-04-02,CUST-000305,Google Ads,H1_Search_Core_Retail,true,141.99,7.47,69.00,210.99,instant_eft,completed,source_export
ORD-2024-000849,2024-05-27,CUST-008403,Direct,Direct,false,1205.25,53.28,0.00,1205.25,card,completed,source_export
ORD-2024-000850,2024-02-20,CUST-002590,Email,Lifecycle_Email,false,190.85,0.00,49.00,239.85,card,completed,source_export
ORD-2024-000851,2024-04-06,CUST-001579,Direct,Direct,false,361.28,4.17,49.00,410.28,instant_eft,completed,source_export
ORD-2024-000852,2024-02-15,CUST-004637,Direct,Direct,false,94.73,0.00,69.00,163.73,card,completed,source_export
ORD-2024-000853,2024-01-12,CUST-003194,Organic Search,Organic,false,137.00,7.21,69.00,206.00,card,completed,source_export
ORD-2024-000854,2024-01-02,CUST-001419,Organic Search,Organic,false,971.01,0.00,0.00,971.01,card,completed,source_export
ORD-2024-000855,2024-04-08,CUST-002017,Email,Lifecycle_Email,false,774.88,25.55,0.00,774.88,card,completed,source_export
ORD-2024-000856,2024-01-31,CUST-007796,Direct,Direct,false,241.24,0.00,59.00,300.24,payflex,completed,source_export
ORD-2024-000857,2024-05-12,CUST-006171,Organic Search,Organic,false,89.32,4.70,49.00,138.32,card,completed,source_export
ORD-2024-000858,2024-05-24,CUST-003774,Direct,Direct,false,636.25,0.00,0.00,636.25,card,completed,source_export
ORD-2024-000859,2024-04-21,CUST-002049,Organic Search,Organic,false,141.86,7.47,59.00,200.86,card,completed,source_export
ORD-2024-000860,2024-05-01,CUST-009271,Google Ads,H1_Search_Core_Retail,true,614.93,54.84,0.00,614.93,card,completed,source_export
ORD-2024-000861,2024-01-01,CUST-008406,Direct,Direct,false,754.63,17.94,0.00,754.63,card,completed,source_export
ORD-2024-000862,2024-02-16,CUST-003250,Google Ads,H1_Search_Core_Retail,true,192.89,21.43,59.00,251.89,instant_eft,completed,source_export
ORD-2024-000863,2024-01-15,CUST-010044,Google Ads,H1_Search_Core_Retail,true,575.32,63.92,0.00,575.32,card,completed,source_export
ORD-2024-000864,2024-01-20,CUST-003669,Direct,Direct,false,345.95,18.21,49.00,394.95,card,completed,source_export
ORD-2024-000865,2024-02-21,CUST-009128,Email,Lifecycle_Email,false,1725.44,77.20,0.00,1725.44,card,completed,source_export
ORD-2024-000866,2024-06-23,CUST-000135,Direct,Direct,false,1946.50,102.45,0.00,1946.50,instant_eft,completed,source_export
ORD-2024-000867,2024-05-11,CUST-005724,Direct,Direct,false,179.99,9.47,59.00,238.99,card,completed,source_export
ORD-2024-000868,2024-04-30,CUST-009178,Email,Lifecycle_Email,false,224.06,0.00,69.00,293.06,card,completed,source_export
ORD-2024-000869,2024-03-20,CUST-010193,Google Ads,H1_Search_Core_Retail,true,1030.18,114.46,0.00,1030.18,card,completed,source_export
ORD-2024-000870,2024-06-09,CUST-008370,Organic Search,Organic,false,159.43,8.39,49.00,208.43,instant_eft,completed,source_export
ORD-2024-000871,2024-03-27,CUST-006549,Organic Search,Organic,false,202.97,10.68,49.00,251.97,payflex,completed,source_export
ORD-2024-000872,2024-06-01,CUST-000699,Organic Search,Organic,false,179.16,9.43,59.00,238.16,payflex,completed,source_export
ORD-2024-000873,2024-03-21,CUST-008076,Referral,Referral_Partners,false,203.27,10.70,59.00,262.27,card,completed,source_export
ORD-2024-000874,2024-06-25,CUST-001988,Organic Search,Organic,false,179.13,0.00,49.00,228.13,card,completed,source_export
ORD-2024-000875,2024-01-11,CUST-004315,Organic Search,Organic,false,294.82,15.51,59.00,353.82,instant_eft,completed,source_export
ORD-2024-000876,2024-03-22,CUST-007531,Email,Lifecycle_Email,false,180.52,9.50,69.00,249.52,card,completed,source_export
ORD-2024-000877,2024-04-30,CUST-002812,Organic Search,Organic,false,160.11,0.00,69.00,229.11,card,completed,source_export
ORD-2024-000878,2024-02-01,CUST-006717,Organic Search,Organic,false,169.58,0.00,69.00,238.58,card,completed,source_export
ORD-2024-000879,2024-06-12,CUST-007905,Organic Search,Organic,false,155.84,3.96,59.00,214.84,payflex,completed,source_export
ORD-2024-000880,2024-02-06,CUST-009663,Email,Lifecycle_Email,false,201.64,10.61,49.00,250.64,card,completed,source_export
ORD-2024-000881,2024-06-23,CUST-004828,CM360,H1_Display_MidFunnel_Retail,true,114.36,6.02,59.00,173.36,card,completed,source_export
ORD-2024-000882,2024-02-06,CUST-004329,Referral,Referral_Partners,false,119.30,6.28,49.00,168.30,card,completed,source_export
ORD-2024-000883,2024-06-28,CUST-002654,Organic Search,Organic,false,161.42,8.50,59.00,220.42,card,completed,source_export
ORD-2024-000884,2024-04-02,CUST-006396,Email,Lifecycle_Email,false,1195.00,8.75,0.00,1195.00,instant_eft,completed,source_export
ORD-2024-000885,2024-03-06,CUST-008629,CM360,H1_Display_MidFunnel_Retail,true,94.76,10.53,69.00,163.76,wallet,completed,source_export
ORD-2024-000886,2024-02-13,CUST-008921,Organic Search,Organic,false,280.58,0.00,49.00,329.58,wallet,completed,source_export
ORD-2024-000887,2024-04-30,CUST-005674,Organic Search,Organic,false,316.91,8.74,49.00,365.91,card,completed,source_export
ORD-2024-000888,2024-03-19,CUST-003239,Direct,Direct,false,287.50,0.00,69.00,356.50,instant_eft,completed,source_export
ORD-2024-000889,2024-05-20,CUST-010327,Organic Search,Organic,false,272.79,14.36,49.00,321.79,card,completed,source_export
ORD-2024-000890,2024-02-02,CUST-006277,Direct,Direct,false,148.33,0.00,69.00,217.33,wallet,completed,source_export
ORD-2024-000891,2024-03-17,CUST-006810,Google Ads,H1_Search_Core_Retail,true,83.25,9.25,49.00,132.25,card,completed,source_export
ORD-2024-000892,2024-02-11,CUST-007446,Organic Search,Organic,false,633.51,0.00,0.00,633.51,payflex,completed,source_export
ORD-2024-000893,2024-04-21,CUST-002318,Organic Search,Organic,false,312.34,0.00,59.00,371.34,card,completed,source_export
ORD-2024-000894,2024-01-26,CUST-004945,Direct,Direct,false,814.75,42.88,0.00,814.75,payflex,completed,source_export
ORD-2024-000895,23/02/2024,CUST-008057,CM360,H1_Display_MidFunnel_Retail,true,773.92,0.00,0.00,773.92,card,completed,source_export
ORD-2024-000896,2024-05-04,CUST-003618,Organic Search,Organic,false,284.12,14.96,59.00,343.12,card,completed,source_export
ORD-2024-000897,2024-05-26,CUST-002835,Google Ads,H1_Search_Core_Retail,true,101.77,0.00,59.00,160.77,instant_eft,completed,source_export
ORD-2024-000898,2024-02-21,CUST-004788,Referral,Referral_Partners,false,131.52,6.92,69.00,200.52,card,completed,source_export
ORD-2024-000899,2024-03-29,CUST-004813,Referral,Referral_Partners,false,167.16,0.00,49.00,216.16,instant_eft,completed,source_export
ORD-2024-000900,2024-01-10,CUST-001868,Direct,Direct,false,700.58,36.87,0.00,700.58,card,completed,source_export
ORD-2024-000901,2024-04-06,CUST-000755,Organic Search,Organic,false,156.39,8.23,69.00,225.39,instant_eft,completed,source_export
ORD-2024-000902,2024-02-28,CUST-007384,Organic Search,Organic,false,313.38,0.00,59.00,372.38,card,completed,source_export
ORD-2024-000903,2024-06-16,CUST-005853,Direct,Direct,false,249.46,0.00,49.00,298.46,card,completed,source_export
ORD-2024-000904,2024-01-29,CUST-002348,Google Ads,H1_Search_Core_Retail,true,96.25,0.00,59.00,155.25,card,completed,source_export
ORD-2024-000905,2024-04-26,CUST-007685,Direct,Direct,false,294.34,15.49,69.00,363.34,card,completed,source_export
ORD-2024-000906,2024-04-12,CUST-002099,Referral,Referral_Partners,false,727.95,0.00,0.00,727.95,card,completed,source_export
ORD-2024-000907,2024-03-09,CUST-003929,Organic Search,Organic,false,140.03,7.37,59.00,199.03,card,completed,source_export
ORD-2024-000908,2024-06-04,CUST-001002,Organic Search,Organic,false,133.84,7.04,59.00,192.84,card,completed,source_export
ORD-2024-000909,2024-02-06,CUST-006707,Direct,Direct,false,617.60,12.15,0.00,617.60,card,completed,source_export
ORD-2024-000910,2024-03-31,CUST-004792,Referral,Referral_Partners,false,147.92,7.79,59.00,206.92,wallet,completed,source_export
ORD-2024-000911,2024-01-13,CUST-001285,Referral,Referral_Partners,false,633.16,0.00,0.00,633.16,wallet,completed,source_export
ORD-2024-000912,2024-06-20,CUST-000559,Referral,Referral_Partners,false,455.50,11.84,0.00,455.50,card,completed,source_export
ORD-2024-000913,2024-04-20,CUST-002990,Direct,Direct,false,111.80,5.88,69.00,180.80,card,completed,source_export
ORD-2024-000914,2024-06-02,CUST-003453,Direct,Direct,false,364.26,11.29,49.00,413.26,instant_eft,completed,source_export
ORD-2024-000915,2024-04-15,CUST-002958,Organic Search,Organic,false,150.51,0.00,49.00,199.51,card,completed,source_export
ORD-2024-000916,2024-05-26,CUST-004527,Organic Search,Organic,false,207.17,0.00,49.00,256.17,wallet,completed,source_export
ORD-2024-000917,2024-01-16,CUST-005988,Email,Lifecycle_Email,false,153.38,0.00,69.00,222.38,card,completed,source_export
ORD-2024-000918,2024-04-27,CUST-000015,Organic Search,Organic,false,312.37,7.53,49.00,361.37,card,completed,source_export
ORD-2024-000919,2024-03-25,CUST-001999,Google Ads,H1_Search_Core_Retail,true,234.39,12.34,59.00,293.39,card,completed,source_export
ORD-2024-000920,2024-05-22,CUST-010048,Google Ads,H1_Search_Core_Retail,true,295.27,19.83,69.00,364.27,card,completed,source_export
ORD-2024-000921,2024-05-14,CUST-006258,DV360,H1_Programmatic_Prospecting_Retail,true,511.57,26.93,0.00,511.57,wallet,completed,source_export
ORD-2024-000922,2024-01-31,CUST-010248,Referral,Referral_Partners,false,794.31,0.00,0.00,794.31,instant_eft,completed,source_export
ORD-2024-000923,2024-02-23,CUST-006944,Organic Search,Organic,false,143.02,7.53,49.00,192.02,instant_eft,cancelled,source_export
ORD-2024-000924,2024-03-08,CUST-005407,Email,Lifecycle_Email,false,235.07,0.00,69.00,304.07,card,completed,source_export
ORD-2024-000925,2024-03-01,CUST-008526,CM360,H1_Display_MidFunnel_Retail,true,86.11,4.53,59.00,145.11,instant_eft,completed,source_export
ORD-2024-000926,2024-03-04,CUST-010014,Direct,Direct,false,290.02,15.26,69.00,359.02,instant_eft,completed,source_export
ORD-2024-000927,2024-05-09,CUST-002778,Direct,Direct,false,75.87,0.00,69.00,144.87,instant_eft,completed,source_export
ORD-2024-000928,2024-04-15,CUST-008638,Organic Search,Organic,false,82.94,4.37,69.00,151.94,wallet,completed,source_export
ORD-2024-000929,2024-02-22,CUST-001344,Email,Lifecycle_Email,false,285.93,15.05,69.00,354.93,card,completed,source_export
ORD-2024-000930,2024-06-06,CUST-010089,Organic Search,Organic,false,531.03,0.00,0.00,531.03,card,completed,source_export
ORD-2024-000931,2024-01-05,CUST-009587,Referral,Referral_Partners,false,341.91,11.23,49.00,390.91,card,completed,source_export
ORD-2024-000932,2024-06-13,CUST-000839,Direct,Direct,false,370.29,0.00,49.00,419.29,card,completed,source_export
ORD-2024-000933,2024-01-22,CUST-003963,Direct,Direct,false,700.65,0.00,0.00,700.65,instant_eft,completed,source_export
ORD-2024-000934,2024-04-22,CUST-008287,Organic Search,Organic,false,965.50,9.93,0.00,965.50,card,completed,source_export
ORD-2024-000935,2024-03-10,CUST-006387,Direct,Direct,false,653.95,34.41,0.00,653.95,card,completed,source_export
ORD-2024-000936,2024-01-28,CUST-009285,Organic Search,Organic,false,112.58,5.93,49.00,161.58,wallet,completed,source_export
ORD-2024-000937,2024-04-05,CUST-005105,Organic Search,Organic,false,356.87,0.00,59.00,415.87,card,completed,source_export
ORD-2024-000938,2024-02-20,CUST-003651,Direct,Direct,false,123.97,0.00,59.00,182.97,instant_eft,completed,source_export
ORD-2024-000939,2024-05-30,CUST-001372,Organic Search,Organic,false,76.12,0.00,59.00,135.12,instant_eft,completed,source_export
ORD-2024-000940,2024-05-06,CUST-009073,Organic Search,Organic,false,497.39,26.18,0.00,497.39,instant_eft,completed,source_export
ORD-2024-000941,2024-04-13,CUST-003291,Direct,Direct,false,242.56,12.77,59.00,301.56,card,completed,source_export
ORD-2024-000942,2024-06-23,CUST-007483,Direct,Direct,false,266.19,6.74,49.00,315.19,wallet,completed,source_export
ORD-2024-000943,2024-03-05,CUST-000243,Direct,Direct,false,436.14,12.57,49.00,485.14,card,completed,source_export
ORD-2024-000944,2024-04-29,CUST-003201,Google Ads,H1_Search_Core_Retail,true,365.27,35.27,49.00,414.27,instant_eft,completed,source_export
ORD-2024-000945,2024-04-11,CUST-003712,Organic Search,Organic,false,212.03,0.00,69.00,281.03,card,completed,source_export
ORD-2024-000946,2024-05-31,CUST-009121,Direct,Direct,false,623.83,7.41,0.00,623.83,wallet,cancelled,source_export
ORD-2024-000947,2024-04-28,CUST-003735,Organic Search,Organic,false,607.76,0.00,0.00,607.76,card,completed,source_export
ORD-2024-000948,2024-03-19,CUST-002273,DV360,H1_Programmatic_Prospecting_Retail,true,160.77,0.00,49.00,209.77,card,completed,source_export
ORD-2024-000949,2024-06-08,CUST-007420,Direct,Direct,false,216.36,11.39,69.00,R 285.36,wallet,completed,source_export
ORD-2024-000950,2024-04-26,CUST-008260,Direct,Direct,false,557.32,0.00,0.00,557.32,payflex,completed,source_export
ORD-2024-000951,2024-06-28,CUST-006362,YouTube,H1_Video_Awareness_Retail,true,78.05,8.67,69.00,147.05,instant_eft,completed,source_export
ORD-2024-000952,2024-03-11,CUST-004861,Organic Search,Organic,false,828.74,0.00,0.00,828.74,instant_eft,completed,source_export
ORD-2024-000953,2024-05-31,CUST-003671,Organic Search,Organic,false,195.94,0.00,59.00,254.94,wallet,completed,source_export
ORD-2024-000954,2024-04-06,CUST-009779,Organic Search,Organic,false,87.44,4.60,59.00,146.44,wallet,completed,source_export
ORD-2024-000955,2024-04-18,CUST-003790,Organic Search,Organic,false,263.89,13.89,59.00,322.89,wallet,completed,source_export
ORD-2024-000956,2024-04-23,CUST-008816,Email,Lifecycle_Email,false,144.91,0.00,59.00,203.91,instant_eft,completed,source_export
ORD-2024-000957,2024-05-14,CUST-000063,Organic Search,Organic,false,829.32,6.92,0.00,829.32,instant_eft,completed,source_export
ORD-2024-000958,2024-04-21,CUST-003542,Organic Search,Organic,false,223.95,11.79,59.00,282.95,card,completed,source_export
ORD-2024-000959,2024-05-09,CUST-007354,Email,Lifecycle_Email,false,534.72,20.35,0.00,534.72,payflex,completed,source_export
ORD-2024-000960,2024-03-14,CUST-005521,Organic Search,Organic,false,309.79,0.00,69.00,378.79,card,completed,source_export
ORD-2024-000961,2024-05-16,CUST-005225,Email,Lifecycle_Email,false,94.61,0.00,49.00,143.61,card,completed,source_export
ORD-2024-000962,2024-03-10,CUST-003552,YouTube,H1_Video_Awareness_Retail,true,429.80,20.61,69.00,498.80,card,completed,source_export
ORD-2024-000963,2024-04-03,CUST-000364,Organic Search,Organic,false,213.58,11.24,69.00,282.58,card,completed,source_export
ORD-2024-000964,2024-01-12,CUST-000639,Organic Search,Organic,false,225.85,11.89,69.00,294.85,card,completed,source_export
ORD-2024-000965,2024-06-14,CUST-009024,Referral,Referral_Partners,false,131.92,6.94,49.00,180.92,card,completed,source_export
ORD-2024-000966,2024-04-28,CUST-005929,Direct,Direct,false,789.57,33.18,0.00,789.57,card,completed,source_export
ORD-2024-000967,2024-05-19,CUST-010274,Direct,Direct,false,168.17,8.85,59.00,227.17,card,completed,source_export
ORD-2024-000968,2024-03-11,CUST-007071,Organic Search,Organic,false,335.50,0.00,69.00,404.50,wallet,completed,source_export
ORD-2024-000969,2024-01-05,CUST-005964,Organic Search,Organic,false,146.49,0.00,59.00,205.49,card,completed,source_export
ORD-2024-000970,2024-02-26,CUST-004305,Direct,Direct,false,446.06,23.48,59.00,505.06,card,completed,source_export
ORD-2024-000971,2024-03-06,CUST-008646,Email,Lifecycle_Email,false,78.17,4.11,59.00,137.17,wallet,completed,source_export
ORD-2024-000972,2024-05-28,CUST-001232,Email,Lifecycle_Email,false,437.93,15.95,59.00,496.93,instant_eft,completed,source_export
ORD-2024-000973,2024-02-17,CUST-004090,Direct,Direct,false,92.14,0.00,69.00,161.14,instant_eft,completed,source_export
ORD-2024-000974,2024-03-20,CUST-002606,Direct,Direct,false,223.19,0.00,69.00,292.19,card,completed,source_export
ORD-2024-000975,2024-06-08,CUST-007994,DV360,H1_Programmatic_Prospecting_Retail,true,430.06,47.78,49.00,479.06,instant_eft,completed,source_export
ORD-2024-000976,2024-03-01,CUST-002215,DV360,H1_Programmatic_Prospecting_Retail,true,629.46,0.00,0.00,629.46,card,completed,source_export
ORD-2024-000977,2024-01-09,CUST-001224,Email,Lifecycle_Email,false,351.78,0.00,59.00,410.78,card,completed,source_export
ORD-2024-000978,2024-05-04,CUST-006464,Direct,Direct,false,258.69,0.00,69.00,327.69,wallet,completed,source_export
ORD-2024-000979,2024-06-20,CUST-000476,Direct,Direct,false,135.47,0.00,59.00,194.47,card,completed,source_export
ORD-2024-000980,2024-06-26,CUST-006670,Direct,Direct,false,342.93,8.31,49.00,391.93,card,completed,source_export
ORD-2024-000981,2024-06-29,CUST-008565,Google Ads,H1_Search_Core_Retail,true,777.32,40.91,0.00,777.32,instant_eft,completed,source_export
ORD-2024-000982,2024-02-10,CUST-005138,Organic Search,Organic,false,84.90,4.47,69.00,153.90,instant_eft,completed,source_export
ORD-2024-000983,2024-04-19,CUST-008491,Referral,Referral_Partners,false,231.25,0.00,59.00,290.25,card,completed,source_export
ORD-2024-000984,2024-01-09,CUST-008946,Referral,Referral_Partners,false,177.78,9.36,49.00,226.78,instant_eft,completed,source_export
ORD-2024-000985,2024-01-06,CUST-002498,Organic Search,Organic,false,203.67,0.00,69.00,272.67,card,completed,source_export
ORD-2024-000986,2024-04-02,CUST-003240,Referral,Referral_Partners,false,931.33,0.00,0.00,931.33,card,completed,source_export
ORD-2024-000987,2024-04-09,CUST-002295,Organic Search,Organic,false,238.21,12.54,49.00,287.21,wallet,completed,source_export
ORD-2024-000988,2024-03-20,CUST-003313,Organic Search,Organic,false,90.19,4.75,69.00,159.19,card,completed,source_export
ORD-2024-000989,2024-03-11,CUST-004579,Email,Lifecycle_Email,false,140.52,0.00,69.00,209.52,payflex,completed,source_export
ORD-2024-000990,2024-06-15,CUST-003453,Email,Lifecycle_Email,false,429.42,10.07,59.00,488.42,card,completed,source_export
ORD-2024-000991,2024-01-13,CUST-007674,Organic Search,Organic,false,168.32,8.86,49.00,217.32,payflex,completed,source_export
ORD-2024-000992,2024-01-16,CUST-003241,Referral,Referral_Partners,false,126.48,0.00,49.00,175.48,card,completed,source_export
ORD-2024-000993,2024-06-16,CUST-009941,Google Ads,H1_Search_Core_Retail,true,466.58,0.00,0.00,466.58,card,completed,source_export
ORD-2024-000994,2024-01-08,CUST-001282,Email,Lifecycle_Email,false,118.60,6.24,69.00,187.60,card,completed,source_export
ORD-2024-000995,2024-06-16,CUST-004110,Organic Search,Organic,false,373.71,0.00,49.00,422.71,wallet,completed,source_export
ORD-2024-000996,2024-05-25,CUST-008841,CM360,H1_Display_MidFunnel_Retail,true,1230.09,136.68,0.00,1230.09,wallet,completed,source_export
ORD-2024-000997,2024-03-06,CUST-007485,Direct,Direct,false,286.58,0.00,69.00,355.58,card,completed,source_export
ORD-2024-000998,2024-01-23,CUST-000150,Organic Search,Organic,false,190.18,0.00,49.00,239.18,card,completed,source_export
ORD-2024-000999,2024-06-20,CUST-007132,Email,Lifecycle_Email,false,217.52,5.07,49.00,266.52,wallet,completed,source_export
ORD-2024-001000,2024-03-17,CUST-003992,Organic Search,Organic,false,277.45,0.00,49.00,326.45,card,completed,source_export
ORD-2024-001001,2024-04-11,CUST-002516,YouTube,H1_Video_Awareness_Retail,true,701.40,77.94,0.00,701.40,card,completed,source_export
ORD-2024-001002,2024-03-03,CUST-008502,Organic Search,Organic,false,380.64,0.00,49.00,429.64,card,completed,source_export
ORD-2024-001003,2024-05-10,CUST-006514,Google Ads,H1_Search_Core_Retail,true,434.92,38.80,69.00,503.92,card,completed,source_export
ORD-2024-001004,2024-01-20,CUST-001764,Email,Lifecycle_Email,false,691.69,36.40,0.00,691.69,card,completed,source_export
ORD-2024-001005,2024-01-26,CUST-009040,Direct,Direct,false,111.22,5.85,69.00,180.22,card,completed,source_export
ORD-2024-001006,2024-05-02,CUST-008058,Direct,Direct,false,240.68,"12,67",59.00,299.68,card,completed,source_export
ORD-2024-001007,2024-06-07,CUST-008200,Direct,Direct,false,139.91,7.36,69.00,208.91,card,completed,source_export
ORD-2024-001008,2024-06-29,CUST-004141,Direct,Direct,false,746.47,14.37,0.00,746.47,card,completed,source_export
ORD-2024-001009,2024-05-17,CUST-006886,Direct,Direct,false,479.54,0.00,0.00,479.54,instant_eft,completed,source_export
ORD-2024-001010,2024-02-04,CUST-005656,Organic Search,Organic,false,269.99,0.00,49.00,318.99,card,completed,source_export
ORD-2024-001011,2024-03-01,CUST-005553,Organic Search,Organic,false,100.93,0.00,59.00,159.93,instant_eft,completed,source_export
ORD-2024-001012,2024-04-30,CUST-001948,Email,Lifecycle_Email,false,355.91,6.06,69.00,424.91,wallet,completed,source_export
ORD-2024-001013,2024-01-07,CUST-000856,Direct,Direct,false,419.00,11.88,49.00,468.00,card,completed,source_export
ORD-2024-001014,2024-01-07,CUST-008076,Referral,Referral_Partners,false,205.98,0.00,49.00,254.98,card,completed,source_export
ORD-2024-001015,2024-01-22,CUST-001526,Organic Search,Organic,false,132.55,6.98,49.00,181.55,wallet,completed,source_export
ORD-2024-001016,2024-02-27,CUST-002010,Organic Search,Organic,false,1460.54,3.65,0.00,1460.54,card,completed,source_export
ORD-2024-001017,2024-04-28,CUST-002014,CM360,H1_Display_MidFunnel_Retail,true,334.53,37.17,59.00,393.53,card,completed,source_export
ORD-2024-001018,2024-03-20,CUST-002178,Organic Search,Organic,false,1701.51,10.08,0.00,1701.51,instant_eft,completed,source_export
ORD-2024-001019,2024-02-14,CUST-009535,Referral,Referral_Partners,false,518.72,0.00,0.00,518.72,card,completed,source_export
ORD-2024-001020,2024-05-28,CUST-007007,Direct,Direct,false,933.93,"39,92",0.00,933.93,card,completed,source_export
ORD-2024-001021,2024-02-10,CUST-005762,Direct,Direct,false,886.42,46.65,0.00,886.42,card,completed,source_export
ORD-2024-001022,2024-04-19,CUST-000318,Organic Search,Organic,false,784.58,9.92,0.00,784.58,card,completed,source_export
ORD-2024-001023,2024-06-20,CUST-000716,Organic Search,Organic,false,730.89,"0,00",0.00,730.89,card,completed,source_export
ORD-2024-001024,2024-03-08,CUST-009138,Organic Search,Organic,false,654.51,0.00,0.00,654.51,card,completed,source_export
ORD-2024-001025,2024-03-09,CUST-009450,Email,Lifecycle_Email,false,579.80,0.00,0.00,579.80,card,completed,source_export
ORD-2024-001026,2024-05-25,CUST-002098,Direct,Direct,false,113.09,0.00,49.00,162.09,card,completed,source_export
ORD-2024-001027,2024-04-06,CUST-000595,Referral,Referral_Partners,false,1366.33,19.37,0.00,1366.33,instant_eft,completed,source_export
ORD-2024-001028,2024-01-03,CUST-006105,Google Ads,H1_Search_Core_Retail,true,388.83,0.00,59.00,447.83,card,completed,source_export
ORD-2024-001029,2024-03-27,CUST-000994,Direct,Direct,false,83.58,0.00,59.00,142.58,instant_eft,completed,source_export
ORD-2024-001030,2024-06-17,CUST-003964,Organic Search,Organic,false,870.60,37.07,0.00,870.60,card,completed,source_export
ORD-2024-001031,2024-05-30,CUST-008741,Direct,Direct,false,819.85,43.15,0.00,819.85,instant_eft,completed,source_export
ORD-2024-001032,2024-04-28,CUST-008789,Direct,Direct,false,184.45,0.00,49.00,233.45,card,completed,source_export
ORD-2024-001033,2024-04-13,CUST-000364,Email,Lifecycle_Email,false,129.87,6.84,49.00,178.87,card,completed,source_export
ORD-2024-001034,2024-05-02,CUST-009885,Organic Search,Organic,false,305.70,4.26,69.00,374.70,card,completed,source_export
ORD-2024-001035,2024-04-23,CUST-002094,Direct,Direct,false,969.30,51.02,0.00,969.30,card,completed,source_export
ORD-2024-001036,2024-01-30,CUST-007519,Google Ads,H1_Search_Core_Retail,true,182.85,13.57,59.00,241.85,payflex,completed,source_export
ORD-2024-001037,2024-03-25,CUST-007476,Referral,Referral_Partners,false,140.53,7.40,69.00,209.53,card,completed,source_export
ORD-2024-001038,2024-05-05,CUST-002340,Organic Search,Organic,false,238.48,12.55,69.00,307.48,wallet,completed,source_export
ORD-2024-001039,2024-05-26,CUST-006945,Direct,Direct,false,643.71,0.00,0.00,643.71,instant_eft,completed,source_export
ORD-2024-001040,2024-05-21,CUST-003475,Email,Lifecycle_Email,false,416.02,0.00,69.00,485.02,card,completed,source_export
ORD-2024-001041,2024-04-06,CUST-008348,Organic Search,Organic,false,249.66,13.14,49.00,298.66,instant_eft,completed,source_export
ORD-2024-001042,2024-03-13,CUST-008034,Email,Lifecycle_Email,false,166.09,"0,00",69.00,235.09,payflex,cancelled,source_export
ORD-2024-001043,2024-06-26,CUST-001646,Organic Search,Organic,false,382.74,20.14,49.00,431.74,instant_eft,cancelled,source_export
ORD-2024-001044,2024-05-21,CUST-007879,Direct,Direct,false,964.98,11.72,0.00,964.98,card,completed,source_export
ORD-2024-001045,2024-02-22,CUST-005294,Referral,Referral_Partners,false,1217.15,64.06,0.00,1217.15,instant_eft,completed,source_export
ORD-2024-001046,2024-02-02,CUST-007409,Google Ads,H1_Search_Core_Retail,true,1025.78,113.98,0.00,1025.78,payflex,completed,source_export
ORD-2024-001047,2024-02-10,CUST-002651,Email,Lifecycle_Email,false,105.94,0.00,59.00,164.94,card,completed,source_export
ORD-2024-001048,2024-03-25,CUST-000534,Direct,Direct,false,153.24,0.00,59.00,212.24,card,completed,source_export
ORD-2024-001049,2024-05-02,CUST-002795,Organic Search,Organic,false,247.25,4.70,49.00,296.25,wallet,completed,source_export
ORD-2024-001050,2024-05-31,CUST-002290,Organic Search,Organic,false,304.06,16.00,69.00,373.06,instant_eft,completed,source_export
ORD-2024-001051,2024-04-05,CUST-001571,Referral,Referral_Partners,false,262.24,8.49,49.00,311.24,card,completed,source_export
ORD-2024-001052,2024-04-14,CUST-005897,Organic Search,Organic,false,801.03,30.33,0.00,801.03,instant_eft,completed,source_export
ORD-2024-001053,2024-03-20,CUST-000936,Email,Lifecycle_Email,false,140.75,0.00,49.00,189.75,card,completed,source_export
ORD-2024-001054,2024-06-08,CUST-009662,Organic Search,Organic,false,89.99,4.74,59.00,148.99,instant_eft,completed,source_export
ORD-2024-001055,2024-05-30,CUST-007665,Email,Lifecycle_Email,false,98.19,5.17,49.00,147.19,card,completed,source_export
ORD-2024-001056,2024-04-20,CUST-004800,Direct,Direct,false,485.90,25.57,0.00,485.90,card,completed,source_export
ORD-2024-001057,2024-06-03,CUST-003370,Direct,Direct,false,438.06,0.00,59.00,497.06,instant_eft,completed,source_export
ORD-2024-001058,2024-02-11,CUST-001344,Direct,Direct,false,260.69,0.00,49.00,309.69,card,completed,source_export
ORD-2024-001059,2024-01-03,CUST-007528,Organic Search,Organic,false,79.02,4.16,49.00,128.02,instant_eft,completed,source_export
